Renew,Brand Loyalty,Location Code,Years after high school graduation,Gender,Marital Status,Education Level,Monthly Income,City,Years subscribed,Active online hours
Yes,-0.4869547472771904,Urban,18.0,F,Divorced,High School,2688.051796538537,New Castle,7.0,5.221662731724808
No,0.3853162441139384,Rural,,F,Married,College,3568.0096085271693,New Castle,6.0,5.3327300719461554
No,-0.24088753689332498,Suburban,40.0,M,Married,Graduate School,5710.553650296264,New Castle,2.0,5.536888633726804
Yes,-0.4424088443877055,Urban,30.0,M,Divorced,High School,3641.514120233615,London,5.0,5.470670346604417
No,-0.1564237239322489,Suburban,35.0,F,Married,College,4435.107942715653,London,7.0,5.05110291361183
Yes,1.2815619576696844,Urban,45.0,M,Divorced,Graduate School,4284.019394689075,London,6.0,7.26056884018304
Yes,0.2985176762882657,Suburban,35.0,F,Divorced,Graduate School,3269.4453036838036,Manchester,4.0,4.171303367001405
No,-0.19397924995928112,Rural,20.0,F,Single,College,3862.3448187191857,New Castle,7.0,6.117418740200611
No,0.31951390482265474,Suburban,28.0,M,Single,Graduate School,3294.3230147513964,Manchester,2.0,3.880315571172892
No,0.2236749344187965,Suburban,40.0,M,Divorced,College,3311.7657405262553,Manchester,4.0,4.780295569111244
Yes,0.03767646891890067,Urban,37.0,F,Divorced,College,5505.121641185197,Manchester,4.0,7.282258006285378
,0.43702093722027946,Suburban,43.0,F,Divorced,High School,4179.778980568753,Manchester,4.0,5.733703224946928
Yes,0.156635746184908,Suburban,28.0,F,Divorced,High School,3494.966951348592,London,5.0,4.8517189356259545
No,0.12376882312719456,Rural,31.0,M,Married,College,5722.958120418276,Manchester,3.0,6.217454780340634
Yes,-0.028065368798008986,Rural,39.0,F,Divorced,Graduate School,5383.644213665557,New Castle,5.0,8.392749240807989
No,0.16041202063723464,Rural,44.0,M,Divorced,College,3388.637476867504,New Castle,5.0,4.958343376307647
Yes,-0.21223683425472825,Urban,44.0,M,Married,High School,3673.320901820352,New Castle,2.0,6.002374412266291
Yes,-0.21535395363538257,Rural,26.0,F,Single,College,5429.568227847732,Manchester,5.0,5.619073219481316
Yes,0.39966253096994175,Suburban,27.0,F,Divorced,Graduate School,4432.557391476966,New Castle,5.0,6.252053829011783
Yes,-0.11996038843646309,Suburban,22.0,M,Married,High School,4333.9795996901885,New Castle,5.0,4.730653728048363
Yes,1.2010809490082026,Urban,51.0,M,Single,College,5087.103398180918,New Castle,5.0,4.718421161489929
Yes,-0.23243852823395458,Urban,28.0,F,Divorced,College,4822.174479733918,London,3.0,5.712201939809146
Yes,-0.1568643103852428,Suburban,40.0,F,Divorced,,5812.569713187279,New Castle,2.0,4.99009443745132
Yes,-0.38899277149539274,Urban,31.0,F,Single,Graduate School,4661.922586738169,London,6.0,3.7649445139614715
Yes,0.7382043794551905,Urban,46.0,F,Divorced,Graduate School,4932.861280378289,Manchester,3.0,4.837908339468315
No,,Rural,30.0,M,Married,Graduate School,4226.084545922986,New Castle,3.0,5.917038091623851
No,-0.52375888977808,Rural,23.0,F,Married,High School,5093.6306132782975,London,3.0,5.790707418997225
No,0.0892327642936232,Rural,41.0,F,Married,Graduate School,6305.546023907175,New Castle,7.0,7.315683085376975
No,-0.39467617557370566,Rural,22.0,F,Married,College,3298.527275277258,London,3.0,6.653251415229372
No,0.4274034351282405,Rural,32.0,M,Divorced,College,3037.393813173267,Manchester,5.0,5.70595471842324
Yes,-0.0979090431328615,Urban,39.0,M,Divorced,College,5068.203349182184,New Castle,2.0,5.4023626382910965
No,0.22379773517037183,Urban,,F,Divorced,Graduate School,3758.874794337437,New Castle,5.0,6.2878712975121385
Yes,0.07017115454489806,Suburban,29.0,F,Divorced,High School,5531.060167986228,Manchester,4.0,3.4964595898852213
Yes,0.6646644985255951,Urban,24.0,F,Single,College,4309.162320210177,New Castle,5.0,3.7293668385510674
Yes,0.6870461333402612,Urban,34.0,F,Divorced,High School,4210.633813640063,London,6.0,4.366332633007276
Yes,-0.14939142866830427,Suburban,34.0,M,Single,High School,4239.958358106661,London,,4.612908483345813
No,-0.07521529684243716,Rural,35.0,M,Divorced,High School,4317.589202933397,New Castle,5.0,5.538863001985697
Yes,0.6190573703268244,Urban,30.0,M,Divorced,College,3613.757758726975,London,4.0,8.287117362388788
Yes,0.5260452175790669,Suburban,57.0,F,Divorced,Graduate School,2786.440695109158,Manchester,2.0,5.77634102309299
No,0.575567717484847,Urban,38.0,F,Single,Graduate School,6419.903571376068,London,6.0,6.238145570478862
No,-0.6785307393267288,Rural,25.0,F,Single,Graduate School,4976.2257755434875,London,6.0,5.994154874224324
Yes,-0.6071395261051638,Suburban,26.0,M,Divorced,College,2626.798578584461,London,6.0,4.366795096640125
No,-0.3096925538407317,Rural,30.0,F,Married,Graduate School,5633.588506234455,New Castle,3.0,5.215145322757908
No,-0.1099680017150061,Suburban,22.0,F,Married,High School,4369.1773331061795,London,5.0,8.20253632267955
No,-0.3684368870084601,Suburban,11.0,F,Married,College,3636.737043459055,Manchester,2.0,5.31127939832609
Yes,-0.21761401117266888,Suburban,25.0,M,Divorced,College,3870.756246160013,Manchester,6.0,5.224831288400377
Yes,0.26366561113234327,Suburban,43.0,F,Single,College,4276.241267409186,London,2.0,4.606713980513186
Yes,0.6230115211251755,Suburban,43.0,F,Married,High School,5370.0717537188075,London,3.0,6.300693199487085
Yes,0.17821547682764183,Urban,49.0,F,Married,College,2781.7681506908243,New Castle,4.0,2.7244523441068074
Yes,0.4391756666134148,Suburban,32.0,F,Single,High School,5174.687140715099,London,4.0,7.052216328851399
Yes,0.2481224582574671,Suburban,43.0,M,Single,College,4356.803251686922,Manchester,5.0,3.1736651959312434
Yes,-0.12559578539940736,Urban,36.0,F,Divorced,Graduate School,5623.2931053085795,Manchester,3.0,5.356686220931434
Yes,0.599897388642464,Suburban,50.0,F,Divorced,Graduate School,3365.420464562835,London,4.0,7.015662703249722
No,-0.24609944459578523,Rural,27.0,M,Married,High School,2578.725971799532,London,3.0,5.656515257145665
Yes,-0.3304839572536773,Urban,18.0,F,Married,College,4439.5532286377875,Manchester,4.0,5.574264066576496
No,0.6704157110059871,Suburban,41.0,M,Divorced,High School,5204.99384566622,London,3.0,6.692807857008922
Yes,-0.4336168266114499,Urban,27.0,F,Divorced,High School,4600.98364829063,London,6.0,5.151649457073605
Yes,0.35719115200747115,Rural,42.0,M,Divorced,Graduate School,5839.970054804159,Manchester,4.0,4.616267316731996
Yes,0.4715570042700925,Urban,36.0,M,Divorced,Graduate School,6162.0630504078845,New Castle,5.0,5.081885065076733
Yes,0.37824413488322695,Urban,36.0,M,Single,High School,2913.611067869929,Manchester,5.0,6.563175123056974
No,-0.047583022379930895,Rural,26.0,F,Married,High School,4218.669880920212,Manchester,3.0,2.820302996437488
Yes,0.44131838664560696,Urban,43.0,F,Divorced,College,3790.9852674386293,London,6.0,4.975359876297442
Yes,0.33392908855814085,Urban,43.0,F,Single,College,5409.257925817172,Manchester,3.0,4.344230454489098
No,0.059550664328612224,Suburban,29.0,F,Married,High School,3349.7242185345676,Manchester,5.0,5.190873886767188
Yes,-0.1067468559964436,Urban,19.0,M,Single,Graduate School,4603.5000754805005,New Castle,7.0,6.465754889884681
No,0.20686939006714145,Rural,33.0,F,Divorced,High School,5080.742360026207,New Castle,5.0,8.01720090179144
Yes,-0.2412037223980203,Urban,31.0,M,Single,College,5081.599028169917,New Castle,5.0,2.7665768581056454
Yes,-0.10137689510211315,Rural,42.0,F,Divorced,Graduate School,2875.2090762381495,Manchester,3.0,6.869377913050482
No,0.049276741896913945,Urban,18.0,F,Married,High School,5077.546738654423,Manchester,6.0,5.765664750642945
Yes,0.2823427576672827,Urban,,M,Single,Graduate School,3923.4043554782447,Manchester,4.0,4.116766727344912
Yes,-0.054909258888706444,Rural,35.0,F,Divorced,Graduate School,5415.83972333382,Manchester,4.0,6.336816427058536
Yes,0.9609036097493582,Urban,36.0,M,Divorced,College,2864.6307300529324,Manchester,6.0,3.7110291048414767
Yes,-0.3149355590883186,Urban,28.0,M,Divorced,Graduate School,3923.6724784719354,London,6.0,5.185661197078647
Yes,-0.025844806626903707,Urban,44.0,F,Divorced,College,4149.1337329736525,Manchester,4.0,5.817125560591432
No,-0.35668686854693576,Rural,24.0,M,Married,College,4420.104999399508,London,0.0,5.793443647116676
No,0.4345589460389885,Rural,38.0,M,Single,Graduate School,3775.5907482897724,London,3.0,4.982807060384553
No,-0.4121743169342231,Rural,15.0,M,Married,College,3224.888631983529,Manchester,3.0,7.88888207544637
Yes,0.22658900446449692,Urban,25.0,M,Divorced,College,2867.1170290658997,New Castle,4.0,4.767818137074308
Yes,0.2365001846157076,Urban,34.0,M,Married,High School,3386.9456576540033,Manchester,4.0,3.2543736411752895
No,0.7531795450353623,Urban,25.0,M,Single,College,5098.533110692955,New Castle,3.0,4.962723379601176
Yes,0.5125553283820133,Suburban,51.0,F,Single,College,3295.1588209526326,New Castle,2.0,3.571102559810119
No,0.09114627927115382,Rural,31.0,M,Single,High School,3674.9964307423156,Manchester,5.0,5.9666846357509735
No,0.06386445494758983,Suburban,34.0,F,Divorced,College,3548.4836971100854,New Castle,4.0,7.168868570503215
Yes,-0.2054243400192947,Suburban,29.0,F,Divorced,Graduate School,5233.847450444417,London,5.0,4.198464104633223
Yes,-0.41603707876038415,Suburban,18.0,M,Married,Graduate School,3736.436547668563,Manchester,5.0,5.577972543417117
No,-0.0829194075270003,Suburban,22.0,M,Divorced,Graduate School,5978.850989066982,New Castle,4.0,5.449950352555682
Yes,-0.1790486607929856,Urban,22.0,M,Single,,5763.00149183481,Manchester,8.0,4.147876732271651
Yes,0.49656705763957143,Urban,35.0,F,Married,High School,3180.8511211577998,Manchester,5.0,4.708632576429432
No,0.23545987551148578,Rural,25.0,M,Married,College,2906.5488838141437,New Castle,4.0,3.375386855755668
Yes,0.005537555053822529,Suburban,26.0,F,Single,High School,3927.9251103816696,Manchester,4.0,6.838337247803812
Yes,-0.23613140628045082,Urban,27.0,F,Divorced,High School,3417.3360724859663,London,5.0,5.988258020720754
Yes,-0.25739819094217353,Suburban,40.0,M,Divorced,College,4730.145399486579,Manchester,5.0,6.774112895285475
No,0.11278334103485141,Rural,28.0,M,Divorced,High School,4123.848695532634,Manchester,6.0,5.1743715565902635
Yes,0.31121465142267,Suburban,33.0,F,Married,Graduate School,5077.836430993219,London,7.0,3.4395501091317597
Yes,-0.061663259308241236,Urban,35.0,M,Divorced,Graduate School,5085.0909611935895,Manchester,5.0,4.151249794200547
No,,Rural,25.0,F,Married,Graduate School,4631.340168403913,London,4.0,4.9614673724064415
Yes,0.27078567804693715,Urban,46.0,M,,Graduate School,5464.911772325733,Manchester,3.0,4.433042739665081
No,0.402024205741747,Rural,26.0,M,Married,Graduate School,3982.313609570086,London,5.0,4.727306958107635
Yes,0.443702812076211,Suburban,29.0,M,Divorced,High School,4491.089210727589,London,7.0,3.9318241040317137
Yes,0.2738207294414194,Suburban,31.0,F,Single,College,8294.901824772543,Manchester,4.0,6.9321985045079355
Yes,-0.4651887581054629,Urban,21.0,M,Divorced,Graduate School,3929.251142386536,New Castle,4.0,2.959218770686975
Yes,0.2586956466290122,Urban,34.0,M,Single,High School,7017.828616051821,Manchester,2.0,5.624664380853518
Yes,0.06976652684510773,Urban,21.0,M,Divorced,College,4001.321609454751,,5.0,6.661785776625209
Yes,-0.05283307248215971,Rural,16.0,F,Single,Graduate School,4853.687093477253,Manchester,5.0,6.717718642015644
Yes,-0.08530370319023375,Rural,16.0,M,Married,Graduate School,3720.885601467434,Manchester,5.0,7.90067625865493
Yes,0.5205773058467608,Urban,50.0,F,Married,Graduate School,3661.6181401472477,New Castle,2.0,7.361945161392908
Yes,0.31166229749612684,Urban,29.0,M,Divorced,College,,Manchester,3.0,4.335051744921256
No,0.23530685444123456,Rural,27.0,M,Divorced,College,5941.911680647658,New Castle,5.0,4.990890280389209
Yes,0.35320005362815204,Urban,39.0,F,Divorced,College,4991.486145144077,Manchester,4.0,4.177796806244082
Yes,-0.2714145037954028,Rural,26.0,M,Married,High School,2934.884863275958,New Castle,5.0,8.034604446442293
Yes,,Urban,29.0,M,Single,High School,5724.984788338299,London,4.0,6.010357707089491
Yes,0.3665170467629535,Suburban,30.0,M,Divorced,College,3132.9617668074097,Manchester,7.0,6.196407698675913
Yes,-0.5057128605112099,Suburban,27.0,M,Married,High School,3971.366253776416,Manchester,6.0,4.179071429525504
Yes,0.04002415201480611,Urban,30.0,F,Single,High School,4525.243660446928,London,5.0,7.487210893876311
No,0.07736126338312393,Suburban,21.0,M,Single,Graduate School,5357.004690177613,London,5.0,4.669873354376085
Yes,0.6876311244593494,Urban,53.0,M,Divorced,College,3217.5352668705627,Manchester,4.0,4.193974528679
No,0.8288660883669366,Urban,35.0,F,Married,High School,4591.117362450847,Manchester,6.0,5.965005288022745
,0.7477332124729335,Urban,43.0,F,Single,Graduate School,2217.41936966436,Manchester,4.0,2.9612442202752094
No,0.34362776646216375,Urban,19.0,F,Divorced,Graduate School,3305.725480416553,London,4.0,3.4548687075447004
Yes,0.24769333563942525,Suburban,40.0,F,Single,High School,7120.565797964322,Manchester,3.0,4.888421943356518
Yes,0.17694100524638257,,37.0,M,Divorced,High School,4288.207326737765,London,4.0,5.947917478279499
Yes,0.9784887911678948,Urban,62.0,M,Divorced,College,4751.57809222952,London,2.0,4.413463364988015
Yes,-0.015406178143228935,Suburban,39.0,M,Married,Graduate School,3928.7248471801363,Manchester,2.0,5.765422764281783
No,0.4642488916487759,Urban,38.0,F,Married,College,4236.44926656647,London,2.0,4.716061755630613
,0.22382738425983928,Suburban,44.0,M,Divorced,College,5538.784972814337,London,2.0,3.9231670550231614
Yes,0.5123636698512917,Suburban,57.0,F,Married,High School,5966.420698348269,London,4.0,6.44729141722747
No,0.12578387201476038,Rural,28.0,,Single,College,5928.738176118248,London,6.0,7.225914623177573
No,0.1804830128996009,Rural,24.0,M,Married,High School,3842.490728484342,Manchester,5.0,7.457726151695093
Yes,0.5330915021626891,Suburban,51.0,M,Divorced,High School,5263.767106848846,London,2.0,4.478249615197226
Yes,0.5350444494008568,Suburban,56.0,F,,High School,3317.8654031201972,London,2.0,5.891613172426268
Yes,-0.6093773156556838,Rural,21.0,M,Married,Graduate School,4119.88919437755,New Castle,4.0,6.143033782875048
Yes,1.1667104729199986,Urban,60.0,F,Married,Graduate School,3950.9418239485913,London,1.0,5.64422358702742
Yes,0.17937917396124237,Urban,34.0,M,Divorced,High School,2048.7288144666904,New Castle,3.0,4.791061091223939
Yes,0.5059023215252161,Urban,31.0,M,Single,Graduate School,6333.113803389804,New Castle,5.0,5.591172957290336
No,-0.03531320126394415,Rural,31.0,F,Married,College,3014.247734742382,New Castle,4.0,4.375348346831431
No,0.5634504750020086,Rural,35.0,M,Married,High School,6560.167906246526,New Castle,8.0,6.495691010421902
No,0.35520107693888164,,30.0,M,Single,Graduate School,5435.891264647901,London,5.0,4.942497963724027
Yes,0.7614070320725673,Urban,47.0,M,Married,College,2599.740109312973,New Castle,3.0,3.824403784533596
Yes,-0.15556973506438798,Urban,46.0,F,Divorced,High School,4837.771045499207,New Castle,4.0,3.3076164769562517
Yes,-0.3481886869028694,Rural,36.0,M,Divorced,High School,5438.515510437694,New Castle,3.0,5.737434899278751
Yes,-0.20042558509160002,Urban,30.0,F,Divorced,Graduate School,4117.368819066716,New Castle,5.0,5.022154128893818
No,-0.10255656739136615,Suburban,30.0,M,Divorced,High School,4220.623565770312,Manchester,2.0,6.290618211509271
Yes,-0.2853426232721374,Urban,31.0,M,Divorced,High School,5228.344561980174,New Castle,5.0,4.778757878128271
Yes,-0.3717341318643855,,32.0,M,Single,College,5376.669426792925,London,6.0,4.902907913430725
Yes,0.06645964319963907,Rural,34.0,F,Single,College,5062.938170657706,New Castle,5.0,4.351995722720253
No,-0.08194357936234092,Rural,19.0,F,Single,Graduate School,4861.519889205861,London,4.0,5.584251902395496
Yes,-0.24412913436964082,Urban,31.0,M,Married,High School,2788.4197093371386,New Castle,6.0,4.9513526672742945
No,-0.0722074474962418,Suburban,23.0,M,Married,High School,4321.462958535826,London,6.0,6.533161207869482
Yes,0.9149881818963188,Urban,43.0,F,Single,College,4675.188043536922,London,1.0,4.227836298475156
No,-0.08074519179671111,Suburban,26.0,M,Single,High School,4100.706681108675,New Castle,3.0,7.085518215579649
No,-0.02517960527183663,Rural,24.0,F,Married,College,3700.2724689043107,Manchester,4.0,6.9253433680952226
Yes,0.456897558940376,Suburban,48.0,F,Divorced,College,5065.676771570253,New Castle,2.0,5.608448360661955
No,,Suburban,34.0,F,Divorced,High School,5367.706372584882,New Castle,2.0,6.120151368616643
No,-0.01993090320182163,Rural,36.0,M,Divorced,High School,2521.2283546730614,Manchester,3.0,4.064806004099578
Yes,-0.26113590047561713,Rural,32.0,M,Single,College,4196.442413204909,Manchester,6.0,4.02041501122081
Yes,-0.7872533793808716,Suburban,15.0,M,Married,High School,4370.8975162642255,New Castle,,5.806466367402642
No,0.13538987582087553,Suburban,25.0,M,Single,Graduate School,5092.846967639375,New Castle,5.0,6.17344003713497
Yes,0.31167042503369496,Suburban,29.0,M,Single,High School,,Manchester,6.0,3.229273231880771
Yes,0.04427591226428523,Suburban,34.0,M,Divorced,High School,3592.8617731884224,Manchester,4.0,8.098915960470594
No,0.27484084239476686,Rural,40.0,F,Divorced,Graduate School,4142.312579602592,London,2.0,4.991070008274742
Yes,-0.057948724698522344,Urban,21.0,M,Married,College,4424.407424850458,London,7.0,7.731203376610713
Yes,0.41861393321395113,Suburban,41.0,F,Single,Graduate School,4391.736639232852,New Castle,3.0,6.3119588308792345
Yes,1.3135754546939298,Urban,51.0,F,Single,Graduate School,5875.135097205812,New Castle,5.0,4.430135576182538
Yes,0.44763289590108934,Urban,31.0,F,Married,Graduate School,4543.731577133788,London,6.0,6.779913842104031
Yes,0.2110622274980496,Suburban,45.0,F,Single,Graduate School,3860.7886264564168,London,4.0,5.255213978993189
Yes,-0.7579141256564796,Urban,31.0,M,Single,High School,3539.7731051856977,New Castle,5.0,4.522110327357556
Yes,-0.3845805079997451,Suburban,32.0,F,Divorced,High School,5290.019716801559,New Castle,5.0,6.88121344273204
Yes,-0.1723765738313009,Rural,46.0,F,Divorced,College,5040.658377111442,Manchester,3.0,5.633677985775097
