area_type,availability,location,size,bath,balcony,price
Super built-up  Area,18-?.?.,Bharathi Nagar,2 BHK,2,2,39.29
Super built-up  Area,Ready To Move,Electronic City,1 BHK,1,1,12
Super built-up  Area,Ready To Move,Sarjapur,3 BHK,3,1,50
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,2,119
Super built-up  Area,19-?.?.,Thanisandra,1 BHK,1,0,34.355
Super built-up  Area,Ready To Move,Koramangala,3 BHK,3,3,250
Super built-up  Area,19-?.?.,Thanisandra,3 BHK,4,1,125
Super built-up  Area,18-??.?.,Balagere,2 BHK,2,1,70
Carpet  Area,Ready To Move,Kudlu,3 BHK,2,1,60
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,3,2,118
Super built-up  Area,Ready To Move,Gottigere,2 BHK,2,2,36.25
Built-up  Area,Ready To Move,Akash Nagar,2 BHK,2,1,47.8
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,2,2,36
Super built-up  Area,Ready To Move,Brookefield,3 BHK,3,3,80
Super built-up  Area,Ready To Move,KR Puram,3 BHK,2,2,57
Super built-up  Area,Ready To Move,Seetharampalya,3 BHK,3,3,73
Carpet  Area,Ready To Move,KR Puram,2 BHK,2,0,36.38
Super built-up  Area,18-?.?.,Whitefield,4 BHK,5,3,253
Super built-up  Area,Ready To Move,Singasandra,2 BHK,2,2,56
Super built-up  Area,Ready To Move,Rajaji Nagar,5 BHK,5,,510
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,2,1,48
Super built-up  Area,Ready To Move,Cambridge Layout,3 BHK,3,1,210
Super built-up  Area,Ready To Move,3rd Phase JP Nagar,3 BHK,3,1,270
Built-up  Area,Ready To Move,Haralur Road,3 BHK,3,2,92
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,2,2,61.8
Super built-up  Area,Ready To Move,cooketown,3 BHK,3,3,192
Super built-up  Area,19-?.?.,Jakkur,3 BHK,3,1,84.52
Super built-up  Area,Ready To Move,Cooke Town,3 BHK,3,3,120
Built-up  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,4,1,70
Super built-up  Area,18-??.?.,Electronic City,2 BHK,2,1,64.8
Super built-up  Area,Ready To Move,5th Stage BEML Layout,3 BHK,3,2,85
Built-up  Area,18-?.?.,Electronic City,3 BHK,2,1,35.25
Super built-up  Area,19-?.?.,Shauhardha Layout,1 BHK,1,1,20
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,4,2,122
Super built-up  Area,20-?.?.,Varthur,2 BHK,2,1,40.65
Super built-up  Area,Ready To Move,Kaverappa Layout,4 BHK,4,2,215
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,2,2,53.67
Super built-up  Area,Ready To Move,Omkar Nagar,4 BHK,3,2,82
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,2,2,75
Super built-up  Area,Ready To Move,Chikkadunnasandra,3 BHK,2,,52
Super built-up  Area,Ready To Move,Kothanur,2 BHK,2,2,56
Super built-up  Area,20-?.?.,Balagere,1 BHK,1,1,55
Plot  Area,Ready To Move,Bank Of Baroda Colony,5 Bedroom,5,,325
Plot  Area,18-?.?.,Nagarbhavi,3 Bedroom,3,2,225
Carpet  Area,Ready To Move,Bhoopsandra,3 BHK,3,2,135
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,2,1,95
Plot  Area,Ready To Move,Thirumenahalli,2 Bedroom,1,1,200
Super built-up  Area,18-?.?.,Hebbal,3 BHK,3,2,77.68
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,2,1,59
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,3,1,240
Super built-up  Area,19-??.?.,Thanisandra,1 BHK,1,1,46
Super built-up  Area,Ready To Move,Victoria Layout,2 BHK,2,0,146
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,3,3,60.9
Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,3,3,66
Super built-up  Area,17-?.?.,Divya Unnathi Layout,2 BHK,2,1,53.56
Built-up  Area,18-?.?.,Electronic City,3 BHK,2,1,35.23
Built-up  Area,Ready To Move,Malleshwaram,3 BHK,3,2,275
Built-up  Area,Ready To Move,Harohalli,2 BHK,2,2,52
Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,3,3,80
Super built-up  Area,Ready To Move,Anekal,2 BHK,1,1,21
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,2,2,47
Built-up  Area,Ready To Move,Munnekollal,2 BHK,2,2,40
Super built-up  Area,Ready To Move,Hennur,2 BHK,2,2,54.5
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2,3,63
Built-up  Area,Ready To Move,Giri Nagar,1 Bedroom,1,1,125
Super built-up  Area,19-?.?.,Hebbal,4 BHK,5,2,192
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,2,1,60
Super built-up  Area,Ready To Move,Hormavu,2 BHK,2,2,65
Super built-up  Area,Ready To Move,Kothanur,2 BHK,2,1,70
Super built-up  Area,Ready To Move,Ittamadu,3 BHK,3,2,100
Built-up  Area,Ready To Move,Electronic City,2 BHK,2,1,55
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,2,2,50
Super built-up  Area,19-?.?.,Kanakpura Road,2 BHK,2,2,105
Built-up  Area,Ready To Move,Dollars Colony,4 BHK,3,2,280
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,3,3,115
Super built-up  Area,19-?.?.,Chandapura,3 BHK,2,2,30.47
Super built-up  Area,Ready To Move,Stage-4 Bommanahalli,3 BHK,2,,69
Super built-up  Area,18-?.?.,Gunjur Palya,2 BHK,2,2,52.76
Super built-up  Area,Ready To Move,3rd Block Koramangala,3 BHK,3,1,270
Super built-up  Area,Ready To Move,2nd Phase JP Nagar,2 BHK,2,1,42.5
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,3,2,110
Super built-up  Area,20-?.?.,1st Block Jayanagar,4 BHK,4,2,368
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,2,2,52
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,3,3,138
Built-up  Area,Ready To Move,Hulimavu,2 Bedroom,2,2,125
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,2,1,36.28
Built-up  Area,21-?.?.,"Electronic city phase 1, ",2 BHK,2,1,39
Super built-up  Area,Ready To Move,LB Shastri Nagar,2 BHK,2,1,62
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,2,126
Super built-up  Area,18-??.?.,Thanisandra,3 BHK,3,2,100
Plot  Area,Ready To Move,Hosa Road,5 Bedroom,5,0,55
Super built-up  Area,21-?.?.,Kanakpura Road,2 BHK,2,2,41
Built-up  Area,Ready To Move,Jakkur Plantation,4 BHK,4,3,320
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,3,2,120
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,2,2,45
Super built-up  Area,21-?.?.,Kanakpura Road,3 BHK,3,1,64
Super built-up  Area,Ready To Move,Lavakusha Nagar,3 BHK,3,2,65
Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,2,2,135
Super built-up  Area,Ready To Move,Jigani,3 BHK,3,3,55
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,2,1,57
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,3,2,106
Super built-up  Area,Ready To Move,Kuvempu Nagar,3 BHK,3,2,150
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,2,1,44.5
Super built-up  Area,21-?.?.,Electronic City,1 BHK,1,1,40.42
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,2,1,38
Built-up  Area,Ready To Move,Sri Balaji Krupa Layout,4 Bedroom,4,0,270
Plot  Area,Ready To Move,Domlur Layout,2 Bedroom,2,2,160
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,2,0,48
Built-up  Area,Ready To Move,Kaggadasapura,5 Bedroom,4,3,130
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,3,1,104
Plot  Area,Ready To Move,Vasanth nagar,4 Bedroom,4,0,150
Plot  Area,Ready To Move,Kammasandra,4 Bedroom,6,3,60
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,2,2,70
Built-up  Area,Ready To Move,Hennur Road,3 BHK,2,1,78
Super built-up  Area,18-??.?.,8th Phase JP Nagar,2 BHK,2,1,59
Built-up  Area,19-?.?.,Hennur Road,4 Bedroom,4,0,154
Super built-up  Area,20-?.?.,Frazer Town,3 BHK,3,3,350
Built-up  Area,18-??.?.,Anathanagar,2 BHK,2,2,45
Plot  Area,Ready To Move,Vishveshwarya Layout,4 Bedroom,4,2,95
Super built-up  Area,19-?.?.,Bannerghatta Road,3 BHK,3,2,105
Super built-up  Area,Ready To Move,Basavanapura,2 BHK,2,1,65
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,2,1,43
Super built-up  Area,Ready To Move,vinayakanagar,7 BHK,5,2,200
Built-up  Area,Ready To Move,St. John's Road,4 BHK,4,2,630
Built-up  Area,Ready To Move,Uttarahalli,4 Bedroom,4,0,150
Plot  Area,Ready To Move,Jaraganahalli Jp Nagar Post,4 Bedroom,4,3,65
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,2,2,75
Plot  Area,Ready To Move,adigondanhalli,2 Bedroom,1,0,42
Plot  Area,Immediate Possession,Yelahanka,,,,12.75
Super built-up  Area,18-?.?.,Hennur Road,2 BHK,2,1,69.61
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,3,2,94.36
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,2,2,88
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2,1,68
Super built-up  Area,Ready To Move,Varthur,2 BHK,2,2,39
Super built-up  Area,18-??.?.,Electronic City,2 BHK,2,1,29.95
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,2,1,45
Super built-up  Area,19-?.?.,Yelahanka,3 BHK,3,2,71.28
Super built-up  Area,18-?.?.,Horamavu Agara,2 BHK,2,1,37.29
Built-up  Area,Ready To Move,Electronic City,2 BHK,2,2,24
Super built-up  Area,Ready To Move,5th Phase JP Nagar,5 BHK,5,2,170
Plot  Area,Ready To Move,Rajaji Nagar,4 Bedroom,4,1,230
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,6,,190
Super built-up  Area,Ready To Move,Whitefield,3 BHK,3,1,58
Plot  Area,Ready To Move,Dommasandra,3 Bedroom,3,1,75
Super built-up  Area,Ready To Move,EPIP Zone,4 BHK,5,2,170
Super built-up  Area,Ready To Move,Chandapura,3 BHK,2,2,38
Super built-up  Area,Ready To Move,Hennur,2 BHK,2,1,52.32
Built-up  Area,Ready To Move,EPIP Zone,2 BHK,2,2,65
Built-up  Area,Ready To Move,"Whitefield, ",2 BHK,2,1,58
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,2,2,45
Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,2,3,68
Super built-up  Area,20-??.?.,Budigere,3 BHK,3,0,76.16
Super built-up  Area,Ready To Move,Thyagaraja Nagar,7 BHK,6,3,180
Plot  Area,Ready To Move,Brookefield,4 Bedroom,3,2,149
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,3,,126
Super built-up  Area,Ready To Move,Off Bannergatta Road,3 BHK,3,2,87
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,3,,103
Plot  Area,18-?.?.,Channasandra,3 Bedroom,3,1,67.77
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,2,3,50
Built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,4,2,225
Built-up  Area,Ready To Move,Hulimavu,3 BHK,2,2,65
Super built-up  Area,18-?.?.,Bhoganhalli,3 BHK,3,2,84.53
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,3,3,180
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2,1,110
Built-up  Area,Ready To Move,Kammagondahalli,6 Bedroom,7,3,110
Super built-up  Area,Ready To Move,Kanakapura  Rod,3 BHK,2,1,45.68
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,2,1,70
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,2,1,130
Built-up  Area,Ready To Move,Thanisandra,4 BHK,4,2,129
Plot  Area,Ready To Move,Margondanahalli,3 Bedroom,3,1,70
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,2,1,78
Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,2,1,58
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,2,1,50
Super built-up  Area,Ready To Move,Kallumantapa,2 BHK,2,3,65
Super built-up  Area,Ready To Move,Gunjur,3 BHK,3,1,62.63
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,2,140
Super built-up  Area,18-?.?.,Hosa Road,2 BHK,2,1,32.67
Built-up  Area,Ready To Move,Byrathi Village,2 BHK,1,3,95
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,2,1,57
Plot  Area,Ready To Move,Thanisandra,8 Bedroom,9,3,125
Plot  Area,Ready To Move,Krishna Nagar,4 Bedroom,2,1,140
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,2,1,45
Super built-up  Area,Ready To Move,HBR Layout,2 BHK,2,1,43
Built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,1,2,31
Built-up  Area,Ready To Move,Kengeri,8 Bedroom,5,,130
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,3,2,66.73
Super built-up  Area,Ready To Move,Whitefield,2 BHK,2,1,41
Plot  Area,Ready To Move,Hoodi,8 Bedroom,8,,155
Super built-up  Area,Ready To Move,Banashankari,3 BHK,3,2,125
Super built-up  Area,18-?.?.,Ashok Nagar,4 BHK,5,2,2912
Built-up  Area,Ready To Move,Hormavu,3 BHK,3,0,68
Super built-up  Area,18-?.?.,Old Airport Road,4 BHK,4,3,204
Super built-up  Area,18-?.?.,Chandapura,2 BHK,2,2,25.88
Super built-up  Area,Ready To Move,Banashankari,3 BHK,2,2,42
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,2,2,38
Built-up  Area,Ready To Move,Nagarbhavi,2 Bedroom,3,0,170
Super built-up  Area,Ready To Move,Doddakallasandra,2 BHK,2,1,41
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,2,2,33.1
Super built-up  Area,Ready To Move,Harlur,3 BHK,3,2,85
Super built-up  Area,19-?.?.,Mysore Road,3 BHK,3,2,115
Built-up  Area,Ready To Move,Attibele,1 BHK,1,1,10
Super built-up  Area,18-?.?.,Bannerghatta Road,3 BHK,2,1,62.93
Super built-up  Area,Ready To Move,Naganathapura,3 BHK,3,1,68
Super built-up  Area,Ready To Move,Giri Nagar,6 BHK,3,0,175
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,2,2,93
Plot  Area,Ready To Move,Meenakunte,3 Bedroom,3,3,240
Super built-up  Area,Ready To Move,Hebbal,4 BHK,6,2,650
Built-up  Area,Ready To Move,Sonnenahalli,3 BHK,2,3,42
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2 BHK,2,2,38.5
Super built-up  Area,Ready To Move,Whitefield,4 BHK,6,,700
Super built-up  Area,Ready To Move, Devarachikkanahalli,3 BHK,3,1,71
Plot  Area,Ready To Move,Yelahanka,6 Bedroom,5,0,150
Super built-up  Area,Ready To Move,KR Puram,2 BHK,2,1,43
Super built-up  Area,18-?.?.,Electronic City Phase II,2 BHK,2,1,33.5
Built-up  Area,Ready To Move,"Sarjapur Road, ",3 BHK,3,2,139
Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,2,2,63
Super built-up  Area,19-?.?.,Richmond Road,3 BHK,3,1,630
Super built-up  Area,18-?.?.,Panathur,3 BHK,3,1,125
Super built-up  Area,18-?.?.,Rajaji Nagar,2 BHK,2,1,124
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,3,3,56.5
Super built-up  Area,18-?.?.,Hosa Road,3 BHK,3,1,107
Super built-up  Area,18-?.?.,Hosur Road,3 BHK,2,1,130
Built-up  Area,Ready To Move,Upadhyaya Layout,2 BHK,2,0,40
Built-up  Area,Ready To Move,Ashwath Nagar,2 BHK,2,3,65
Super built-up  Area,Ready To Move,Harlur,2 BHK,2,1,77
Super built-up  Area,18-?.?.,Varthur,2 BHK,1,1,19.9
Built-up  Area,Ready To Move,Kengeri,1 BHK,1,1,15
Built-up  Area,18-??.?.,Thanisandra,3 BHK,3,1,90
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,2,2,58
Built-up  Area,18-?.?.,Huskur,3 BHK,2,1,40.43
Super built-up  Area,Ready To Move,Agrahara Dasarahalli,1 BHK,1,0,65
Plot  Area,Ready To Move,Ittamadu,3 Bedroom,3,0,95
Built-up  Area,Ready To Move,Avalahalli,3 BHK,3,2,108
Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,2,1,56
Super built-up  Area,Ready To Move,Kambipura,2 BHK,2,1,39
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,3,3,100
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,2,2,70
Plot  Area,Ready To Move,Jigani,10 Bedroom,11,,105
Plot  Area,Ready To Move,Whitefield,4 Bedroom,4,,330
Super built-up  Area,Ready To Move,KR Puram,2 BHK,2,2,58
Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,2,1,54
Built-up  Area,Ready To Move,Hennur Road,2 BHK,2,1,80.3
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,2,1,41.18
Super built-up  Area,Ready To Move,Govindapura,2 BHK,2,1,88
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3 BHK,3,2,90
Super built-up  Area,Ready To Move,Lottegolla Halli,2 BHK,2,2,55
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,2,74.93
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,2,1,57
Built-up  Area,Ready To Move,Hosahalli Extension,5 Bedroom,5,2,240
Super built-up  Area,Ready To Move,Singasandra,2 BHK,2,2,67
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,2,2,46
Built-up  Area,Ready To Move,Munnekollal,10 Bedroom,10,3,200
Built-up  Area,Ready To Move,Jigani,3 BHK,3,2,58
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,3,0,73.95
Built-up  Area,Ready To Move,TC Palaya,3 Bedroom,3,1,76
Built-up  Area,Ready To Move,Rajiv Nagar,2 BHK,2,2,43
Built-up  Area,Ready To Move,3rd Phase JP Nagar,4 BHK,4,3,345
Super built-up  Area,Ready To Move,Bellandur,2 BHK,2,1,47.39
Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,3,2,81
Built-up  Area,Ready To Move,Byadarahalli,3 BHK,4,,316
Super built-up  Area,18-?.?.,Balagere,2 BHK,2,1,68
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,3,2,200
Super built-up  Area,Ready To Move,Whitefield,2 BHK,2,2,85
Super built-up  Area,Ready To Move,Telecom Layout,2 BHK,2,1,54
Super built-up  Area,18-?.?.,Horamavu Agara,2 BHK,2,1,42.28
Super built-up  Area,18-??.?.,Ramamurthy Nagar,2 BHK,2,2,40
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,2,2,46
Super built-up  Area,Ready To Move,Hennur Gardens,2 BHK,2,1,115
Super built-up  Area,19-??.?.,Old Madras Road,2 BHK,2,2,47.32
Super built-up  Area,Ready To Move,RPC layout,6 BHK,6,3,150
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,2,2,105
Built-up  Area,Ready To Move,Tindlu,3 BHK,3,1,65
Plot  Area,Ready To Move,Magadi Road,5 Bedroom,4,1,130
Super built-up  Area,20-?.?.,Judicial Layout,2 BHK,2,1,40
Super built-up  Area,Ready To Move,Kodipalya,1 BHK,1,1,17
Plot  Area,Ready To Move,Vishwapriya Nagar,3 Bedroom,3,1,80
Built-up  Area,Ready To Move,ISRO Layout,2 BHK,2,3,43
Super built-up  Area,Ready To Move,Talaghattapura,2 BHK,2,1,42.48
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,2,1,51
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,2,1,44
Plot  Area,Ready To Move,Postal Colony,3 Bedroom,2,1,200
Built-up  Area,Ready To Move,ISRO Layout,4 Bedroom,4,,180
Super built-up  Area,Ready To Move,Kadabagere,2 BHK,2,2,13.5
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,2,2,78
Super built-up  Area,Ready To Move,Channasandra,3 BHK,2,1,56
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,5,1,150
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,2,1,42
Super built-up  Area,18-?.?.,Hennur Road,3 BHK,3,0,75.99
Plot  Area,Ready To Move,Kammanahalli,6 Bedroom,4,2,85
Built-up  Area,18-?.?.,Sonnenahalli,2 BHK,2,1,59
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,2,1,102
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,2,1,69
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2 BHK,2,1,36
Plot  Area,18-?.?.,Attibele,3 Bedroom,3,,110
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2,2,45
Plot  Area,Ready To Move,1st Block HRBR Layout,3 Bedroom,4,2,125
Plot  Area,18-??.?.,Bannerghatta,4 Bedroom,4,2,45
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,3,2,140
Built-up  Area,Ready To Move,TC Palaya,2 BHK,2,2,64
Plot  Area,Ready To Move,LB Shastri Nagar,8 Bedroom,8,1,250
Super built-up  Area,19-?.?.,Anwar Layout,1 BHK,1,0,28
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,4 Bedroom,4,1,160
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,3,3,77.99
Built-up  Area,Ready To Move,Kudlu Gate,4 Bedroom,6,0,205
Built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,2,1,46
Plot  Area,Ready To Move,Bileshivale,6 Bedroom,7,2,107
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,2,0,25
Super built-up  Area,Ready To Move,Battarahalli,4 BHK,3,1,65
Super built-up  Area,Ready To Move,Old Airport Road,3 BHK,3,,150
Built-up  Area,Ready To Move,Dodda Nekkundi Extension,3 BHK,3,2,120
Super built-up  Area,Ready To Move,Whitefield,2 BHK,2,1,51.91
Super built-up  Area,Ready To Move,Kengeri,1 BHK,1,1,25
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,2,1,70
Super built-up  Area,18-?.?.,Ananth Nagar,2 BHK,2,2,24.8
Built-up  Area,Ready To Move,Jakkasandra Extension,2 BHK,2,3,57
Plot  Area,Ready To Move,R.T. Nagar,4 Bedroom,4,3,185
Super built-up  Area,Ready To Move,Bellandur,2 BHK,2,1,62
Built-up  Area,Ready To Move,GM Palaya,3 BHK,3,2,70
Built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,3,3,172
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,2,2,56
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,2,3,102
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,3,2,115
Built-up  Area,Ready To Move,Singapura Village,2 BHK,2,1,45
Built-up  Area,Ready To Move,Chandapura,4 Bedroom,4,2,135
Super built-up  Area,18-??.?.,Whitefield,2 BHK,2,1,77
Super built-up  Area,18-?.?.,Nallurhalli,2 BHK,2,1,62
Super built-up  Area,Ready To Move,Whitefield,3 BHK,3,2,140
Super built-up  Area,Ready To Move,Puttanahalli,4 BHK,3,3,87
Super built-up  Area,Ready To Move,Banashankari,3 BHK,3,2,205
Plot  Area,Ready To Move,Chandra Layout,3 Bedroom,2,0,190
Super built-up  Area,Ready To Move,Jakkur,3 BHK,4,2,110
Super built-up  Area,Ready To Move,Hennur,2 BHK,2,2,52.35
Super built-up  Area,21-?.?.,Kanakpura Road,2 BHK,2,1,36
Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,2,2,46
Built-up  Area,18-?.?.,Electronic City Phase II,2 BHK,2,1,29.6
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,4,2,247
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,2,2,59.6
Plot  Area,Ready To Move,Akshaya Vana,4 Bedroom,4,2,165
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,2,140
Super built-up  Area,Ready To Move,Kaikondrahalli,2 BHK,2,1,78
Super built-up  Area,Ready To Move,Kamakya Layout,4 BHK,3,1,108
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,5,3,716
Super built-up  Area,18-?.?.,Jalahalli,2 BHK,2,2,88
Plot  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,4,1,75
Super built-up  Area,18-?.?.,Kengeri Satellite Town,2 BHK,2,1,28.57
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,2,1,38
Super built-up  Area,18-?.?.,Kengeri Satellite Town,3 BHK,2,2,33.34
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,3,2,71
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,2,1,39.33
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,3,2,230
Super built-up  Area,18-?.?.,Hosa Road,3 BHK,2,2,84.22
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,2,1,50.66
Super built-up  Area,Ready To Move,Harlur,3 BHK,3,2,125
Plot  Area,Ready To Move,BTM 1st Stage,6 Bedroom,6,2,80
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,3,1,84
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,3,2,170
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,3,2,85
Super built-up  Area,Ready To Move,Electronic City,3 BHK,3,3,63.43
Super built-up  Area,18-??.?.,Bommasandra Industrial Area,3 BHK,3,1,52.81
Plot  Area,Ready To Move,"MEI layout, Bagalgunte",3 Bedroom,2,0,90
