Sex,Education Level,Renew,Online Activity,Marital Status,Monthly Income,Months with Company,Brand Loyalty,Location Code,City,Years after high school graduation
Female,Graduate School,Yes,4.900782122150353,Divorced,3764.152069491521,41.0,,Suburban,New Castle,28.0
Female,College,Yes,7.066367964074722,Divorced,4618.211670996839,18.0,0.5841318810235263,Urban,Manchester,30.0
Male,Graduate School,Yes,7.570897867931611,Single,6189.473613190876,34.0,0.9282141524469907,Urban,London,23.0
Female,Graduate School,Yes,6.546517285531734,Divorced,5239.329777126863,61.0,-0.1578225505388923,Urban,Manchester,42.0
Male,College,No,4.0864747751843815,Married,5673.43081318107,65.0,0.07088523680788872,Urban,Manchester,38.0
Female,College,Yes,7.343553149032103,Single,5768.609779590999,47.0,0.3728502644059336,Urban,Manchester,39.0
Male,Graduate School,,4.8061226933161585,Married,5190.855206376273,68.0,-0.030895977793430868,Rural,London,40.0
Male,High School,Yes,6.367850706148132,Divorced,5586.386764481069,55.0,-0.03117965562958583,Urban,New Castle,40.0
Male,College,Yes,7.354300083534156,Single,4289.67834593402,47.0,-0.0796939248857526,Suburban,New Castle,40.0
Female,High School,Yes,3.236853030980282,Single,2560.915743454617,57.0,-1.2692760957498892,Urban,Manchester,33.0
Male,Graduate School,Yes,5.8690350230846455,Divorced,5346.762353879076,62.0,-0.14349035415915348,Urban,London,
Male,Graduate School,No,3.9035040557229927,Single,6273.99512944578,48.0,0.6004791352598732,Rural,New Castle,30.0
Male,College,Yes,4.747721445992184,Single,,67.0,-0.5090142410457168,Urban,Manchester,40.0
Female,College,Yes,5.109524581011906,Divorced,5997.702538889799,55.0,0.05189359581945263,Suburban,London,44.0
Male,Graduate School,Yes,4.946416243116156,Married,5696.230911900258,72.0,-0.4829135850313152,Urban,London,36.0
Female,High School,Yes,4.686925191657072,Single,5377.377059431253,47.0,0.013360037452555318,Suburban,New Castle,35.0
Female,High School,Yes,5.046428327568654,Married,6996.692456439115,44.0,0.5253920975348484,Urban,London,31.0
Female,College,Yes,8.755249072311315,Divorced,5352.581573307936,45.0,0.18766465074556582,Urban,New Castle,49.0
Female,College,Yes,5.055420756658981,Single,3683.296780901405,34.0,-0.3517027731444172,Suburban,London,20.0
,Graduate School,No,4.47375385808107,Divorced,3537.332215176197,71.0,-0.12259158560669652,Rural,Manchester,33.0
Female,College,No,5.3599608501807,Married,3531.7777832150923,69.0,0.6131242141839724,Rural,Manchester,28.0
Female,Graduate School,Yes,5.44397063549541,Divorced,4568.426924713359,63.0,-0.49599842069714156,Urban,Manchester,33.0
Male,College,Yes,6.190812280558547,Single,4081.1573186394035,31.0,0.011808413718283284,Urban,Manchester,21.0
Male,High School,No,3.515140616456976,Single,6836.3143189552575,45.0,0.7110575494247828,Rural,London,56.0
Male,Graduate School,Yes,5.65946604571245,Single,3873.949233838665,,0.016953542453947895,Suburban,London,19.0
Female,High School,Yes,3.836017060357814,Single,4073.5925043663397,56.0,-0.6049450497279939,Urban,London,37.0
Male,High School,No,5.336334438156761,Divorced,4692.2517475643,48.0,0.28605995423109254,Rural,New Castle,26.0
Female,College,No,4.252414422811719,Married,4190.403394750823,101.0,-0.37287182459753726,Rural,Manchester,41.0
Male,Graduate School,No,3.3816671516631995,Married,5253.411555304559,57.0,0.7364213972666156,Suburban,London,45.0
Male,College,Yes,5.72050117890724,Divorced,3154.573055295942,36.0,-0.3180589613716147,Rural,New Castle,34.0
Male,High School,Yes,7.8366511162555765,Divorced,6142.593643829829,60.0,0.08116695605359292,Suburban,London,27.0
Male,Graduate School,No,2.7091319133551544,Married,6299.413218495575,73.0,-0.3634000569108455,Rural,Manchester,42.0
Male,College,Yes,4.592863069940539,Married,2899.526848289044,32.0,-0.37098448652655325,Rural,Manchester,41.0
Female,College,Yes,6.209341124079473,Single,5483.151182623312,32.0,0.3989058990902773,Urban,Manchester,34.0
Female,High School,No,5.100062272345508,Married,3943.3710740651477,109.0,-0.4099782442307066,,Manchester,38.0
Female,High School,No,1.7733005842087057,Married,5928.237284726104,35.0,0.5388558743664646,Rural,London,38.0
Female,High School,Yes,6.41310239763928,Divorced,5452.05846744413,55.0,-0.08995106585766573,Suburban,Manchester,37.0
Male,Graduate School,Yes,4.804086395873851,Married,4278.457852223532,65.0,-0.5870601573350329,Suburban,New Castle,24.0
Male,High School,No,5.71510697989497,Married,5857.8519524866515,48.0,0.42466626003573626,Suburban,London,24.0
Female,College,No,5.426584070019474,Married,4252.449496643925,32.0,0.20312604667586714,Rural,Manchester,45.0
Female,College,No,4.719400559989493,Married,3350.7602304309207,59.0,-0.33975309165954065,Rural,London,43.0
Female,Graduate School,No,4.979931326170117,Married,5036.388638619357,60.0,-0.031504667722553614,Rural,Manchester,39.0
,High School,Yes,5.952320521080669,Divorced,3614.9701779685374,15.0,0.16198212509856158,Suburban,New Castle,45.0
Male,Graduate School,Yes,7.522818624311091,Divorced,6348.464286551017,67.0,0.17595644558764983,Suburban,Manchester,26.0
Male,Graduate School,Yes,6.0581698609286505,Divorced,4097.997224438898,27.0,-0.05377557580983436,Rural,New Castle,37.0
Female,College,Yes,4.818342537685142,Married,5543.347200773096,59.0,-0.1265159953879279,Urban,Manchester,33.0
Male,Graduate School,Yes,5.55266135654261,Single,3807.41665349086,38.0,-0.3273706379546022,Urban,Manchester,35.0
Female,High School,No,3.3481753971334682,Married,4699.381351744672,24.0,1.2268988087104857,Rural,New Castle,28.0
Male,College,Yes,4.36830886709244,Divorced,1899.2155311071574,39.0,,Urban,New Castle,28.0
Female,High School,No,5.77580192051919,Married,4624.320829751862,63.0,0.6739962809008815,Rural,Manchester,27.0
Female,High School,No,4.809050199598732,Single,5263.4346140602265,87.0,-0.5314395964237617,Rural,New Castle,27.0
Male,High School,Yes,5.2508311719400576,Divorced,3802.772231257358,56.0,-0.641694366315563,Urban,London,23.0
Male,High School,Yes,6.717355130796177,Divorced,4249.010806601199,38.0,0.000492296578354201,Urban,New Castle,42.0
Male,Graduate School,No,4.980512784480069,Married,4396.649919958838,71.0,0.4518917191409485,Suburban,London,36.0
Female,High School,No,5.072750577015733,Married,5984.170225797609,65.0,-0.2040367629342538,Rural,Manchester,27.0
,High School,Yes,6.831756976821382,Divorced,4749.293535727181,41.0,-0.08376715521248627,,New Castle,36.0
Male,Graduate School,Yes,5.349132661076205,Married,4979.067076814431,60.0,-0.4174928834881373,Urban,New Castle,27.0
Male,High School,No,5.665478822409663,Single,4418.333292261937,66.0,0.30141959725987977,Rural,Manchester,37.0
Female,College,No,4.524558220244953,Single,4698.673608178031,41.0,0.5258808655642075,Rural,London,34.0
Female,Graduate School,No,4.7429203630035675,Single,4149.899321962049,66.0,0.2650423305986164,Rural,New Castle,28.0
Male,College,Yes,7.656750281713672,Single,4466.728450736969,37.0,0.13940956478971772,Urban,New Castle,27.0
Female,Graduate School,No,3.3727364071463217,Married,5135.0337096626845,77.0,-0.15529539912499435,Urban,Manchester,27.0
Female,High School,Yes,5.539588164696877,Single,,58.0,-0.5490747201225642,Suburban,Manchester,28.0
Male,Graduate School,Yes,4.7469893229203235,Married,3790.1006911434497,21.0,0.012827237685393122,Urban,Manchester,25.0
Female,Graduate School,Yes,7.663689129767951,Divorced,5429.39406188952,41.0,0.32897855495323747,Urban,Manchester,34.0
Male,High School,No,,Married,5325.318164853753,35.0,-0.08697741650432343,Rural,Manchester,
Male,College,No,5.805520707835091,Single,4709.491221877405,55.0,0.40501485866589193,Suburban,New Castle,37.0
Female,College,No,5.256121912561955,Married,4195.328526229612,55.0,-0.8862022131298453,Rural,London,38.0
Female,College,,5.318870101257474,Married,4464.400835893896,97.0,0.12152994382192539,Rural,Manchester,38.0
Female,High School,No,2.910574638504551,Married,5616.875537675477,55.0,-0.25228103823732156,,London,32.0
Female,High School,No,4.327918588158896,Single,5509.546003073445,48.0,0.42806989374124216,Rural,New Castle,38.0
Male,Graduate School,No,5.919112857397279,Single,4741.711759550795,65.0,-0.29546816456791447,Rural,New Castle,33.0
Female,College,No,3.5255858677039145,Single,6209.262235963589,30.0,-0.10070874125680852,Rural,London,34.0
Female,College,Yes,4.670485188543568,Single,2568.4019726628667,30.0,-0.5167859102989482,Urban,New Castle,33.0
Male,Graduate School,Yes,6.67402088537648,,4336.739998129152,29.0,0.13917631589682883,Suburban,Manchester,48.0
Female,College,No,2.2547494444599447,Married,5808.591722146062,56.0,0.5037177885396373,Rural,London,47.0
Female,College,Yes,6.956855335568735,Divorced,5166.764290019513,27.0,0.6277415092405148,Suburban,London,41.0
Female,College,Yes,5.373486273399268,Divorced,6046.4341773365595,69.0,-0.3237653682211191,Urban,Manchester,40.0
Female,College,Yes,6.408538831107238,Single,4692.301413820778,41.0,-0.007811295909090965,Suburban,London,41.0
Male,College,No,5.893330937044596,Married,3270.914415481415,82.0,-0.3909128299676867,Suburban,New Castle,25.0
Female,College,No,3.8062779490259784,Divorced,4537.106736312241,28.0,0.09390103172726405,Suburban,Manchester,29.0
Female,Graduate School,Yes,4.61914639622385,Divorced,4178.296531510454,60.0,-0.5413185340793177,Suburban,Manchester,
Male,Graduate School,No,7.023594974579672,Married,2282.231520341019,88.0,0.040722914763849316,Suburban,New Castle,34.0
Female,College,No,5.565542411365252,Divorced,4357.502276158553,76.0,-0.06013293189484456,Suburban,London,25.0
Female,Graduate School,Yes,5.34344050489023,Divorced,5636.542464097179,55.0,-0.15545465448148332,Suburban,New Castle,30.0
Male,Graduate School,,5.432503965236402,Divorced,4811.0013076647765,48.0,-0.14026451921850178,Urban,Manchester,17.0
Male,College,No,3.757590924320146,Divorced,,56.0,0.6200101063232949,Rural,Manchester,38.0
Male,Graduate School,No,5.870753432725147,Divorced,3523.1624998551915,59.0,-0.42983767036715526,Rural,Manchester,25.0
Female,Graduate School,Yes,5.721422039749338,Single,5119.447175077159,46.0,0.056583615549055,Suburban,London,12.0
Female,,No,5.558254886796101,Single,3833.589536177567,54.0,-0.15277698396148384,Urban,New Castle,
Female,High School,Yes,6.387514117675021,Divorced,4047.789828798497,23.0,0.19422956572125422,Urban,,40.0
Female,High School,Yes,6.824774417142054,,3228.7878758982533,35.0,-0.3677211282076468,Rural,Manchester,39.0
Female,Graduate School,Yes,6.612580254534727,Single,6634.594823234032,56.0,0.2361860077895403,Urban,New Castle,26.0
Female,Graduate School,No,4.634320214029264,Single,3412.810334322823,61.0,-0.37038664426545304,Rural,London,22.0
Male,Graduate School,No,4.538269482804327,Divorced,5482.838407517645,58.0,-0.32276241939896133,Suburban,New Castle,15.0
Female,Graduate School,No,3.923031091679286,Single,4802.6384832820895,89.0,-0.3534512478202998,Rural,London,41.0
Male,,No,5.252707184511234,Single,4739.177980341574,44.0,0.3966427032941541,Rural,London,34.0
Female,Graduate School,No,4.832442014121212,Married,4621.655057495526,49.0,0.22859006062336024,Urban,London,20.0
Male,College,No,5.425876135890901,Single,4090.0368366660105,70.0,0.18903516561105826,Suburban,New Castle,30.0
Female,Graduate School,Yes,6.150306744188093,Married,4901.155466659225,43.0,0.14781476918548214,Urban,Manchester,37.0
Female,High School,No,4.730805015885911,Single,6394.12677930452,68.0,-0.09750428114630154,Rural,London,37.0
Male,High School,No,5.335886755243377,Divorced,,65.0,-0.6564525065391547,Rural,London,19.0
Male,Graduate School,Yes,5.131257359928855,Divorced,3656.498364072161,20.0,0.3802389963520759,Urban,London,49.0
Male,College,Yes,4.391363058547367,Single,5606.329263936279,64.0,-0.19670052488909484,Suburban,London,25.0
Female,High School,No,4.937863998839987,Divorced,5358.949929195787,77.0,0.1812244845588603,Urban,Manchester,35.0
Female,Graduate School,Yes,6.191003154407792,Divorced,4456.885994159748,51.0,,Suburban,London,23.0
Female,Graduate School,Yes,6.476669546210205,Married,5502.727574556022,48.0,0.057549203311931585,Urban,Manchester,35.0
Male,Graduate School,Yes,9.130744772501902,Married,6859.560739048162,50.0,0.8027825146553331,Urban,London,40.0
Female,High School,Yes,7.216714454947766,Divorced,6325.797633353153,47.0,0.7295258720278431,Rural,London,39.0
Male,High School,Yes,7.7855220660060365,Divorced,6148.004287852993,51.0,0.33892111842402906,Urban,Manchester,48.0
Male,High School,No,4.454855135068385,Married,4105.172261204455,54.0,0.37752803352540465,Rural,Manchester,24.0
Male,High School,No,4.73121937031193,Married,3500.5873599662737,43.0,1.1164933645055164,Rural,Manchester,33.0
Female,Graduate School,No,3.6268214192056316,Divorced,6176.03328568857,38.0,0.11092361989875832,Rural,London,38.0
Male,High School,No,5.610179504700548,Married,4192.512014589864,82.0,-0.4253576514596089,Urban,New Castle,33.0
Male,Graduate School,Yes,7.37326879886328,Divorced,3632.046728756004,41.0,-0.15210985014275424,Urban,,41.0
Male,High School,Yes,7.7561737721788235,Single,5464.167317222033,73.0,-0.28298376413515575,Urban,Manchester,31.0
Female,Graduate School,No,6.606420911090536,Single,3605.12448663579,67.0,-0.2453445679525225,Suburban,Manchester,28.0
Female,Graduate School,Yes,4.216399479151373,Divorced,4448.411986684807,34.0,-0.18372535255370798,Suburban,Manchester,35.0
Female,Graduate School,,5.551521364388394,Single,4630.011309862761,46.0,-0.4124783478101905,Urban,Manchester,21.0
Male,Graduate School,Yes,7.354416109669415,Divorced,6125.352798891531,38.0,0.5413909107732269,Suburban,Manchester,18.0
Male,Graduate School,No,4.348983985855571,Single,4761.4441679473775,54.0,0.6862370894346818,Suburban,New Castle,25.0
Female,Graduate School,Yes,6.79564977849286,Divorced,4806.040193998037,47.0,0.050227976156791865,Urban,Manchester,25.0
,Graduate School,Yes,6.147395590957896,Single,5446.415974663732,30.0,0.46473051152981193,Urban,Manchester,35.0
Female,College,Yes,7.546543517991811,Divorced,6262.334825357264,27.0,0.7751218382948235,Suburban,London,26.0
Female,Graduate School,Yes,7.549965735411197,Divorced,5312.744486343794,41.0,0.19116443903417007,Urban,London,50.0
Female,High School,Yes,6.37920631814232,Divorced,4843.536041943031,67.0,-0.48003653693824017,Rural,Manchester,42.0
Female,Graduate School,No,2.3211280445107367,Divorced,6834.800167043112,75.0,0.1732847582874673,Urban,New Castle,28.0
Male,Graduate School,No,4.313374757999967,Married,6962.165405192482,49.0,-0.2988314541024787,Rural,London,32.0
Male,College,Yes,5.5082378376579175,Married,3718.9039567990685,45.0,-0.5146947236961056,Suburban,New Castle,40.0
Female,Graduate School,No,4.418979934309231,Divorced,4298.964488018941,61.0,0.19365423135249005,Rural,London,45.0
Female,College,Yes,7.276926831809435,Divorced,6809.783012953913,73.0,-0.016946790446256077,Urban,Manchester,38.0
Female,College,No,3.000355209397795,,5195.4236320687205,0.0,1.0568012192554705,Suburban,Manchester,51.0
Male,College,Yes,7.760213558956891,Single,4289.150013075053,42.0,-0.20945484839754408,,Manchester,39.0
Male,College,,6.878957090854309,Divorced,3431.2705868168237,83.0,-1.0308361251618194,Urban,London,28.0
Male,College,No,5.260579643224824,Married,5077.147575185353,19.0,0.6075593667730902,Urban,Manchester,30.0
Male,High School,Yes,6.865058713458821,Divorced,3766.7963501156632,42.0,-0.25823203980287224,Urban,London,33.0
Female,Graduate School,No,6.131763525462353,Married,4064.712000342844,61.0,-0.07089432759489023,Rural,New Castle,21.0
Male,Graduate School,Yes,6.504883469089501,Married,2592.731880089186,8.0,0.1521214172613794,Urban,London,22.0
Male,College,No,4.769871808176466,Married,5353.992923986039,,-0.17187264426878288,Suburban,New Castle,39.0
Female,High School,No,2.667639553259364,Divorced,5865.15119453731,18.0,1.1967126152542298,Suburban,Manchester,29.0
Male,Graduate School,No,4.279144924901749,Single,3434.386828161634,41.0,0.9602751034592196,Suburban,Manchester,34.0
Female,High School,Yes,6.312599501268308,Single,5160.628616608288,58.0,-0.21129201868346015,Urban,London,29.0
Male,College,No,3.026886902704378,Married,4845.225243668614,55.0,0.6768759554009319,Rural,London,35.0
Male,College,Yes,5.468998606578166,Divorced,5529.150251155244,33.0,0.2898381855228471,Urban,New Castle,47.0
Female,High School,Yes,,Single,5701.070024560153,58.0,0.04239387797574176,Urban,Manchester,27.0
Female,College,No,4.238272591532951,Divorced,5983.985307378792,82.0,-0.37492415827160386,Suburban,Manchester,32.0
Male,High School,No,5.127571399940479,Single,4540.216952476656,59.0,-0.20397825495954403,Suburban,Manchester,38.0
Male,High School,No,5.108461107703551,Married,5182.461734442874,69.0,-0.2056470394095163,Rural,London,36.0
Female,High School,Yes,7.240507069715122,Single,6496.842793180431,46.0,0.5349581596770738,Suburban,New Castle,33.0
Female,High School,Yes,4.79220169925903,Divorced,3506.472665822502,43.0,-0.7214806455937556,Suburban,Manchester,30.0
Male,College,Yes,3.9094484089115618,Divorced,3383.737224127471,27.0,-0.3220370545064849,Suburban,London,23.0
Female,High School,Yes,7.232208502336543,Divorced,3862.170925177862,42.0,-0.35345953322375834,Urban,New Castle,33.0
,College,Yes,5.666324174137616,Single,4947.389494890684,23.0,0.49532062528552423,Suburban,Manchester,37.0
Female,College,No,4.783633333591966,Single,5016.301540209323,25.0,-0.127814628658575,Rural,,28.0
Male,High School,No,3.9478234586497782,Divorced,6405.342559030412,85.0,-0.7184961917731622,Suburban,New Castle,39.0
