Marital Status,Education Level,Brand Loyalty,Online Activity,Years after high school graduation,Sex,Renew,Annual Income,Location Code,Years with Company,City
Divorced,College,0.06912611289188819,4.783303094402584,22.0,Male,Yes,66933.48238101783,Urban,5.0,Manchester
Married,High School,0.16871644774332473,5.732996356917388,25.0,Female,Yes,62750.95315176252,Urban,4.0,
Divorced,High School,-0.19179568442471567,4.54718556699526,45.0,Female,No,54484.822102517,Rural,2.0,Manchester
Divorced,Graduate School,0.30393992576555384,7.164404956076279,16.0,Female,No,,Suburban,3.0,New Castle
Married,College,0.4432219482981364,4.205830324950008,39.0,Female,No,45848.748948691544,Rural,5.0,Manchester
Divorced,College,0.4185471516013282,6.62864485362114,35.0,Female,Yes,69377.45157183225,Suburban,5.0,New Castle
Single,High School,-0.18929905383178752,6.087143163076713,31.0,Male,Yes,52543.289907529725,Suburban,1.0,Manchester
Divorced,Graduate School,-0.13186817925262576,6.189363485198709,30.0,,Yes,53315.09557026014,Rural,7.0,New Castle
Married,High School,0.13648653853782736,5.771815921864658,42.0,Female,No,42499.00467228084,Suburban,4.0,New Castle
Married,College,-0.02144041087104695,5.909118542099647,27.0,Male,Yes,41607.78777939384,Suburban,4.0,Manchester
Divorced,College,-0.44823635997162514,5.313640291792884,27.0,Female,Yes,63994.981952730726,Urban,3.0,London
Single,High School,1.1372174111982087,5.682982026783382,30.0,Female,Yes,56625.29437563136,Urban,5.0,Manchester
Married,High School,-0.07133475453738322,4.422393113340313,33.0,Female,No,46505.21905499937,Urban,3.0,New Castle
Single,College,-0.39691701514039157,4.937668287470766,24.0,Male,Yes,63004.025256363835,Suburban,3.0,London
Single,Graduate School,-0.23704495290175037,5.301782229848648,31.0,Male,Yes,41880.59775025929,Urban,4.0,Manchester
Divorced,College,-0.5959508588815869,6.253368862058084,39.0,Female,No,51859.715696625135,Rural,4.0,London
Divorced,Graduate School,0.5099765646611444,5.043612208938973,21.0,Female,Yes,50543.82569071848,Rural,6.0,New Castle
Single,High School,-0.09994475147195911,4.720070616017464,44.0,Male,,58929.731585883674,Rural,6.0,
Married,High School,0.7462863508098613,3.8597993251094556,30.0,Female,No,50842.94495317315,Suburban,5.0,London
Married,College,0.6178393297877668,6.812427458846775,18.0,Female,No,55282.80813707918,Rural,2.0,New Castle
Married,College,-0.3117475429280639,4.73744458853929,21.0,Female,Yes,71795.83868339573,Suburban,4.0,New Castle
Divorced,Graduate School,-0.1136633009892821,2.484198289579941,14.0,Female,Yes,55823.43719280571,Urban,2.0,Manchester
Married,High School,-0.064940202565054,5.780546751176949,27.0,Female,Yes,38901.775049867545,Urban,5.0,Manchester
Divorced,Graduate School,0.8122048367022948,4.821741737479475,22.0,Female,Yes,48707.80179293172,Urban,5.0,New Castle
Divorced,College,0.39415911516344726,7.856611275154545,33.0,Male,No,51559.17032559785,Urban,5.0,London
Single,Graduate School,1.0467413315628562,3.8821005610371015,24.0,Male,Yes,57065.4242299932,Urban,3.0,London
Married,,0.20486655597920514,3.0838444272362597,44.0,Male,No,58184.30415466216,Rural,5.0,New Castle
Single,College,-1.4432667052741395,4.8428286546541885,19.0,Female,Yes,51030.64696462519,Urban,5.0,New Castle
Divorced,High School,-0.13408628844838338,2.4354782827047567,24.0,Male,Yes,59534.375264220165,Urban,4.0,New Castle
Single,High School,0.20569248943432628,5.107183068689096,24.0,Female,Yes,58119.10375667498,Urban,3.0,New Castle
Divorced,College,,5.868212395749433,23.0,Male,Yes,68658.64485543144,Urban,6.0,Manchester
Divorced,College,-0.3517511346376897,4.744976971065661,36.0,Male,No,66254.59796182044,Rural,5.0,London
Divorced,Graduate School,0.521296628191291,4.338693309136377,29.0,Female,Yes,33636.08721405703,Urban,4.0,New Castle
Divorced,Graduate School,0.2006976097959434,5.811819862816379,28.0,Male,Yes,71004.47304250098,Urban,3.0,London
Married,College,-0.1453264383284448,7.878352541328871,34.0,Female,Yes,52839.3336731103,Suburban,6.0,New Castle
Single,High School,1.309822695877098,7.240058103060075,29.0,Male,Yes,60323.93914758371,Suburban,6.0,London
Married,College,0.10472468254144213,4.817870016408866,22.0,Female,Yes,56318.6922676212,Rural,6.0,London
Divorced,College,-0.4573574612272827,7.669311612174541,41.0,Female,No,46871.127413084585,Rural,3.0,London
Single,Graduate School,-0.024054491381250445,7.470298638846344,35.0,Male,No,63652.411416998984,Suburban,5.0,New Castle
Divorced,High School,0.3060734490026862,5.747204406110656,20.0,Male,No,59633.290219790935,Suburban,6.0,London
Single,High School,0.703497527829874,6.19566799949422,22.0,Female,Yes,48450.90661748379,Urban,7.0,Manchester
Divorced,High School,-0.0818901658541456,7.617699970062581,33.0,Female,Yes,69892.836397524,Suburban,7.0,New Castle
Divorced,Graduate School,0.09864378402663551,4.90235361948248,39.0,Male,No,76165.64734467126,Urban,6.0,New Castle
Single,Graduate School,1.102007905675747,5.28691056997056,30.0,Male,Yes,43793.68523126865,Urban,5.0,New Castle
Single,Graduate School,-0.4789230574046901,5.090706897629218,14.0,Male,Yes,57131.02110575451,,5.0,London
Divorced,College,0.7169558978341253,,23.0,Female,Yes,66048.51297244619,Suburban,4.0,Manchester
Divorced,High School,0.09270866255065373,3.775082825666259,21.0,Female,Yes,59436.75739052719,Urban,6.0,London
Divorced,High School,0.1340291488358547,5.8436153775246575,15.0,Male,Yes,51424.785190506875,Urban,7.0,London
Single,High School,0.2756976102298394,5.298605959304021,,Male,Yes,54007.614161659134,Suburban,5.0,New Castle
Divorced,High School,0.5194706368328241,8.115834168555846,13.0,Male,No,52268.297694804554,,2.0,Manchester
Single,High School,-0.12115465052462768,4.694325553220148,21.0,Female,Yes,65319.00160400274,Urban,2.0,London
Married,High School,0.2641898999190595,4.2698118308076785,36.0,Female,No,71727.1227813466,Rural,2.0,London
Divorced,College,,4.348512761954599,28.0,Female,Yes,71165.06418409757,Suburban,5.0,London
Single,Graduate School,-0.23693002098329397,4.934255540543629,22.0,Female,Yes,60489.182584994705,Suburban,,Manchester
Divorced,College,0.40960752553479707,3.5656864249264264,8.0,Male,Yes,68852.94283686043,Urban,7.0,London
Married,High School,1.0202952303229844,4.418552687593355,27.0,Male,No,79265.6557278781,Rural,6.0,London
Single,College,-0.3140833250974717,6.973307530380197,32.0,Male,Yes,22758.092906149563,Urban,5.0,Manchester
Divorced,College,0.0905235374677975,7.048543148689553,32.0,Female,Yes,56184.49196818059,Urban,4.0,Manchester
Married,College,-0.47234224260093827,3.84291574859962,11.0,Male,Yes,53468.20595599997,Suburban,6.0,New Castle
Single,High School,0.28393301293628115,4.888468990916425,24.0,Female,Yes,62645.95917107737,Urban,7.0,New Castle
Married,Graduate School,0.8840790606377099,8.851167583329481,35.0,Male,Yes,49721.74485206938,Urban,5.0,New Castle
Single,Graduate School,-0.2406016551357697,6.759132447916212,29.0,Female,Yes,74845.94531103803,Urban,4.0,New Castle
Single,High School,0.1747864007407715,7.642524589203465,21.0,,Yes,43809.408342053845,Urban,4.0,London
Married,Graduate School,0.0418567850335352,5.091590611136859,32.0,Female,No,44818.02554570367,Suburban,4.0,London
Married,High School,0.2853891711706661,4.921299265089213,43.0,Male,No,59705.349792026704,Rural,4.0,London
Married,Graduate School,-0.49941039310518154,7.216188884774956,29.0,Male,No,60256.58859903814,Rural,6.0,New Castle
Married,High School,-0.9683443761714625,6.786147109930279,31.0,Male,No,47484.49177306281,Suburban,4.0,New Castle
Divorced,Graduate School,0.39154302695360804,6.6157170599123285,,Female,Yes,54640.280844443754,Urban,7.0,Manchester
Divorced,College,-0.2606392841927676,9.068360390476862,26.0,Female,Yes,42750.22207214004,Suburban,6.0,New Castle
Divorced,College,0.1950699555895831,6.791620700776102,23.0,Male,Yes,64139.476409373456,Urban,6.0,New Castle
Divorced,Graduate School,0.8573781397699366,6.504684254514135,27.0,Female,Yes,66846.09890658701,Suburban,4.0,London
Married,High School,-0.24811734805900082,5.532020114351446,33.0,Female,No,60279.600966894846,,5.0,New Castle
Single,High School,-0.09780288942304619,3.229611830281087,21.0,Male,Yes,69715.83761211773,Urban,5.0,New Castle
,Graduate School,0.2740293769708053,6.310502222818872,27.0,Female,No,65818.53799425466,Rural,7.0,Manchester
Single,College,0.5641513253058341,4.244194692675319,40.0,Female,No,62975.75071899794,Rural,5.0,New Castle
Divorced,College,0.040443804127334504,4.839910345290683,26.0,Male,Yes,70584.30326446323,Urban,7.0,London
Single,Graduate School,-0.11093002154594675,7.729259869973937,32.0,Male,Yes,55487.63756443867,Urban,3.0,Manchester
Married,College,0.18814121464576766,3.1602596186690484,31.0,Female,No,45552.51854376878,Rural,2.0,London
Divorced,High School,0.2179120709808852,7.013086012572812,28.0,Male,Yes,46076.7790195825,Suburban,4.0,London
Divorced,College,-0.16622130524567044,4.044070093988455,12.0,Female,No,43401.800111157616,Suburban,5.0,
Married,Graduate School,-0.06732425096312036,5.0652596258571725,57.0,Female,No,53457.81138291476,Urban,5.0,New Castle
Married,High School,0.6359976704807783,1.7697217627993247,46.0,Female,No,59834.988359390045,Rural,3.0,Manchester
Divorced,College,-0.0842120228246519,4.230887044752266,28.0,Female,Yes,62837.1367015754,Urban,5.0,Manchester
Married,Graduate School,-0.0658140382442226,6.7986801814970965,33.0,Male,No,62662.071175444944,Suburban,7.0,Manchester
Divorced,College,-0.736168782189263,4.664102793210377,18.0,Male,Yes,39023.739891059,Urban,3.0,London
Divorced,Graduate School,0.6330326497284555,6.013231325337909,22.0,Male,Yes,68315.37650723294,Urban,6.0,London
Divorced,College,-0.024510435137986272,1.3546517701116807,18.0,Male,Yes,74527.55194422026,Suburban,6.0,New Castle
Divorced,High School,-0.1341378667162348,5.420249455532945,21.0,Female,Yes,60378.55916070055,Urban,5.0,
Married,Graduate School,-0.711420935373892,4.952670890269401,20.0,Male,Yes,77663.64825957007,Urban,3.0,London
Married,Graduate School,0.16218653654101473,4.515302301610475,19.0,Male,Yes,60847.422065952924,Urban,4.0,London
Single,High School,-0.27909534602500863,4.378090177670876,33.0,Male,No,61349.78912674875,Rural,3.0,New Castle
Married,Graduate School,0.14513197582581797,5.614327307403942,23.0,Female,Yes,31475.907894778436,Urban,6.0,Manchester
Married,Graduate School,-0.609833238446922,4.75007682587326,30.0,Female,No,72544.99716843061,Rural,,London
Single,College,0.1140084329918043,6.231320201623281,24.0,Male,Yes,52200.87948523971,Urban,4.0,Manchester
Married,Graduate School,0.06577971730400464,7.218023992192141,28.0,Female,No,54263.4214717369,Rural,6.0,New Castle
Married,High School,0.724267236479806,4.039550396987751,31.0,Female,No,32934.96389813596,Urban,5.0,Manchester
Single,High School,-0.7500544482424468,6.279087403273769,32.0,Female,Yes,58492.85981419576,Suburban,3.0,Manchester
Single,,0.11505960005205643,2.7875020367557646,24.0,Male,Yes,72467.59830086537,Urban,5.0,New Castle
Divorced,College,0.3671303616589237,4.138013002318378,10.0,Female,Yes,68531.42234047617,Urban,6.0,Manchester
Married,High School,-0.014708810916914741,4.731195764117293,35.0,Female,No,74070.32686385287,Suburban,3.0,Manchester
Divorced,College,0.3981806777583451,6.427869739268555,23.0,Female,Yes,35273.97981100933,Urban,3.0,Manchester
Single,College,-0.1544656851273652,6.905878680434852,32.0,Female,Yes,45616.646565080504,Urban,5.0,New Castle
Married,Graduate School,-0.352697566420095,4.196393538087736,27.0,Male,Yes,75496.75438176036,Rural,4.0,London
Single,College,0.06910695093962896,3.7071517994954775,21.0,,Yes,61201.317068398654,Rural,3.0,New Castle
Single,High School,-1.0101162747827164,4.2847296902723375,36.0,Female,No,54549.86295437482,Rural,5.0,London
Single,College,0.26457481018024304,4.941311009533092,24.0,Male,Yes,52554.84644035583,Urban,4.0,New Castle
Divorced,Graduate School,-1.0958400997517035,5.718547073338287,21.0,Female,Yes,45405.17545869921,Suburban,6.0,London
Divorced,Graduate School,-0.20145204074526035,5.406260716862162,23.0,Female,Yes,54482.380583460275,Rural,7.0,New Castle
Married,High School,0.7475454990622413,4.547643231821843,37.0,Male,No,46903.82208291788,Rural,6.0,New Castle
Divorced,Graduate School,0.34213098766063876,6.806808742219866,29.0,Female,Yes,62702.80334209252,Urban,4.0,London
Married,Graduate School,-0.029756804510636767,4.821981207259374,19.0,,Yes,62444.78847619497,Urban,5.0,Manchester
Married,College,0.14012735009341776,4.708144615039431,54.0,Female,No,51761.198883440484,Suburban,7.0,Manchester
Divorced,College,-0.4942473565550257,5.587804179348479,25.0,Male,Yes,62599.091237074055,Urban,5.0,London
Married,Graduate School,-0.9107393585782249,3.5060620150221657,18.0,Male,No,62263.89010904562,Suburban,4.0,London
Divorced,High School,-0.008584204632365658,2.390115343446517,15.0,Male,Yes,45044.64447781136,Urban,5.0,New Castle
Married,High School,0.7136287546135194,4.647434960064071,22.0,Male,Yes,78294.8324184824,Suburban,4.0,
Single,College,0.3525322743810392,4.0431737633450595,15.0,Female,Yes,58371.141298172675,Urban,3.0,New Castle
Married,Graduate School,0.08920925121713286,,23.0,Female,No,52063.84213747385,Suburban,4.0,New Castle
Divorced,Graduate School,0.14676997635567823,5.210024044338138,20.0,Male,Yes,56741.54972027334,Suburban,2.0,Manchester
Single,High School,-0.4570246017395053,6.33488221966611,20.0,Male,Yes,30318.57191987697,Urban,5.0,New Castle
Divorced,High School,0.12335816849807718,6.555670463918205,26.0,Male,Yes,55192.2788680611,Urban,2.0,Manchester
Divorced,High School,0.3421536546115407,4.90407105006668,31.0,Female,Yes,60340.735755865855,Urban,3.0,Manchester
Divorced,Graduate School,-0.27814558535140266,6.351134137143412,29.0,Male,No,59110.67192073238,Suburban,5.0,New Castle
Divorced,High School,,4.507419412280775,21.0,Male,Yes,28862.300366558193,Urban,5.0,London
Divorced,Graduate School,0.1481965184285969,4.286738640062083,23.0,Male,Yes,66517.03920516382,Suburban,4.0,London
Divorced,Graduate School,0.7938710692894558,6.211827309814348,21.0,Male,Yes,34924.30834949447,Suburban,6.0,Manchester
Single,High School,-0.009823080238536355,3.5691055484105707,25.0,Female,No,50692.43504400977,Urban,6.0,Manchester
Single,Graduate School,-0.8315969123676699,6.1521567475336045,28.0,Male,Yes,54739.41580754114,Urban,2.0,Manchester
Single,Graduate School,0.9419645956374707,6.483351451341729,19.0,Female,Yes,57258.146766981736,Urban,4.0,New Castle
Married,College,0.3766083149919077,6.178905345506628,29.0,Female,Yes,60500.94932020283,Urban,5.0,London
Divorced,Graduate School,-0.22017181555241666,2.4105769033106306,42.0,Male,No,76248.71963121259,Rural,4.0,New Castle
Married,Graduate School,0.08007971684832754,7.3500168046274705,26.0,Female,No,60795.16883776475,Rural,3.0,Manchester
Divorced,Graduate School,0.10857278091960183,5.605445768067635,25.0,Female,Yes,52660.33934502073,Urban,4.0,London
Married,College,0.2515652733380364,7.049803133144463,21.0,Male,Yes,60996.226497990225,Urban,4.0,Manchester
Divorced,College,-0.4050311393770221,7.452815503625784,28.0,Female,Yes,44981.74486512694,Urban,3.0,London
Single,Graduate School,0.16695135270038605,7.193512610023488,33.0,Female,No,64795.92472795763,Rural,5.0,New Castle
Married,High School,0.41575745926674307,5.433348285052327,19.0,Female,No,58648.04101252887,Rural,6.0,London
Married,College,-0.5193695785132169,5.957310141156009,32.0,Male,Yes,64013.60761965792,Urban,5.0,
Single,High School,-0.32330502423986934,3.8841695810678036,41.0,Male,No,55968.80482971291,Rural,6.0,London
Divorced,Graduate School,-0.030491505507614133,5.058343536802447,29.0,Female,Yes,88252.77124342696,Urban,2.0,New Castle
Single,Graduate School,-0.06773977586150501,3.5870167985156485,17.0,Male,Yes,65220.947780257775,Suburban,3.0,New Castle
Single,High School,0.42826889336101953,5.2828279402550775,17.0,Male,Yes,64904.492656933064,Rural,5.0,Manchester
Divorced,High School,-0.2964584638629493,6.033096719242287,24.0,Female,Yes,48039.511374577785,Urban,4.0,London
,College,-0.3279325883117489,6.388807737057615,40.0,Male,Yes,49382.67540426544,Suburban,7.0,Manchester
,Graduate School,0.1398101936758785,5.653201812333207,27.0,Male,Yes,43642.565327119846,Suburban,6.0,Manchester
Divorced,College,-0.3827013956111983,5.1558679449556974,19.0,Female,Yes,81009.02733100853,Urban,5.0,Manchester
Married,College,0.1213835260002642,7.417961635004383,42.0,Female,No,68676.49135219082,Rural,4.0,London
Single,High School,-0.4979119217470622,8.362643890586147,27.0,Male,,32361.231057603916,Urban,4.0,Manchester
Divorced,College,-1.0063390480480905,3.68986032062379,20.0,Male,Yes,64699.0411573787,Suburban,5.0,London
Divorced,College,0.3715678721957625,5.604039423129063,26.0,Male,Yes,67765.80947136517,Suburban,4.0,London
Divorced,College,0.5864801623355009,6.971530554278521,29.0,Female,Yes,67693.80970711047,Rural,5.0,Manchester
Divorced,College,-0.7109337397399074,4.674136928529755,23.0,Male,Yes,77800.10155578906,Urban,7.0,New Castle
Divorced,High School,-0.08979816644862987,6.662759000406849,30.0,Male,No,48177.0150055822,Rural,5.0,New Castle
Single,Graduate School,0.22145108196813068,4.460958361793859,18.0,Male,No,56573.86102806145,Rural,5.0,New Castle
Married,College,0.59104662720697,5.322242745524147,23.0,Male,No,41422.415569401404,Suburban,5.0,London
Married,,-0.38995849387418663,4.643716163990213,19.0,Male,No,61568.21721942917,Suburban,7.0,London
