Renew,Years subscribed,City,Sex,Marital Status,Education Level,Active online hours,Location Code,Years after high school graduation,Brand Loyalty,Monthly Income
No,5.0,Khon Kaen,Male,Single,College,3.402662515065336,Rural,37.0,-0.7945395015846506,5969.568807554859
Yes,6.0,Khon Kaen,Male,Single,High School,3.807955128431497,Urban,37.0,0.07080263583047303,4207.200559703426
Yes,7.0,Mahasarakam,Male,Divorced,College,5.300228101225676,Suburban,29.0,-0.139078963055733,4802.407338489879
Yes,5.0,Udon,Male,Married,High School,5.7669149135941025,Suburban,33.0,0.26330672914325187,5550.44324710702
Yes,2.0,Udon,Male,Divorced,High School,3.62849395929503,Urban,27.0,0.0016708561416853562,3311.775889167104
Yes,4.0,Udon,Female,Divorced,High School,4.246501909912536,Urban,23.0,-0.15074597830516223,5035.261717011189
Yes,6.0,Khon Kaen,Female,Divorced,High School,4.801247545579621,Suburban,24.0,-0.2412819600244429,3290.133565405202
,4.0,Khon Kaen,Male,Married,High School,3.504208411632636,Rural,10.0,0.0991427795520759,4061.5488634201233
Yes,5.0,Khon Kaen,Male,Single,Graduate School,4.648815892615463,Urban,6.0,-0.18615095581840946,4247.695601103747
Yes,3.0,Mahasarakam,Male,Single,College,4.118924505526883,Suburban,,0.2324801663097566,5589.4073622104415
No,5.0,Khon Kaen,Female,Single,Graduate School,3.0943604321730436,Urban,22.0,-0.09445760803373768,5457.180602478478
,4.0,Mahasarakam,Male,,Graduate School,4.516756048396212,Rural,33.0,0.14823526888229943,5720.031532265764
Yes,6.0,Mahasarakam,Female,Divorced,High School,5.3712802911851165,Rural,26.0,-0.1890770510816808,4712.413705016187
Yes,6.0,Khon Kaen,Female,Divorced,College,5.834055210217169,Rural,18.0,-0.0059605274123465946,3462.9326514866057
No,5.0,Khon Kaen,Female,Married,Graduate School,3.6852402817254912,Rural,31.0,-0.296951879771756,4433.399496924634
,4.0,Khon Kaen,Female,Divorced,College,6.363572001047153,Suburban,26.0,-0.11480778804427673,4570.049731923386
No,2.0,Khon Kaen,Female,Married,College,2.8883770770770933,Rural,35.0,-0.1505256070351716,5597.789320470341
Yes,2.0,Udon,Male,Single,Graduate School,7.601846573856814,Suburban,48.0,0.21873274282887312,5641.695840001787
Yes,7.0,Mahasarakam,Male,Single,College,5.877227308758966,Urban,25.0,0.09602223613394484,4934.017144223502
Yes,3.0,Udon,Male,Divorced,High School,6.421630496297175,Urban,28.0,0.5052177356444899,6287.906498602356
No,3.0,Udon,Female,Married,College,2.0523565276856446,Rural,,-0.42427546946136974,6584.764716476824
Yes,5.0,Udon,Male,Single,College,3.0743707058820013,Urban,17.0,-0.33935874527861515,3870.314231716041
,5.0,Mahasarakam,Female,Married,College,5.004151359960655,Urban,45.0,0.006579562575307424,5538.293835231865
Yes,5.0,Udon,Female,Divorced,High School,7.250760394370948,Urban,,0.40596557042703585,7552.455355434469
Yes,4.0,Mahasarakam,Male,Divorced,College,6.041440844973577,Urban,50.0,0.07810456230047541,5407.409562403638
No,7.0,Khon Kaen,Male,Divorced,College,,Urban,38.0,0.4686474737563596,5423.694178799216
Yes,4.0,Khon Kaen,Female,Married,College,4.900498295570458,Suburban,20.0,0.05951594852277575,4589.87128632728
Yes,5.0,Udon,Female,Divorced,Graduate School,6.297348871753359,Urban,28.0,0.36001564830769517,4420.918442750566
Yes,6.0,Mahasarakam,Male,Married,College,4.762170951506402,Urban,27.0,0.1990282394953945,4150.413756838778
Yes,6.0,Mahasarakam,Male,Single,High School,5.05890306826653,Suburban,28.0,0.017961061850676557,3439.6129791485528
No,6.0,Khon Kaen,Male,Married,High School,4.098638835798825,,22.0,0.009573851436946251,5480.115818394718
,4.0,Khon Kaen,Female,Married,College,4.16403316125162,Urban,22.0,-0.10827567677481936,5084.463422615113
Yes,10.0,Mahasarakam,Female,Single,Graduate School,7.896932701267286,Urban,32.0,-0.09001009199285956,4711.637530773436
No,9.0,Udon,Male,Divorced,Graduate School,2.0097366456640486,Urban,48.0,-0.19025514210171113,4623.858964899569
Yes,4.0,Khon Kaen,Male,Single,High School,3.9395324305975348,Urban,30.0,-0.05149967862001678,6320.4978934728915
Yes,4.0,Udon,Male,Single,High School,5.315752523600077,Urban,20.0,0.22939632436785357,3802.723155863526
Yes,3.0,Udon,Female,Single,Graduate School,5.572462876153699,Urban,23.0,0.11337516486144705,4052.794072367281
No,3.0,Mahasarakam,Female,Married,College,2.6927243813039845,Rural,39.0,-0.3638120623571541,6179.770610164546
Yes,4.0,Udon,Male,Single,High School,4.0841970951378554,Urban,31.0,0.08847276410135102,3440.1754696828184
Yes,5.0,Khon Kaen,Male,Married,Graduate School,3.9557609209393734,Urban,36.0,-0.03670707415920388,4439.5603855402205
No,6.0,Udon,Female,Married,High School,3.384179582731944,Suburban,15.0,-0.34621281677064764,5749.560518401605
No,7.0,Khon Kaen,Male,Single,Graduate School,3.187953027205573,Rural,26.0,0.29166309213139774,5676.400417743664
No,3.0,Khon Kaen,Female,Divorced,College,3.553778633752663,Rural,29.0,-0.061238682362937,5083.937771655818
Yes,6.0,Khon Kaen,Male,Single,Graduate School,4.488908244103359,Urban,29.0,-0.10604755158775149,3709.8673698560647
Yes,5.0,Mahasarakam,Male,Single,High School,5.317645051401964,Urban,17.0,-0.06088011060068402,5063.319060643698
,6.0,Khon Kaen,Male,Divorced,Graduate School,2.2221069033276284,Suburban,37.0,-0.8890525089928458,6626.222426208906
No,5.0,Mahasarakam,Male,Divorced,Graduate School,2.7701414412513232,Rural,29.0,0.2977759870748454,5517.356569836796
No,3.0,Khon Kaen,Female,Married,,4.2778052221972755,Suburban,48.0,0.3175603694831475,4928.3948110023075
Yes,4.0,Khon Kaen,Male,Single,College,5.158169645273425,Rural,40.0,-0.2367767835879579,4620.178577133531
Yes,6.0,Mahasarakam,Female,Married,High School,4.337796766643809,Urban,21.0,-0.273863422833358,2042.695757290067
Yes,6.0,Khon Kaen,Female,Single,College,,Urban,34.0,-0.5262878629467295,4527.620016225824
No,4.0,Udon,Female,Married,Graduate School,2.5083181612514016,Rural,35.0,-0.34674247999924124,5814.332992782772
No,4.0,Udon,Female,Married,College,5.117461467848201,Rural,36.0,1.0890353369821528,3214.4601560371434
Yes,5.0,Mahasarakam,Male,Divorced,Graduate School,3.088323405679624,Rural,35.0,-0.3764037889619712,4624.563642210611
Yes,5.0,Udon,Male,Single,College,4.799313903355867,Suburban,18.0,-0.28936018725754514,4281.548606362902
No,3.0,,Female,Single,Graduate School,3.322666148303422,Rural,51.0,-0.3819891641202129,5393.355307371476
Yes,3.0,Khon Kaen,Female,Divorced,High School,4.757731642794546,Urban,23.0,-0.008157556106253544,4152.910398069951
Yes,5.0,Khon Kaen,Male,Divorced,High School,5.8887663466152596,Urban,28.0,0.08065996299319184,3567.6845919025427
Yes,6.0,Khon Kaen,Male,Divorced,Graduate School,3.440314914316777,Urban,42.0,-0.05344174845659652,3261.0782209690174
Yes,5.0,Mahasarakam,Female,Single,High School,2.6375165390963695,Urban,34.0,-0.6512754869417703,2880.6707651811685
No,4.0,Udon,Female,Married,Graduate School,3.567622645573092,Suburban,25.0,0.6658177955205854,6262.3430360822895
Yes,5.0,Khon Kaen,Female,Divorced,High School,6.142125203322926,Rural,23.0,0.044850242068592866,4686.938451352304
Yes,5.0,Khon Kaen,Male,Divorced,College,,Urban,22.0,0.23342611823427356,4822.9508431827
Yes,5.0,Udon,Female,Divorced,College,4.548578868618632,Urban,34.0,-0.2690084908708632,5661.539657879124
No,4.0,Mahasarakam,Female,,High School,4.1102746322237715,Suburban,30.0,-0.26500565678557625,5406.3064223319
No,3.0,Udon,Male,,Graduate School,4.2204675251011405,Rural,45.0,-0.9216629341040534,5953.0831501433295
Yes,5.0,Khon Kaen,Female,Single,High School,7.89198292725432,Suburban,39.0,0.37728015304375895,4470.467829720724
Yes,2.0,Mahasarakam,Female,Married,Graduate School,4.83659397896475,Suburban,22.0,-0.15724952905774192,4568.902589628058
Yes,7.0,Khon Kaen,Male,Divorced,,6.539819092178488,Urban,29.0,0.0531645059223215,5357.955687968796
Yes,3.0,Mahasarakam,Female,,High School,,Urban,12.0,0.20539373006051065,6168.63904497943
Yes,,Khon Kaen,Female,Divorced,College,1.696834844868429,Urban,44.0,-0.4699501475919449,5075.140353186799
Yes,6.0,Mahasarakam,,Divorced,College,2.703172098555723,Urban,32.0,0.06092110059698952,3921.0215669201298
No,3.0,Khon Kaen,Male,Married,College,2.9878337074202115,Urban,30.0,0.3390720382554293,5492.25134349592
No,2.0,Udon,Female,Married,High School,3.5100425893605465,Urban,43.0,0.04020178718000603,4259.701128655123
Yes,5.0,Khon Kaen,Female,Single,Graduate School,4.916779733652645,Suburban,28.0,-0.1081071946869089,5169.2413882179735
No,4.0,Udon,Female,Married,High School,3.7902951852833016,Rural,20.0,0.5550120014830716,5213.0361281022615
Yes,4.0,Khon Kaen,Female,Single,Graduate School,4.575615495968233,Urban,20.0,0.4664436945032553,5679.10068289194
No,6.0,Khon Kaen,Male,Married,Graduate School,2.3294845025585995,Rural,29.0,-0.4200175803973949,5237.217085942814
No,4.0,Khon Kaen,Male,Married,Graduate School,3.9664695211143766,Rural,24.0,-0.1835949305179806,5356.908145830113
Yes,5.0,Khon Kaen,Female,Single,High School,5.397001635796174,Rural,30.0,0.08820724516061806,6728.564834521991
Yes,6.0,,Female,Single,High School,4.445893219220554,Urban,,-0.252617430958595,5081.094902096407
No,7.0,Khon Kaen,Male,Married,College,3.103084947340779,Rural,33.0,0.03387018560680097,3795.8180826966072
Yes,4.0,Udon,Male,Single,Graduate School,5.904847362227999,Urban,29.0,0.1382270361815776,5587.806856527153
Yes,6.0,Mahasarakam,Female,Divorced,High School,6.25775964870873,Urban,56.0,0.182641187037842,7049.588396429342
Yes,7.0,Mahasarakam,Female,Single,High School,7.2295180780056185,Urban,15.0,0.24851243204140988,4881.796557155843
Yes,6.0,Mahasarakam,Female,Divorced,High School,5.20741123542104,Urban,41.0,0.04193232818184833,3362.8943864786684
Yes,3.0,Khon Kaen,Female,Married,High School,3.419642111696671,,38.0,-0.12530585435361058,4273.227140937881
No,4.0,Mahasarakam,Female,Married,High School,3.334852314069147,Suburban,40.0,-0.168279373264935,3445.0533751966964
Yes,6.0,Khon Kaen,Female,Single,High School,6.06799795712682,Suburban,25.0,0.5234290862165096,5965.383647406864
Yes,5.0,Khon Kaen,Female,Divorced,High School,6.662678316441033,Urban,21.0,0.10754082080898786,6322.694245425936
Yes,5.0,Udon,Male,Divorced,Graduate School,3.372099731127082,Urban,49.0,-0.2005088962133149,5294.837247508793
Yes,5.0,Udon,Female,Single,High School,4.023325183388238,Suburban,26.0,0.026201680509888636,4556.290786140276
No,7.0,Udon,Female,Married,College,4.652981542594329,Rural,15.0,0.18490860516257823,5614.307393311889
No,7.0,Mahasarakam,Female,Married,College,4.815782005415589,Suburban,23.0,0.02507896871649004,4506.773414366872
Yes,6.0,,Female,Divorced,College,7.13595739743214,Rural,25.0,0.2270497408387409,5350.769088919889
Yes,4.0,Udon,Male,Divorced,High School,6.372655143004096,Rural,,0.08077402795264998,3300.363875733694
Yes,6.0,Udon,Female,Divorced,Graduate School,2.834723471483956,Suburban,35.0,0.046602250704346176,4998.352197748154
Yes,3.0,Udon,Female,Single,College,5.712792730176766,Urban,38.0,0.00652294423804009,5122.73178920173
No,5.0,Udon,,Married,High School,3.9177740898718882,Rural,30.0,-0.12675528315591394,7178.147412645129
Yes,4.0,Mahasarakam,Female,Single,College,5.786231883435775,Suburban,25.0,0.09481769832776488,6250.228618782691
Yes,3.0,Udon,Male,Divorced,Graduate School,5.215374088671571,Urban,36.0,0.10849060493149065,5372.817814320526
Yes,6.0,,Male,Divorced,Graduate School,5.614259866841996,Urban,38.0,0.11855557302732556,5062.690698996026
No,5.0,Khon Kaen,Male,Married,Graduate School,3.1502727794557055,Suburban,43.0,-0.5522115395264857,6815.0305574608155
No,6.0,Mahasarakam,Male,Single,College,5.573035813889483,Rural,39.0,0.6187675798059777,2410.97156882878
Yes,0.0,Mahasarakam,Female,Divorced,College,4.5029793400843126,Rural,35.0,-0.00152159139293212,5986.011252274162
No,3.0,Mahasarakam,Female,Married,Graduate School,1.651065125667262,Urban,19.0,-0.8079731017773543,6548.514100220856
Yes,5.0,Mahasarakam,Male,Divorced,High School,3.5397378632648855,Suburban,47.0,0.24630513937605825,3628.9318194319762
No,6.0,Mahasarakam,Male,Married,College,5.55492622905531,Suburban,21.0,1.0674103905284535,3128.781018772475
No,5.0,Udon,Male,Divorced,High School,3.95366840719156,Rural,26.0,0.1254711861886672,6297.390463825238
No,6.0,Mahasarakam,Male,Single,High School,2.8007409458970454,Urban,37.0,0.3613847458506474,2444.909067289688
No,5.0,Khon Kaen,Male,Divorced,Graduate School,2.0004654289107036,Suburban,25.0,0.17122970312317803,6047.777620854826
Yes,2.0,Mahasarakam,Female,Divorced,College,5.512702817611647,Suburban,47.0,0.23678970812207595,4681.642220170461
No,4.0,Khon Kaen,Male,Divorced,College,3.1564214581792243,Rural,20.0,0.6098822176385154,3514.1256169273947
Yes,6.0,Khon Kaen,Female,Divorced,Graduate School,5.706976529410853,Urban,36.0,0.25499853557694274,6558.857270741604
No,5.0,Khon Kaen,Female,Divorced,Graduate School,4.429058391186849,Rural,38.0,-0.1953408708225115,5804.1042632689405
Yes,7.0,Udon,Female,Married,High School,5.992389037676012,Suburban,43.0,-0.11994423394647388,5706.641595077491
No,3.0,Khon Kaen,Male,Married,High School,3.2143207439078996,Rural,40.0,-0.28737751477394063,6351.603932351189
Yes,6.0,Udon,Female,Single,High School,,Urban,8.0,0.3018902684489172,5257.242985661356
Yes,6.0,Mahasarakam,Female,Divorced,High School,6.653156396987548,Suburban,32.0,0.3511627737785592,6786.487497156875
Yes,5.0,Mahasarakam,Female,Married,Graduate School,4.665649334945735,Urban,40.0,0.44966265460498156,4880.264384805625
Yes,7.0,Udon,Male,Divorced,High School,3.5517860924297056,Suburban,20.0,0.15026532630439599,5816.154103978799
Yes,3.0,Udon,Female,Divorced,College,4.290426014455089,,27.0,-0.3603463370850576,3918.050754311778
Yes,5.0,Mahasarakam,Male,Divorced,High School,5.287662398963975,Rural,35.0,0.10261790926369169,5217.063688002638
No,9.0,Mahasarakam,Male,Married,College,3.5450384913475603,Suburban,38.0,-0.3142576818602227,6509.44317240493
Yes,5.0,Udon,Female,Single,College,5.993272724566861,Suburban,17.0,0.22239489165716292,4753.141576205537
Yes,2.0,Mahasarakam,Male,Divorced,Graduate School,5.012234558273301,Suburban,18.0,-0.06968494705961553,5795.32612869115
No,5.0,Khon Kaen,Male,Divorced,College,3.6224922999345663,Suburban,24.0,-0.19669512808105297,5757.2556981104
Yes,4.0,Khon Kaen,Female,Divorced,Graduate School,5.788812999480955,Suburban,28.0,-0.007266216226681332,3796.4980736093917
No,2.0,Udon,Female,Single,Graduate School,4.246630253219452,Suburban,29.0,0.5952794378256794,3882.2100783296164
Yes,5.0,Mahasarakam,Female,Divorced,College,2.945335863553658,Urban,32.0,0.08143896161440078,2507.5622990122056
Yes,7.0,Mahasarakam,Female,Divorced,Graduate School,5.078826468087121,Urban,26.0,0.41612359833779067,5613.074036903938
Yes,5.0,Udon,Male,Single,High School,6.4612285285719615,Urban,33.0,0.19325986856900002,5051.538408906066
Yes,5.0,Mahasarakam,Male,Divorced,Graduate School,6.9457576326626285,Rural,25.0,0.07905572252755516,4446.541284591949
No,2.0,Udon,Female,Divorced,High School,2.5784527855093895,Rural,44.0,-0.10283472592079236,5559.505328782333
Yes,4.0,Khon Kaen,Female,Single,Graduate School,4.611781657757187,Urban,42.0,0.0016442631376572259,4366.210669300593
Yes,6.0,Udon,Female,Single,,5.486602932125084,Urban,24.0,0.3883927663439055,5947.258775278924
No,4.0,Udon,Female,,College,3.2786438386480494,Rural,34.0,0.13118725707882123,5391.57437178864
Yes,5.0,Mahasarakam,Male,Married,Graduate School,4.7387050947703475,Suburban,23.0,0.03635639936524057,4615.507726315051
,5.0,Khon Kaen,Female,Divorced,Graduate School,4.910933949426279,Rural,45.0,0.17564865260304496,4499.705451278212
Yes,3.0,Mahasarakam,Male,Divorced,Graduate School,5.076384981213751,Urban,27.0,0.1533453494418457,4797.337434911497
Yes,3.0,Mahasarakam,Male,Divorced,College,4.326769255139432,Suburban,26.0,0.12045416922305002,5643.413302641551
Yes,5.0,Khon Kaen,Female,Single,High School,7.282588508702656,Suburban,25.0,-0.013873625501655273,4748.13349350876
No,3.0,Mahasarakam,Female,Married,High School,,Suburban,42.0,-0.8908005955864935,6247.953478557176
Yes,7.0,Khon Kaen,Female,Divorced,Graduate School,4.927751800768702,Suburban,13.0,0.22247484451258104,5554.520187164076
No,5.0,Udon,Male,Single,High School,4.614185201230966,Rural,25.0,-0.1222003304906939,6736.514410597565
No,3.0,Udon,Female,Divorced,High School,4.754229737759822,Rural,24.0,0.35793271961724016,3918.234514104779
No,5.0,Udon,Female,Single,Graduate School,2.9836044231070877,Rural,36.0,0.14137709194666065,4444.701148714686
Yes,2.0,Udon,Male,Single,College,3.268723689747496,Suburban,23.0,-0.16181837567876545,5212.702615642755
Yes,4.0,Udon,Male,Divorced,High School,8.197041098427194,Urban,26.0,0.7869438269562926,6824.331341033572
Yes,3.0,Khon Kaen,Male,Divorced,High School,6.49911863863176,Urban,47.0,0.47027224441722126,6803.17117711967
Yes,6.0,Mahasarakam,Male,Divorced,Graduate School,5.601698972364869,Urban,37.0,-0.09780803927508508,6279.268373579114
No,4.0,Mahasarakam,Male,Married,,3.6204632661682616,,21.0,-0.7445549325946886,4546.281139785205
No,5.0,Mahasarakam,Male,Married,Graduate School,2.1966256708408776,,19.0,-0.245072517391957,5456.157179091309
Yes,6.0,Udon,Female,Single,College,6.747519915144343,Suburban,19.0,0.3804165985634971,4970.03174095586
Yes,5.0,Khon Kaen,Female,Single,College,2.6833671036144677,Suburban,35.0,-0.21676987567834372,5665.837794112176
Yes,4.0,Mahasarakam,Male,Divorced,College,3.632025606518998,Urban,25.0,-0.1407559523576802,3747.032032433075
No,4.0,Udon,Male,Married,College,3.0596501883079146,Rural,44.0,-0.2982984089488463,4958.188603686861
No,1.0,Khon Kaen,Male,Married,High School,1.7768541364455963,Rural,16.0,-0.9764541627565645,5501.145063257596
No,5.0,Mahasarakam,Female,Married,College,1.5208097464890042,Rural,35.0,0.6002097044974267,
Yes,5.0,Mahasarakam,Male,Divorced,High School,4.6820941629997765,Suburban,42.0,0.07053876106207929,4921.661828413094
Yes,1.0,Mahasarakam,Male,Divorced,High School,7.488127062551726,Urban,25.0,0.019590256992002758,6163.053240649598
Yes,4.0,Mahasarakam,Male,Divorced,Graduate School,4.666621066762456,Urban,34.0,-0.2848678373877433,4132.735566669907
Yes,8.0,Mahasarakam,Male,Divorced,Graduate School,5.590309408945844,Suburban,31.0,0.16208390134033823,3229.2077154866156
No,6.0,Udon,Male,Married,College,3.4062850796532578,Rural,33.0,0.6532704892894892,4646.503011470141
Yes,4.0,Mahasarakam,Male,Divorced,College,5.095865630889509,Urban,43.0,0.34509702862248326,5296.234674962807
No,6.0,Mahasarakam,Male,,High School,5.503824364122263,Rural,29.0,-0.310669881841223,4181.308827134225
Yes,3.0,Mahasarakam,Male,Single,High School,6.024081320736663,Suburban,19.0,0.12504332512684785,6145.4156606590805
Yes,5.0,Udon,Female,Divorced,High School,6.702508168845117,Suburban,30.0,-0.006826076568945405,6439.826726406671
Yes,5.0,Khon Kaen,Male,Married,High School,5.297406483766665,Suburban,29.0,0.2525784533178617,4868.4081942384155
Yes,4.0,Khon Kaen,Female,Single,College,4.848833562262144,Urban,46.0,0.3479071536019367,3741.6920502939734
No,5.0,Khon Kaen,Female,Married,Graduate School,3.9957811223629003,Suburban,38.0,0.06989963802693872,7311.566059455572
No,4.0,Udon,Female,Married,Graduate School,2.9230090811567253,Rural,40.0,0.8025412080265364,4406.039763094955
