Marital Status,Active online hours,Brand Loyalty,Sex,City,Age,Renew,Location Code,Annual Income,Years subscribed,Education Level
Divorced,4.661132794040283,-0.581100973939209,Male,Kyoto,38.0,Yes,Urban,79385.63861008202,4.0,High School
Married,5.191044232247786,-0.13972204818611444,Female,Tokyo,62.0,No,Rural,44418.537091846236,6.0,High School
Married,5.646611108247603,-0.6186766899300167,Male,Osaka,39.0,No,Suburban,50146.22559457571,4.0,College
Married,5.370511868463028,0.33593485669870093,Male,Tokyo,48.0,No,Urban,75933.35201026098,6.0,College
Married,6.260513561750845,0.22949058029491254,Female,Kyoto,39.0,No,Urban,57120.88949590957,5.0,Graduate School
Single,3.440344444062328,-0.5610306398255647,Female,Tokyo,35.0,Yes,Urban,38287.32649996581,3.0,High School
Single,5.661201921179556,-0.37694782291622386,Male,Osaka,41.0,No,Rural,51050.11016489022,4.0,Graduate School
Married,5.880935952214136,0.10321564739731581,Female,Kyoto,49.0,No,Rural,49323.319230020235,6.0,High School
Divorced,5.003858016310026,0.2846303802695205,Female,Osaka,41.0,No,Rural,60664.80111252654,3.0,High School
Divorced,6.859585791332124,-0.31485967846451995,Male,Osaka,35.0,Yes,Urban,53769.57106076965,6.0,Graduate School
Divorced,7.391669160076187,-0.23623247670190434,Male,Kyoto,42.0,Yes,Suburban,56023.2502004668,7.0,High School
Single,5.656642674298853,-0.11626688395701079,Male,Tokyo,42.0,Yes,Urban,59214.24471710476,4.0,High School
Divorced,6.088788666994037,0.36589189798710275,Male,Tokyo,52.0,No,Rural,48823.542640402644,6.0,Graduate School
Divorced,5.761323283594578,-0.56408606937471,Female,Tokyo,49.0,No,Rural,43889.6817625345,5.0,High School
Married,7.583708224121375,-1.0702161453374717,Male,Kyoto,47.0,No,Urban,67101.31749623024,5.0,High School
Divorced,6.7643248149560025,0.15142941948091937,Male,Osaka,56.0,Yes,Urban,49848.66979746023,6.0,High School
Married,5.686415418853371,0.4895708754028162,Male,Osaka,47.0,No,Rural,57851.40160894467,4.0,College
Married,5.492083104579939,,Female,Osaka,47.0,Yes,Rural,63996.0676393276,4.0,High School
Divorced,7.466971181016547,-0.5809078791503477,Female,Osaka,40.0,Yes,Urban,39220.56678938818,7.0,Graduate School
Married,5.760000944390193,-0.3724846525826188,Male,Osaka,,No,Rural,47350.39232470918,3.0,High School
Divorced,5.451619642568571,-0.5257128241941366,Male,Kyoto,41.0,Yes,Urban,64464.344359380295,5.0,College
Single,4.239702169337732,0.006308448000632683,Male,Tokyo,48.0,Yes,Urban,41278.18985031101,3.0,Graduate School
Single,6.702880431429083,,Female,Kyoto,51.0,Yes,Urban,68418.2356030015,6.0,College
Married,4.437893539317866,0.4487442306767575,Male,Osaka,68.0,No,Rural,58193.25400612592,6.0,College
Married,3.191261091360518,-0.46244484904321015,Female,Osaka,29.0,Yes,Urban,60792.57900393898,3.0,Graduate School
Married,,-0.3853713798254621,Female,Kyoto,54.0,,Urban,69092.66344862836,6.0,Graduate School
Single,6.957758815603196,-0.30795439554126247,Male,Kyoto,49.0,Yes,Urban,54664.78458103327,6.0,Graduate School
Divorced,4.273726441888882,-0.02672998553644046,Female,Kyoto,41.0,Yes,Rural,63455.172573468655,4.0,College
Single,7.129157300571755,0.39757404053003376,Male,Tokyo,61.0,Yes,Urban,56908.080890909354,5.0,High School
Married,6.311629377009839,-0.5721814739527598,Female,Tokyo,62.0,No,Rural,62637.535468391325,5.0,Graduate School
Single,5.995165382455773,0.353382467244456,Female,Tokyo,54.0,Yes,Urban,51841.30270914908,5.0,College
Married,5.075045525757102,0.49442225998936806,Female,Tokyo,54.0,No,Rural,56466.86922259675,4.0,Graduate School
Divorced,5.505109976182389,-0.7829845147062594,Male,Kyoto,41.0,Yes,Urban,51015.983734129964,4.0,Graduate School
Single,6.298230687761435,-0.18496778306369788,Male,Kyoto,40.0,No,Rural,57141.11225911923,4.0,High School
Married,4.959150950844418,0.4603927640401043,Male,Osaka,57.0,Yes,Urban,55238.86184219639,3.0,Graduate School
Single,5.73937603222186,-0.4649556064438883,Female,Osaka,42.0,Yes,Suburban,36128.25120636936,5.0,College
Married,6.0018414912858375,0.1583245534107497,Female,Tokyo,48.0,Yes,Urban,55515.83852145121,5.0,High School
Divorced,4.648983933011173,-0.3101544108859869,Female,Tokyo,40.0,Yes,Urban,58652.02794803013,4.0,Graduate School
Married,5.509299751511517,-0.13506696677676167,Female,Tokyo,36.0,No,Suburban,61296.18938759015,5.0,Graduate School
Married,6.322990672200299,-0.5191815424318665,Female,Tokyo,47.0,No,Rural,85026.13565703451,5.0,College
Single,4.689782837629186,-0.2939978581674904,Male,Osaka,37.0,Yes,Suburban,34372.18733172344,4.0,High School
Single,8.113822940392485,-0.03269222667702065,Male,Osaka,61.0,Yes,Urban,40030.90904421886,6.0,Graduate School
Single,6.231902873957585,0.5537809336487044,Female,Kyoto,48.0,No,Rural,40702.296795985516,6.0,College
Divorced,6.565625437052171,0.04319277936689592,Male,Osaka,60.0,Yes,Urban,62738.06694588288,4.0,Graduate School
Divorced,6.086437716250545,-0.23473481862457546,Female,Kyoto,51.0,Yes,Rural,56261.99726446,5.0,College
Married,5.979214156590077,-0.08980808684780378,Male,Tokyo,43.0,No,Rural,67981.80140305687,4.0,College
Divorced,5.922982859388518,-0.6120935706543458,Male,Tokyo,36.0,Yes,Urban,33988.09623452772,5.0,High School
Single,6.197322109349507,-0.5529352080728003,Male,Kyoto,65.0,No,Rural,76923.59166199456,6.0,College
Divorced,3.325967387424541,-0.999577548991306,Female,Osaka,28.0,Yes,Urban,64910.47780626991,3.0,Graduate School
Married,6.218769557785254,-0.34613286318427805,Female,Tokyo,62.0,No,Suburban,61800.20020251792,7.0,College
Divorced,5.0717298386788086,-0.03371691586581671,Male,Tokyo,53.0,No,Rural,64691.33376027406,5.0,College
Married,6.73349385969774,-0.6275751703041242,Female,Tokyo,35.0,No,Rural,51555.38608185311,5.0,Graduate School
Single,,0.21654854527718526,Male,Tokyo,53.0,Yes,Suburban,62706.493434398435,7.0,College
Divorced,3.5923583216658552,-0.7911550661739983,Female,Osaka,47.0,Yes,Urban,60763.08015215928,2.0,College
Divorced,5.2473617179615575,-0.06567962323306165,Female,Osaka,44.0,No,Suburban,48135.46412474033,4.0,College
Married,6.116937773096628,-0.5962190868044142,Female,Tokyo,49.0,No,Rural,57187.30441689902,4.0,Graduate School
Married,5.852661515606734,0.29163419354539755,Male,Kyoto,59.0,No,Rural,72797.73358000492,4.0,High School
Married,5.301178354613463,0.7896132109468127,Male,Osaka,58.0,No,Suburban,48601.71130908386,7.0,High School
Divorced,5.01123793594471,-0.8314991346501461,Female,Tokyo,38.0,Yes,Urban,75453.55575178767,4.0,High School
Single,5.453935177758309,-0.6783624799786483,Female,Tokyo,39.0,Yes,Urban,40154.53412025832,5.0,College
Married,7.6689923672057105,0.29659883019311095,Male,Tokyo,50.0,Yes,Rural,60523.55553250703,7.0,Graduate School
Married,5.137444873616864,0.26598963204182324,Female,Kyoto,52.0,No,Rural,76372.35535815463,4.0,Graduate School
Divorced,6.095146193447056,-0.312697497245799,Male,Osaka,,Yes,Suburban,68265.4217970804,6.0,High School
Single,6.522449054522401,0.10399619255763948,Male,Kyoto,43.0,Yes,Urban,58270.111064804834,6.0,College
Married,4.647051311943366,-0.4422946753893278,Female,Kyoto,48.0,No,Rural,73361.27544472746,4.0,High School
Single,6.116036826125305,-0.42556749745105565,Female,Osaka,50.0,Yes,Urban,25308.103107218918,5.0,Graduate School
Single,4.979546436777215,1.1259582285403344,Female,Osaka,59.0,No,Suburban,66091.05093548034,7.0,College
Single,6.5947852561114715,0.460306416146536,Female,Osaka,52.0,Yes,Suburban,48082.5846967205,5.0,High School
Married,6.160631929961347,-0.740070714302302,Male,,35.0,Yes,Urban,81813.37006312275,6.0,Graduate School
Divorced,5.82394440305919,-0.3697323072260249,Male,Tokyo,50.0,No,Rural,79830.94016758268,6.0,College
Divorced,4.790217413353437,-0.6350637784325504,Female,Osaka,37.0,Yes,Urban,57098.766254213006,5.0,Graduate School
Single,4.7989299666247325,0.4355371247732005,Male,Tokyo,54.0,Yes,Urban,45469.31446466061,3.0,College
Single,6.631472443659201,-0.0860582385818745,Male,Tokyo,46.0,Yes,Suburban,47760.92392660902,5.0,College
Divorced,5.647524916746529,-0.11865894087686663,Female,Kyoto,43.0,Yes,Suburban,59509.46771445799,5.0,Graduate School
Married,5.51429614046321,-0.19393704966300407,,Tokyo,60.0,No,Urban,61818.349274992834,6.0,Graduate School
Divorced,5.750519845826131,,Female,Kyoto,46.0,No,Rural,60656.18647813567,4.0,Graduate School
Single,7.198065298169402,-0.08122282870861453,Female,Osaka,39.0,Yes,Urban,58766.72961324838,7.0,College
Married,5.322604627697385,-0.20434634483055997,Male,Osaka,45.0,No,Rural,51813.26720265876,5.0,Graduate School
Divorced,6.284089331771848,-0.22593351367484205,Female,Kyoto,49.0,No,Rural,,5.0,Graduate School
Married,6.130596435731579,-0.03136109927531372,Female,Kyoto,45.0,No,Rural,41809.4768130369,5.0,College
Married,5.31435919363153,-0.37725208868069837,Male,Tokyo,54.0,No,Suburban,40246.30988674537,4.0,Graduate School
Married,4.694084683304847,-0.22109833310513166,Male,Osaka,45.0,Yes,Urban,42499.788147637395,4.0,Graduate School
,5.033123301439939,-0.9344833020859751,Male,Tokyo,31.0,Yes,Rural,38981.98293836608,5.0,Graduate School
Divorced,3.758674937184429,-0.3716459528809011,Female,Osaka,20.0,Yes,Suburban,29566.23483426265,5.0,Graduate School
Divorced,4.899698158711185,-0.3119332105246182,Male,Osaka,37.0,Yes,Rural,55799.94649783163,5.0,Graduate School
Divorced,7.8371198189066975,0.39392419085084673,Female,Osaka,50.0,Yes,Urban,56059.37726266139,6.0,College
Married,5.068367563039222,-0.35140078942425496,Female,Tokyo,36.0,No,Rural,54326.076204641715,3.0,High School
Single,5.205789245124343,-0.01221935442714256,Male,Kyoto,,No,Urban,67891.60985701092,5.0,Graduate School
Single,5.62336922008131,-0.2716095804851948,Male,Kyoto,43.0,No,Rural,61560.93263444949,5.0,College
Single,6.232183491210539,-0.338002522831504,Female,Osaka,37.0,Yes,Suburban,66223.5411298352,6.0,College
Single,6.502018400220642,-0.2689678109795447,Female,Tokyo,39.0,Yes,Urban,40854.47068128263,6.0,High School
Divorced,8.154012799591063,-0.07019838673589679,Female,Tokyo,40.0,Yes,Urban,50266.174528370306,8.0,
Married,6.555846737348387,-0.5550259775944194,Female,Osaka,36.0,Yes,Urban,56012.61085708635,7.0,High School
Married,9.054899444101036,-0.6224377724121573,Male,Kyoto,53.0,Yes,Rural,63086.48116702802,8.0,Graduate School
Married,5.9509361438741655,-0.7722265667440416,Male,Tokyo,36.0,No,Rural,49802.17970477819,5.0,Graduate School
Single,6.364026977788139,-0.22693554317131065,Female,Osaka,36.0,Yes,,51562.15201390246,6.0,College
Married,4.633746930872853,-0.11616674180401815,Female,Tokyo,62.0,No,Suburban,43290.16730606462,6.0,College
Married,5.3966860087711215,-0.5077610266712878,Male,Osaka,61.0,No,Rural,49370.87147043963,6.0,Graduate School
Divorced,7.075717680000885,-0.536642783458445,Male,Osaka,,Yes,Urban,47961.34960535349,7.0,High School
Divorced,4.394506365318071,-0.5231416082978466,Female,Tokyo,39.0,Yes,Suburban,47659.99204415673,3.0,High School
Divorced,5.382854353535358,0.25393112586423117,Female,Kyoto,52.0,No,Rural,49840.988856718264,6.0,Graduate School
Single,5.629793105290113,0.30768479216278344,Female,Osaka,68.0,No,Suburban,66318.60775415652,6.0,Graduate School
Divorced,5.258039270010231,-0.5083640541423063,Female,Kyoto,32.0,,Suburban,49510.396312185076,5.0,Graduate School
Divorced,6.495705165204891,0.23696824952489803,Female,Osaka,56.0,Yes,Suburban,69361.04404161047,4.0,High School
Single,6.165014862642335,-0.1086447569336011,Male,Osaka,,Yes,Urban,51218.61175256373,6.0,Graduate School
Married,,-0.009201804789655932,Male,Osaka,66.0,No,Rural,58441.32527175673,7.0,High School
Married,5.00474200164926,-0.508049215833525,Male,Kyoto,38.0,No,Urban,58357.508380417465,3.0,College
Divorced,8.6100091543412,1.0635279253240526,Male,Tokyo,68.0,Yes,Suburban,48930.66257835557,6.0,High School
Divorced,7.932147845741612,-0.08399122068930753,Female,Tokyo,46.0,Yes,Urban,45944.02465603124,7.0,High School
Single,6.170788298361694,-0.6207429932589492,Male,Osaka,43.0,Yes,Urban,53097.19431460726,6.0,High School
Single,6.927089282036201,0.12556931993341547,Female,Osaka,46.0,Yes,Suburban,85955.34403524967,6.0,High School
Single,6.76942655287392,-0.7453616848789069,Male,Kyoto,44.0,Yes,Suburban,54365.523479850475,6.0,High School
Divorced,4.688238873617466,0.23637290144996692,Female,Tokyo,44.0,Yes,Rural,58395.431824965504,3.0,College
Single,7.484977973753881,0.03479645627209971,Female,Osaka,52.0,Yes,Suburban,69487.47585479343,6.0,Graduate School
,4.96606178529287,0.4048419543587489,Male,Osaka,44.0,Yes,Urban,64171.07542020688,4.0,Graduate School
Single,6.073817032904732,-0.5051075835258851,Female,Kyoto,46.0,No,Suburban,38350.94436557566,4.0,High School
Single,6.151788088678446,-0.17685952438725078,Male,Kyoto,65.0,No,Rural,44899.41074288191,6.0,College
Married,6.0244277783772935,-0.020619227680607033,Female,Tokyo,51.0,No,Rural,39879.36428509292,6.0,College
Married,5.884304066247007,-0.47454417290337547,Male,Kyoto,31.0,Yes,Suburban,71640.57193079706,,College
Married,6.6426404315167495,0.45602358787363706,Male,Kyoto,52.0,No,Rural,49820.178686458086,6.0,High School
Single,4.625010460004297,0.20269248061052791,Male,Kyoto,47.0,Yes,Urban,57507.491848344405,3.0,College
Married,,-0.29194043474558795,Female,Tokyo,55.0,Yes,Rural,60866.86548458604,5.0,Graduate School
Single,5.812461586767114,0.7436219738532502,Male,Kyoto,47.0,No,Rural,,5.0,High School
Married,6.171312964139995,0.12065715338954153,Male,Kyoto,38.0,Yes,Urban,32977.91886213959,6.0,Graduate School
Single,4.035560518274235,-0.2792708675234309,Male,Osaka,44.0,Yes,Rural,60504.740311760615,3.0,Graduate School
Single,5.7185568345909505,-0.6271098931682496,Female,Kyoto,54.0,No,Rural,65382.23272644312,5.0,High School
Single,5.18241570200408,0.428986724046868,Female,Tokyo,48.0,Yes,Rural,62642.53770831421,5.0,College
Married,6.813101585744764,-0.5316610355059089,Female,Tokyo,48.0,No,Rural,32168.238734156697,5.0,Graduate School
Single,5.150612008769818,0.32930243134597603,Male,Kyoto,44.0,Yes,Urban,54361.36082724527,5.0,College
Divorced,5.721775956193888,-0.6909651547120841,Male,Osaka,48.0,Yes,Suburban,,4.0,Graduate School
Single,5.39910487479277,-0.2586192639562106,,Kyoto,36.0,Yes,Rural,58016.50843113802,5.0,High School
Married,6.08394233161851,0.007130027077480339,Male,Tokyo,36.0,Yes,Urban,50328.5520985291,6.0,High School
Divorced,4.473162045534938,-0.36801186243839284,Male,Kyoto,48.0,Yes,,53300.32990578544,2.0,High School
Single,6.5800689338266425,0.05654363201602719,Male,Tokyo,45.0,Yes,Urban,56931.36591324628,6.0,College
Single,5.823884651006028,-0.10168328998066467,Female,Tokyo,44.0,Yes,Urban,60757.91282042896,5.0,Graduate School
Divorced,5.649519730488203,0.028108492851145805,Male,Kyoto,50.0,Yes,Rural,69377.76982159793,4.0,College
Married,3.6064920441034376,-0.04870122979090308,Male,Osaka,27.0,Yes,Urban,,4.0,High School
Single,6.175306871807689,-0.18442804048806233,Male,Kyoto,43.0,Yes,Suburban,47398.78500758056,5.0,College
Single,5.772378288803124,-0.25339090727505315,Female,Tokyo,55.0,No,Suburban,66074.3001179729,4.0,Graduate School
Divorced,4.9764861753193905,-0.435081277274558,Male,Osaka,52.0,Yes,Rural,48273.64199085394,3.0,Graduate School
Single,6.147831258307257,-0.5603899901816277,Male,Kyoto,,Yes,Urban,50849.04440393106,6.0,High School
Divorced,6.22818920270604,0.022473405276077996,Female,Kyoto,48.0,Yes,Urban,77224.2312645618,5.0,Graduate School
Divorced,6.150437568094732,-0.20683748829970977,Male,Tokyo,35.0,Yes,Rural,42557.04489579099,6.0,Graduate School
Married,5.624179237071312,0.6891278334378251,Male,Osaka,46.0,No,Urban,70191.36306723271,,Graduate School
,5.7150393980687655,-0.6235350118750806,Male,Kyoto,33.0,Yes,Urban,43087.84805326767,5.0,College
Married,5.080646734702949,-0.30445043426899554,Female,Osaka,60.0,No,Rural,52008.77425960291,5.0,Graduate School
Married,4.877638503283144,-0.3088607855240789,Male,Kyoto,40.0,Yes,Suburban,60011.44997771147,4.0,Graduate School
Single,4.148453679798448,0.34347603992044506,Male,Tokyo,43.0,Yes,Urban,61046.10507283577,3.0,Graduate School
Single,5.101903004698058,,Male,Kyoto,54.0,No,Rural,55982.938596929474,6.0,College
Single,5.445263386350954,-0.3952418022925451,Male,Kyoto,41.0,No,Suburban,37227.162575778115,5.0,High School
Divorced,7.556335157667096,-0.13830591717624413,Female,Osaka,49.0,Yes,Urban,56260.86983967724,6.0,Graduate School
Single,3.843658632004966,0.23623103267473522,Female,Kyoto,43.0,Yes,Suburban,58971.0178940051,2.0,College
Divorced,5.5382358554970965,-0.1537345759710398,Female,Tokyo,42.0,Yes,Suburban,63588.18450518074,4.0,College
Divorced,5.8037798612586196,0.44271937879652057,Female,Tokyo,44.0,No,Rural,52525.44211527208,5.0,High School
Married,5.550021414096794,-0.9175530072766451,Female,Kyoto,33.0,Yes,Urban,77215.73250255537,6.0,College
Divorced,5.718694165184103,0.34227317680761893,Female,Osaka,50.0,Yes,Urban,59727.77414981035,3.0,Graduate School
Divorced,6.141455061062213,-0.19648210523878445,Male,Tokyo,46.0,Yes,Suburban,65539.06445512958,5.0,High School
Divorced,4.998724503210721,-0.4554262616651314,Male,Osaka,42.0,No,Urban,72639.5219651289,4.0,Graduate School
Married,5.854281528004481,1.0655288197106922,Male,Tokyo,46.0,No,Rural,36531.90225929533,4.0,Graduate School
Divorced,6.849165498184371,0.28434162519014994,Female,Kyoto,46.0,Yes,Urban,71249.02723797245,5.0,Graduate School
Married,5.126254742587406,0.07320016864676981,Female,Kyoto,75.0,No,Urban,54263.52102757826,7.0,High School
Divorced,3.9572882069798982,-0.4636572433549133,Male,Kyoto,26.0,Yes,Suburban,36406.95033718354,4.0,Graduate School
Divorced,5.21848179185988,-0.23262059987703043,Male,Kyoto,37.0,Yes,Urban,53561.73449069559,5.0,High School
Divorced,4.4949094776906815,0.4116880027046267,Male,Tokyo,56.0,Yes,Urban,48119.18976868138,2.0,High School
Divorced,7.1211947394312345,-0.7486783051539455,Male,Kyoto,47.0,Yes,Suburban,64287.49130595813,6.0,Graduate School
Married,4.488621808449506,-0.17107418534328245,Male,Kyoto,53.0,No,,51778.73638844797,5.0,High School
Single,6.145838206720644,0.08362134967538182,Female,Osaka,50.0,Yes,Suburban,60688.09488714677,4.0,Graduate School
Married,5.14844777852881,-0.33665931829620344,Male,Kyoto,43.0,No,Rural,51307.578574374216,4.0,
Divorced,5.585790503692098,0.5648563924823052,Female,Tokyo,60.0,Yes,Urban,67881.3427055317,3.0,Graduate School
Married,5.246283985378733,-0.9108488988489579,Male,Tokyo,65.0,No,Suburban,51876.24298120313,6.0,High School
Divorced,5.9839964736834865,-0.07276421765041036,Female,Kyoto,,Yes,Suburban,39604.050707129674,4.0,High School
Single,5.468120894302711,-0.17080202813623718,Male,Kyoto,45.0,Yes,Urban,37589.93368094317,4.0,High School
Divorced,5.508009110828997,-0.17678156112661858,Male,Osaka,45.0,Yes,Urban,59492.64186388981,5.0,College
Married,6.901483048944139,0.46365255362296987,Female,Kyoto,55.0,No,Rural,60293.32580376539,5.0,High School
Divorced,6.8315724576200525,-0.019823047182388087,Female,Osaka,44.0,Yes,Urban,53435.21067656767,6.0,College
Divorced,,-0.2837775631398147,Male,Tokyo,46.0,No,Suburban,31055.075211422245,5.0,High School
Divorced,7.2307988334226385,0.20353346259190097,Male,Kyoto,70.0,Yes,Rural,40063.7542166039,5.0,College
Married,5.915083026901028,-0.34509430454598855,Male,Kyoto,60.0,No,Rural,69854.23661477806,6.0,High School
