Location Code,Renew,Age,Online Activity,Education Level,City,Brand Loyalty,Monthly Income,Sex,Months with Company,Marital Status
Suburban,No,47.0,5.450074005883724,Graduate School,New Castle,0.44778007963890487,6653.553334716064,Female,62.0,
Urban,Yes,45.0,6.480215300428674,High School,London,-0.5432575405243745,5336.111165967572,Male,59.0,Divorced
Rural,No,45.0,6.533221028501923,College,New Castle,-0.010950385126541562,,Male,,Married
Suburban,No,55.0,5.156228716087931,Graduate School,New Castle,,4216.0150044368975,Male,75.0,Married
Urban,Yes,,3.6136192647283494,High School,New Castle,-0.14795714399706042,4958.076005730259,Male,51.0,Divorced
Rural,No,49.0,4.486207716658801,College,Manchester,-0.8444425684463908,4419.412996840515,Male,69.0,Married
Rural,No,47.0,6.210281651424122,High School,Manchester,-0.37994970794818356,4096.432855503877,Male,71.0,Married
Rural,No,68.0,7.2590286662262065,Graduate School,London,0.1431840700148072,3976.877389316843,Female,71.0,Married
Rural,No,44.0,5.894708598899721,Graduate School,Manchester,-0.3377756056641588,5155.372050021785,Female,63.0,Divorced
Rural,Yes,53.0,3.7008804382236944,Graduate School,New Castle,-0.21916427600863547,3966.224247644669,Male,45.0,Divorced
Urban,Yes,48.0,6.400787524170584,Graduate School,Manchester,-0.7894618229416333,5340.650727636045,Male,59.0,Single
Urban,Yes,55.0,6.238258744227449,College,London,0.1513714544958789,5181.503971159626,Male,32.0,Single
Urban,Yes,45.0,6.434385640007872,College,New Castle,0.0016864040457476026,3918.350868538885,Male,92.0,Divorced
Suburban,No,45.0,4.091220483024118,Graduate School,London,-0.30157053916146914,4958.16221724227,Female,71.0,Married
Rural,No,39.0,7.192322416618465,High School,New Castle,0.18377389644022002,4680.842864568137,Female,54.0,Married
Urban,Yes,53.0,4.1140783802232965,High School,Manchester,-0.14804771153623356,4288.806151746673,Female,56.0,Divorced
Suburban,Yes,48.0,7.398262727392403,College,London,-0.30215219554487993,4485.284014073428,Female,52.0,Divorced
Suburban,No,45.0,5.745162450764637,High School,Manchester,0.1252769353904158,5590.773359384744,Male,62.0,Divorced
Suburban,Yes,46.0,5.376508024501467,Graduate School,,-0.33468177625006057,2863.428462418274,Female,61.0,Divorced
Urban,Yes,45.0,5.537820923265427,High School,London,-0.6392845718313432,5989.221315402953,Female,50.0,
Urban,No,54.0,3.502113149946405,Graduate School,Manchester,-0.07354762958424868,7076.451563198108,Female,,Divorced
Suburban,Yes,41.0,5.296280675751786,College,Manchester,-0.47805677315773576,4101.269812228928,Male,22.0,Divorced
Urban,Yes,48.0,8.09892542389057,High School,Manchester,-0.139934260990549,2891.2656935225705,Female,72.0,Divorced
Suburban,No,52.0,6.480918928028984,College,Manchester,0.006174107221200709,3166.7697573793857,Male,58.0,Married
Rural,No,62.0,4.453084607591432,High School,New Castle,-0.794544848394835,6210.24744683349,Female,72.0,Divorced
Urban,Yes,36.0,4.883259391843509,College,London,-0.36742131448583554,3120.426594045123,Male,45.0,Single
Urban,Yes,42.0,5.50978856799757,Graduate School,London,-1.4998095644109657,5588.280354780513,Male,47.0,Single
Rural,No,47.0,5.2500106488571445,Graduate School,London,0.6515101575358799,4632.373176475161,Female,51.0,Married
Urban,No,,4.595505339404686,High School,New Castle,-0.08994378772709963,4862.152734801466,Female,52.0,Married
Suburban,No,48.0,5.637934401739368,Graduate School,London,0.4319097183491375,5579.610852302836,Male,60.0,Married
Rural,No,58.0,5.364681986561478,College,London,-0.1964792328778166,6579.406175512146,Male,67.0,Single
Suburban,No,44.0,6.096121434529521,Graduate School,New Castle,-0.45987438800284697,5161.849629227198,Female,55.0,Single
Rural,No,24.0,3.9206112932450354,High School,Manchester,-0.1152549171281988,5352.235833045719,Male,38.0,Married
Urban,Yes,44.0,6.3767642600338075,High School,London,-0.42770009623550714,4219.082339668349,Female,69.0,Divorced
Urban,Yes,41.0,4.35796871883865,Graduate School,New Castle,-0.23093848821014934,6463.2480569376185,Male,77.0,Divorced
Rural,No,35.0,3.620889436142055,College,London,-0.702450982927968,6367.9776360867745,Female,63.0,Divorced
Suburban,Yes,55.0,5.691570658426595,College,Manchester,,5340.014832032976,Female,92.0,Divorced
Suburban,Yes,57.0,6.86214173985217,College,Manchester,0.7738081350185022,3281.6226630992214,Male,85.0,Married
Suburban,Yes,54.0,6.979310706515241,Graduate School,Manchester,0.4422034950822138,3807.14311313242,Female,89.0,
Rural,No,48.0,5.855406477443134,High School,Manchester,0.050720323530458744,4419.971067001522,Female,67.0,Married
Suburban,No,52.0,5.199020965578105,College,London,-0.15340551916277742,4263.831519358948,Female,68.0,Married
Urban,Yes,38.0,6.2629651302422795,High School,London,-0.5393114929011229,3956.4144916272508,Male,24.0,Single
Urban,Yes,57.0,6.6815170375707655,Graduate School,New Castle,0.07309766335768864,5031.330790970669,Female,55.0,Single
Rural,,50.0,,College,New Castle,0.03545683490595469,4690.672152348585,Male,64.0,Single
Urban,Yes,44.0,5.555245637997738,Graduate School,Manchester,-0.10487548039854802,5177.750847845213,Male,50.0,Married
Rural,Yes,51.0,6.405643314452692,College,Manchester,-0.3153233747297308,4890.356498150142,Male,46.0,Single
Urban,Yes,50.0,4.491712779884118,Graduate School,New Castle,0.26941644484221594,5369.652134815056,Female,30.0,Divorced
Urban,Yes,65.0,4.164454890124297,Graduate School,New Castle,0.42896264609489454,2716.4555940649007,Female,68.0,Single
Rural,No,37.0,5.05101864561545,High School,,-0.19964539787381896,4093.801998985255,Male,58.0,Divorced
Rural,Yes,50.0,5.599489674036237,College,New Castle,-0.6113818136332999,2261.338034924473,Female,79.0,Single
Urban,Yes,42.0,5.759125717030269,High School,New Castle,0.17693580607902593,6480.012498205477,Male,60.0,Married
Rural,Yes,53.0,6.3735511060451895,Graduate School,Manchester,0.825686193473169,2921.7951206087105,Female,85.0,Divorced
Rural,No,36.0,4.785268499141683,College,New Castle,-0.06446520748530357,5127.335152819221,Female,60.0,Married
Suburban,No,61.0,5.018539069773504,Graduate School,,0.30459521638917786,6156.869054722909,Female,63.0,Married
Suburban,Yes,41.0,10.0,College,New Castle,-0.3695908168714959,5839.782222818348,Male,62.0,
Suburban,Yes,50.0,8.419657258767879,High School,London,-0.5362324726297286,4534.49841927584,Male,62.0,Single
Urban,Yes,38.0,2.7614776814373827,Graduate School,Manchester,0.3386637322773174,4428.320107403303,Male,57.0,Single
Rural,No,43.0,5.510118132548791,High School,New Castle,-0.32982184885339844,4816.773616888276,Female,57.0,Married
Rural,No,44.0,5.671608944958712,High School,Manchester,0.1816352319479586,6603.5668601110565,Female,61.0,Married
Urban,Yes,49.0,6.645813028597338,College,New Castle,-0.27974439376565197,4453.365215202336,Female,78.0,Single
Rural,No,57.0,7.331951239639072,High School,New Castle,0.2477632130831866,4824.6545358753765,Male,61.0,Married
,Yes,52.0,8.033526257931573,Graduate School,Manchester,-0.6918545156304321,5091.822309398605,Female,112.0,Divorced
Urban,No,40.0,3.3097547710121424,High School,London,,5279.463759840135,Male,62.0,Divorced
Rural,No,47.0,7.13103632862743,High School,New Castle,0.3791059017807845,3776.845693659475,Male,68.0,Married
Rural,Yes,63.0,6.633009588991847,High School,New Castle,0.4047763183230433,2549.2060721533535,Male,66.0,Single
Rural,Yes,43.0,5.516514907926854,Graduate School,New Castle,-0.7099763920298865,5695.920910944566,Female,62.0,Divorced
Suburban,Yes,46.0,5.300337099315308,College,New Castle,-0.27261711723659865,2760.445523827863,Female,30.0,Single
Suburban,No,60.0,5.223672856075591,High School,New Castle,-1.2612305465381497,5190.235377697659,Male,71.0,Married
Rural,No,50.0,7.242822754199523,High School,Manchester,0.2804862803836071,4462.648306781304,Male,77.0,Married
Rural,No,49.0,3.6024968893914697,College,New Castle,-0.7912817056762816,4026.522655832764,Male,72.0,Single
Rural,Yes,51.0,6.006393737755984,College,New Castle,0.1742666870093042,5531.986992532915,Male,81.0,Single
Rural,No,37.0,6.13207679379237,Graduate School,Manchester,-0.08555776830974829,3473.9012159265612,Male,56.0,Divorced
Urban,Yes,55.0,4.6937565771227785,High School,Manchester,0.5578159501856287,4774.8708124954155,Male,83.0,Divorced
Rural,No,51.0,4.1624466647863025,College,New Castle,0.4277845375978001,4616.637528892174,Female,64.0,Married
Urban,Yes,44.0,6.4783185382600985,Graduate School,New Castle,-0.5728544329724529,5286.086313615907,Female,29.0,Divorced
Suburban,No,43.0,5.9061315306013125,College,New Castle,-0.888745627103997,4316.169298260302,Female,66.0,Divorced
Urban,Yes,47.0,6.235037854724389,Graduate School,Manchester,-0.1026449260531489,5087.239857155866,Female,34.0,Divorced
Urban,Yes,49.0,4.043759918474293,High School,London,-0.543801017217628,3417.928572137851,Male,18.0,Divorced
Suburban,Yes,64.0,4.506789173192837,College,London,0.47061147775095846,5828.904424948064,Female,76.0,Divorced
Urban,Yes,42.0,5.741918800650235,Graduate School,Manchester,-0.016271109325829203,4049.459991330812,Female,76.0,Single
Rural,No,59.0,7.915770558372545,Graduate School,New Castle,-0.6654579047808031,5370.380956163471,Male,77.0,Married
Urban,Yes,46.0,5.287411204649686,College,London,-0.33634508642742583,4101.596102081233,Male,97.0,Married
Urban,No,44.0,5.818414734023667,Graduate School,London,0.18903633519306007,3906.3768084813487,Male,55.0,
Suburban,No,43.0,7.6281644704984854,Graduate School,Manchester,-0.15702854512493625,5311.711539515778,Female,66.0,Single
Rural,No,41.0,5.643672058823043,College,Manchester,-0.6817656297236054,2849.0676593406224,Male,71.0,Married
Urban,Yes,53.0,2.8562630128255875,Graduate School,Manchester,-0.6506753498094755,5336.1464287969175,Female,39.0,Divorced
Urban,No,43.0,6.891758038604809,Graduate School,Manchester,-1.3804151995184986,3950.1596712303462,Male,73.0,Divorced
Urban,Yes,55.0,3.437003552910163,High School,London,0.49035307566215525,3712.928812122344,Male,103.0,Single
Urban,No,43.0,5.502690390489666,Graduate School,Manchester,0.47682768023169997,5003.2574605850905,Male,60.0,Married
Suburban,No,50.0,5.867646394107695,Graduate School,London,0.9229518869355104,5295.083348196784,Male,58.0,Divorced
Rural,No,49.0,5.04892469434351,College,New Castle,-0.2707288229913048,3811.917081222265,Male,70.0,Divorced
Urban,Yes,46.0,6.069678120140434,Graduate School,Manchester,-0.2951568884315725,4493.9241546045505,Female,84.0,Divorced
Urban,Yes,49.0,6.307894090172229,Graduate School,London,-0.19242904260943172,3294.354346803046,Female,101.0,Divorced
Urban,Yes,43.0,3.6765328979320504,College,Manchester,-0.5860304310480344,5199.046599720575,Female,44.0,Divorced
Urban,Yes,43.0,4.029794123733611,High School,London,-0.3739872479559924,3195.6367411546285,Female,49.0,Divorced
Urban,Yes,44.0,4.9672887983738665,Graduate School,Manchester,-0.2676290769150771,4147.854679903051,Female,70.0,Divorced
Urban,Yes,61.0,7.87415886654009,College,New Castle,-0.0377185658527025,6621.1939516817565,Male,47.0,Divorced
Suburban,,65.0,4.933591439957155,Graduate School,New Castle,0.39595045518672045,6897.218260164943,Female,81.0,Divorced
Suburban,Yes,48.0,4.235664313453983,High School,New Castle,-0.35694815990479095,6337.744074543985,,61.0,Divorced
Urban,Yes,60.0,5.024649523925506,High School,London,0.2818604952174397,4145.586600327844,Female,84.0,Divorced
Suburban,Yes,52.0,6.542702930468611,Graduate School,London,-0.1490675533289946,2625.213517626108,Female,55.0,Divorced
Urban,Yes,58.0,5.373044863895359,Graduate School,London,0.5526679763986752,4388.836661310438,Female,50.0,Single
Rural,Yes,51.0,6.7542246837340105,College,New Castle,-0.15225729849921846,,Female,64.0,Single
Urban,No,48.0,4.264983474420675,High School,Manchester,0.2606222749697531,4429.656948637985,Male,51.0,Single
Urban,Yes,45.0,7.69353208148743,High School,New Castle,-0.6132534681201268,1507.6149968939608,Male,83.0,Divorced
Rural,No,55.0,4.250604226422786,Graduate School,Manchester,-0.04163568790217975,,Male,73.0,Married
Rural,,37.0,6.246403046082142,High School,New Castle,-0.8134098221674955,4489.669044298951,Female,60.0,Married
Rural,No,62.0,5.6407107026913135,College,Manchester,0.2075554293320454,4512.3368197185855,Female,77.0,Single
Suburban,Yes,46.0,6.0556539163371825,Graduate School,New Castle,-0.7011542763625148,3856.675275457941,Female,59.0,Divorced
Urban,Yes,21.0,4.728171635472994,High School,New Castle,-1.4264723984119079,3821.994154868345,Male,58.0,Single
Suburban,No,44.0,6.284805668323361,High School,New Castle,0.24715610962396306,4943.223429422864,Male,34.0,Married
Suburban,No,36.0,6.053717052882199,High School,London,0.2792958881225196,4176.045530779114,Male,52.0,Divorced
Urban,Yes,47.0,6.081291455584715,College,New Castle,-0.401362950444646,3947.543101793855,Male,45.0,Single
Suburban,No,63.0,7.515788301119827,High School,New Castle,0.01713142615438401,3823.765838042497,Female,69.0,Married
Rural,No,37.0,5.291444076158619,College,London,-0.8929898712928513,5578.696861373581,Female,56.0,Married
Urban,Yes,40.0,5.59318038984685,College,London,-0.3511136847005679,3217.1315481727497,Male,,Divorced
Suburban,No,38.0,5.739766987929099,High School,New Castle,-0.41012560599100195,4950.207180007778,,59.0,Single
Suburban,Yes,50.0,5.062305336404983,,London,-0.2361778776283282,4599.691020618535,Male,89.0,Married
Urban,No,51.0,6.981029456901814,College,New Castle,-0.1901261978231621,5884.732869682048,Male,70.0,Divorced
Urban,Yes,55.0,2.9622251887422437,Graduate School,Manchester,-0.10806365310828356,3272.75723572309,Male,84.0,Single
Suburban,,51.0,6.578209849669736,College,,0.0018659181138834247,5360.526928587194,Male,68.0,Divorced
Rural,No,46.0,5.398669480388227,College,Manchester,0.3163391313041477,3370.5253728409725,Male,54.0,Married
Rural,No,35.0,4.627845810680279,College,Manchester,-0.2588692482894141,4270.62882721363,Female,45.0,Divorced
Rural,Yes,57.0,4.593092788011814,High School,New Castle,-0.17595576566524948,4081.884865720779,Female,30.0,
Suburban,Yes,65.0,5.437470365899177,College,London,-0.16186021440105727,3331.1096318317104,Male,64.0,Divorced
Suburban,No,64.0,8.068942253998715,Graduate School,London,-0.14632233030919195,4688.748628731963,Female,76.0,Married
Suburban,Yes,53.0,5.178548344641622,Graduate School,Manchester,-0.40454262820539666,4737.113515960221,Female,95.0,Single
Urban,Yes,36.0,6.377756786204611,Graduate School,London,-0.9196899504994456,4855.907937459769,Female,93.0,Divorced
Suburban,No,51.0,5.826069831562624,College,New Castle,-0.31063467383524823,1870.2487516788906,,55.0,Married
Urban,Yes,46.0,7.544287417883131,Graduate School,Manchester,-0.23118217410476688,4556.059083031646,Male,62.0,Married
Suburban,Yes,,6.042933830208835,Graduate School,New Castle,,3680.8616490326044,Male,80.0,Divorced
Rural,No,56.0,5.453145510572966,Graduate School,Manchester,-0.5403101060464982,3884.9078456454936,Female,76.0,Married
Rural,No,36.0,7.131188073551031,High School,Manchester,0.08479192112800377,6415.4689506159975,,47.0,Married
Urban,Yes,46.0,3.113250752855045,Graduate School,London,-0.3466234022479453,4109.1899337026,Female,66.0,Divorced
Suburban,No,49.0,5.4199074880866185,Graduate School,New Castle,-0.21473907444564294,4105.230863479815,Female,67.0,Married
Suburban,Yes,50.0,6.467744481128152,Graduate School,Manchester,0.015226160604861094,4216.999873120587,Female,71.0,Single
Urban,Yes,51.0,5.92689557483523,High School,New Castle,-0.07654175597654553,6051.533869828043,Female,77.0,Single
Urban,Yes,66.0,6.359697629264576,High School,Manchester,0.40870009665959905,6609.195458035109,Female,47.0,Divorced
Rural,No,49.0,6.723453194654257,High School,New Castle,-0.7216589496190944,4811.322998176209,Male,80.0,Married
Urban,Yes,49.0,4.36289849238074,High School,Manchester,0.29208799277181163,6203.82607710114,Female,74.0,Divorced
Urban,Yes,44.0,4.973365725094921,Graduate School,New Castle,-0.19262995943338507,5087.153722200497,Male,70.0,Divorced
Suburban,No,42.0,6.853258091824654,High School,Manchester,-0.18730503676504257,6178.124050254947,Female,76.0,Single
Rural,No,58.0,5.92493613710706,High School,London,0.21776387703456612,2967.409428683116,Male,64.0,Married
Suburban,Yes,39.0,3.607782411693063,High School,New Castle,,5882.3216406432775,Female,97.0,Married
Urban,Yes,52.0,5.194889735975184,High School,Manchester,-0.007403873263081895,4617.187136529673,Male,44.0,Divorced
Rural,No,43.0,4.967915342944177,College,London,0.14738235291626017,6562.113176108978,Female,54.0,Married
Suburban,Yes,,5.5726076480364375,College,Manchester,-0.04475343006714799,4436.367211109174,Male,64.0,Single
Urban,Yes,40.0,5.4674394690667,High School,Manchester,0.6114397260603759,3577.0559333126207,Male,61.0,Single
Suburban,,39.0,6.320422081591317,College,New Castle,0.7733458155763351,3669.035650688888,Female,29.0,Married
Urban,Yes,58.0,5.106477946868669,High School,,-0.28714532807427007,4134.910788844689,Female,65.0,Single
Urban,Yes,56.0,5.558717750294448,Graduate School,Manchester,0.08481535316066657,3456.66886681894,Male,70.0,Married
Rural,No,53.0,5.483490800461206,Graduate School,London,-0.33900781964526827,5542.527023995252,Female,52.0,Divorced
Suburban,No,,2.3519920590838677,Graduate School,London,-0.6784046350354878,6228.704431102788,Male,61.0,Married
Urban,Yes,41.0,5.138326903423533,College,London,-0.6711804953769329,4279.633826046791,Female,43.0,Married
