Location Code,Months with Company,Annual Income,Age,Marital Status,City,Sex,Renew,Brand Loyalty,Online Activity,Education Level
Suburban,102.0,36961.289982780945,,Divorced,Udon,Female,No,0.6831537199813769,3.6365381553707596,College
Suburban,44.0,52291.730262659694,61.0,Single,Udon,Female,Yes,0.34935704580800725,6.97481126490995,High School
Rural,55.0,65927.02375067059,52.0,Divorced,Mahasarakam,,No,0.6371185331547408,3.940249479047433,College
Urban,46.0,55205.92726850949,46.0,Single,Udon,Female,Yes,0.6506276333044683,5.610466274770552,High School
Suburban,38.0,53578.47177939455,42.0,Divorced,Udon,Female,Yes,0.3962412634205086,7.601738928191822,College
Suburban,57.0,52411.00686471295,55.0,Divorced,Mahasarakam,Female,Yes,1.11210376380746,5.059734742831762,High School
Suburban,52.0,,55.0,Married,Mahasarakam,Female,No,-0.3346474012948705,3.9402949035657118,Graduate School
Urban,83.0,71359.57604106088,37.0,Married,Mahasarakam,Female,No,-0.9652599346231614,4.678096362577674,Graduate School
Rural,31.0,83347.60502200159,47.0,Single,Khon Kaen,Male,No,-0.8005953213281044,5.6439803052936615,High School
Urban,63.0,38393.64709792369,31.0,Single,Mahasarakam,Female,Yes,0.08085707599154501,6.684704046480366,College
Urban,70.0,47516.66340399707,49.0,Married,Mahasarakam,Female,No,0.25820892944987117,3.339351782851277,High School
Urban,48.0,42537.38585834255,33.0,Divorced,Khon Kaen,Male,Yes,0.48722235381271095,7.737660861050372,College
Urban,86.0,31507.867531659376,46.0,Single,Udon,Male,Yes,-0.15228955243729456,5.219286370714958,Graduate School
Urban,,57742.152409775445,52.0,Divorced,Udon,Male,No,-0.6998841791407866,4.467428380449642,Graduate School
Urban,53.0,36911.21747034118,34.0,Divorced,Mahasarakam,Female,Yes,0.6418483875371774,5.189462963632812,College
Urban,39.0,62203.425537522045,46.0,Single,Udon,Female,Yes,1.2541772845884345,5.8062103629747535,High School
Rural,38.0,51568.04676722524,31.0,Divorced,Khon Kaen,Female,Yes,0.8756426356016207,5.773657562689659,Graduate School
Rural,65.0,86045.5064959971,54.0,Married,Khon Kaen,Female,No,-0.15353622070704295,,College
Rural,36.0,77178.09688044558,50.0,Single,Mahasarakam,Male,No,-0.7585278692410696,6.390198371403455,College
Rural,,62393.543258031685,51.0,Married,Mahasarakam,Female,No,-0.2630610333049193,4.61330087481287,College
Rural,73.0,61492.48515586094,42.0,Married,Khon Kaen,Male,No,-0.4159943920315973,7.079521966433813,High School
Suburban,57.0,28643.129167189465,48.0,Divorced,Mahasarakam,Male,Yes,-0.1869318382586175,7.482494825075048,College
Urban,35.0,55899.42941311403,34.0,Single,,Male,Yes,0.8996982533159315,4.862089403016663,College
Rural,68.0,50420.18259802147,31.0,Single,Mahasarakam,Female,No,-0.40026762217707984,4.326050623758552,High School
Suburban,77.0,70036.77634060942,55.0,Married,Mahasarakam,Female,No,-0.4295987965385042,5.310864599091794,Graduate School
Urban,31.0,55442.9488591547,36.0,Divorced,Khon Kaen,Male,Yes,-0.23147886178305926,8.435280468340114,College
Urban,97.0,34082.63561404626,39.0,Married,Khon Kaen,Female,No,-0.07858698047901766,5.362454795674845,High School
Urban,86.0,59457.47832978078,,Divorced,Khon Kaen,Male,No,-0.9910583502829087,7.484655111573201,Graduate School
Rural,84.0,50361.66679188535,45.0,Married,Udon,Male,No,0.00877747972794319,2.442120071071945,High School
Rural,70.0,44811.37100696386,55.0,Married,Udon,Female,No,-0.34427235304934456,3.943601282095352,High School
Urban,44.0,56436.91251499474,31.0,Divorced,Udon,Female,Yes,0.2393164875129495,5.986804738631524,High School
Suburban,33.0,52882.98175543441,40.0,Single,Khon Kaen,Female,Yes,0.7054147524211096,6.61136445264295,
Suburban,66.0,72057.79243973547,67.0,Married,Mahasarakam,Male,No,-0.2820812477816644,5.599728084685985,High School
Urban,37.0,51028.58832648178,39.0,Divorced,Mahasarakam,Male,Yes,-0.02731855857093418,8.199951890744241,High School
Urban,46.0,56717.163678680954,60.0,Divorced,Mahasarakam,Female,Yes,0.7107796499088781,7.089778179248751,High School
Rural,65.0,84902.23032592586,40.0,Married,Khon Kaen,Female,No,-0.05289809854980444,4.706293929809063,Graduate School
Urban,46.0,47984.73969956457,46.0,Divorced,Khon Kaen,Female,Yes,0.36419784885638745,6.2337047107886185,High School
Rural,50.0,63469.78838467378,33.0,Married,Khon Kaen,Male,No,-0.4592162484898106,3.2945572839079156,Graduate School
Suburban,45.0,42152.95749559192,24.0,Single,Mahasarakam,Male,Yes,0.7840680957681184,6.539153158859238,High School
Suburban,12.0,47645.63601095164,51.0,Single,Udon,Male,Yes,0.24763957566995845,8.141136124874059,Graduate School
Urban,79.0,23527.93233610446,53.0,Single,Khon Kaen,Female,Yes,-0.9212962718099228,6.165936206592931,High School
Suburban,48.0,59282.000722292956,46.0,Single,Mahasarakam,Female,Yes,0.38597006759886726,,High School
Urban,32.0,55672.8910024527,55.0,Divorced,Khon Kaen,Male,Yes,-0.001995026252837692,8.151224739761565,Graduate School
Urban,17.0,59234.778246786605,50.0,Divorced,Khon Kaen,Male,Yes,0.6674064348204808,9.42532974695529,High School
Urban,25.0,55205.97959807322,55.0,Single,Khon Kaen,Female,Yes,0.6651007699147413,6.670941003139337,College
Urban,37.0,55791.66717300742,50.0,Single,Udon,Female,Yes,0.9975566660011522,5.752689328996543,College
Rural,54.0,73873.31145088702,44.0,Married,Mahasarakam,Female,No,0.058777909923821856,5.747345942723011,College
Suburban,51.0,38347.33570529986,44.0,Divorced,,Female,Yes,0.17334035391026645,6.585230578462906,College
Suburban,39.0,56774.06171263203,72.0,Single,Mahasarakam,Male,Yes,-0.13434826273758074,8.861867548316056,Graduate School
Rural,70.0,65609.09410763383,36.0,Married,Udon,Female,No,-0.06406923161868815,6.431104999279485,College
Urban,47.0,48094.004732043024,35.0,Single,Udon,Male,Yes,0.5884222236340422,5.007396373097878,High School
Rural,76.0,56452.754189269035,47.0,Married,Mahasarakam,Female,No,0.7900336541759795,5.329979521612583,College
Urban,22.0,65228.00149761844,50.0,Divorced,Mahasarakam,Male,Yes,0.6097882527981758,7.474127305763306,Graduate School
Suburban,39.0,61370.824097033066,32.0,Divorced,Udon,Female,Yes,0.6082155212016086,6.721750962986189,High School
Urban,39.0,43692.823181122,63.0,Married,Udon,Male,Yes,0.6186880814162912,6.77395846739789,High School
Rural,78.0,28166.74378347642,51.0,Single,Mahasarakam,Male,,,4.85568340532971,Graduate School
Urban,34.0,42193.65258000947,42.0,Married,Khon Kaen,Male,Yes,0.7571212981616782,7.574315594743151,Graduate School
Rural,73.0,53836.27165245582,55.0,Married,Udon,Male,No,-0.725481849409225,6.322821484750568,College
Urban,70.0,69569.54835598788,32.0,Single,Udon,Male,No,0.27020518424005413,3.8229256661833784,Graduate School
Urban,67.0,50986.19736465007,53.0,Single,Khon Kaen,Male,Yes,0.4348645668875823,3.851095159503821,High School
Urban,68.0,34390.77244547801,42.0,Divorced,Mahasarakam,Male,Yes,-0.26119752653047357,6.356103787159241,Graduate School
Urban,52.0,40760.2629215145,40.0,Divorced,Udon,Female,Yes,-0.3234154726606423,6.877315237444297,College
Urban,43.0,32915.37290042225,59.0,Divorced,Khon Kaen,Female,Yes,0.5136686787303436,6.320600214272742,Graduate School
Urban,95.0,87517.0699798131,43.0,Single,Khon Kaen,Female,No,-0.6819728109577181,7.98453449402276,Graduate School
Urban,26.0,56606.92731591,45.0,Single,Mahasarakam,Male,Yes,0.44566446489173656,7.888971672173517,Graduate School
Suburban,59.0,49358.76687048578,44.0,Divorced,Khon Kaen,Male,Yes,0.5776632136810865,5.828203186427168,Graduate School
Rural,54.0,65558.84162811274,20.0,Divorced,Udon,,No,0.280902681087559,4.407811819326788,Graduate School
Suburban,44.0,58328.37029510637,42.0,Single,Khon Kaen,Female,No,-1.445219367235879,8.230296075637346,College
Urban,68.0,45211.324517897796,39.0,Divorced,Khon Kaen,,Yes,0.24811312445884887,,High School
Urban,15.0,63993.74084179978,34.0,Divorced,Mahasarakam,Male,Yes,1.1545480938699,7.687723549386978,High School
Urban,32.0,51104.77718249883,25.0,,Khon Kaen,Female,Yes,0.7438434465456006,6.216533138941533,High School
Urban,21.0,60765.28271784028,53.0,Divorced,Khon Kaen,Male,Yes,0.40216276834673637,7.982678990691642,College
,63.0,27111.577684083535,40.0,Single,Khon Kaen,Female,Yes,-0.28400374352500424,6.786687241935523,Graduate School
Suburban,71.0,61166.661946745924,42.0,Married,Khon Kaen,Female,No,0.04630229303341727,5.717842665403177,Graduate School
Urban,62.0,62067.885413117394,48.0,Married,Mahasarakam,Male,Yes,1.3974186470219343,4.181593718996325,College
Suburban,59.0,81995.85623652439,37.0,Married,Udon,Male,No,-0.0808843537267882,3.7542791606486836,High School
Suburban,56.0,49157.01352844422,39.0,Married,Mahasarakam,Male,Yes,0.24593281900174874,5.037448594615184,High School
Rural,59.0,55370.55779190801,34.0,Single,Udon,Female,,-0.1827088661317462,7.232898489793423,College
Suburban,95.0,54690.69501455942,47.0,Married,Udon,Male,No,0.18782172735929403,6.255160117831536,High School
Urban,86.0,21362.036323687513,33.0,Divorced,Udon,,Yes,-0.4521038104619977,4.993362162141638,College
Urban,61.0,34192.813749787005,53.0,Single,Udon,Male,Yes,-0.2327207758518527,6.83238659999091,College
Rural,65.0,48170.16412159686,50.0,Married,Udon,Male,No,-0.43605541984630025,4.651481668943029,High School
Urban,51.0,41693.05577843976,45.0,Single,Mahasarakam,Female,Yes,0.13224128939644925,,College
Rural,76.0,48337.79731888195,57.0,Married,Udon,Male,No,0.0492603850584211,3.144176151807594,High School
Rural,50.0,46107.35675216416,39.0,Single,Udon,Male,Yes,-0.18243423907484413,6.492875243629043,College
Suburban,73.0,37915.14820080016,28.0,Divorced,Udon,Male,Yes,-0.016270491844265142,4.603080415964048,College
Suburban,62.0,56821.70547613529,65.0,Married,,Male,No,-0.5264328779564936,4.540749142427824,Graduate School
Suburban,62.0,50100.56327154744,27.0,Married,Mahasarakam,Male,No,-0.1521869368321395,4.703163113611362,High School
Suburban,72.0,32527.723928253847,42.0,Single,,Female,Yes,-0.6740718123285492,6.765584303636159,High School
Suburban,,34332.303258993634,40.0,Divorced,Mahasarakam,Female,No,0.3735676355180389,4.99858534934667,Graduate School
Urban,83.0,47212.55282433465,68.0,Single,Udon,Male,No,1.1555092197116104,3.4887018076055414,High School
Urban,27.0,60628.51157244004,56.0,Single,Udon,Female,Yes,0.6496947597354163,7.324982380501785,High School
Urban,85.0,24639.628235140714,36.0,Divorced,,Male,Yes,-0.0821762919737592,5.366057748624831,College
Urban,41.0,58474.74426163084,28.0,Divorced,Khon Kaen,Male,Yes,0.07021217570297501,8.738809696921203,Graduate School
Suburban,17.0,60040.793112406165,49.0,Divorced,Udon,Female,Yes,1.108825752271245,5.502966182312737,College
Suburban,75.0,71480.32602257447,51.0,Single,Mahasarakam,Male,No,-0.02605311749703665,7.488735517189414,Graduate School
Rural,44.0,56608.98594636399,60.0,Divorced,Udon,Female,Yes,-0.04648356238992718,8.198169849038754,College
Urban,42.0,43586.72837244395,31.0,Single,Khon Kaen,Male,Yes,0.13568892533019955,6.782965254870131,College
Urban,47.0,42048.23901569886,32.0,Single,Khon Kaen,Male,Yes,1.0753311429626273,5.60006825224924,High School
Suburban,,47598.8778692517,47.0,Married,Khon Kaen,Male,No,0.3984023680603916,4.0912394536407355,College
Suburban,50.0,44122.17547722892,37.0,Single,Mahasarakam,Male,Yes,0.3080398322704358,,High School
Urban,60.0,40003.128289780594,56.0,Single,Udon,Female,Yes,0.7331317327495954,5.017392563136247,College
Urban,67.0,22797.6767710004,48.0,Divorced,Udon,Male,Yes,-0.3538571265829664,8.606739482476163,High School
Rural,67.0,36393.299952155714,43.0,Single,Udon,Male,Yes,-0.39072313232398237,6.3845952038308615,College
Urban,68.0,25326.290869083634,50.0,Divorced,Khon Kaen,Male,Yes,0.22839922756844785,5.538547976897559,College
Urban,53.0,43055.239227701786,36.0,Single,Mahasarakam,Male,Yes,0.13474031088232447,5.696877641299345,High School
Urban,33.0,54771.73333477504,51.0,Divorced,Mahasarakam,Male,Yes,0.6383085357293581,8.144712512951966,High School
Urban,65.0,39164.87974103193,49.0,Divorced,Khon Kaen,Male,Yes,0.1119925276311028,6.953147511597988,Graduate School
Rural,73.0,62211.564969082596,53.0,Married,Mahasarakam,Female,No,-0.06361464949866098,5.439574698779913,High School
Rural,74.0,48236.530968771265,42.0,Married,Udon,Male,No,-0.26341869698883275,6.55290977039307,Graduate School
Rural,56.0,73880.20685058249,59.0,Divorced,Mahasarakam,Female,No,-0.044643997978703845,5.832832201155088,High School
Rural,63.0,46675.40069249553,49.0,Married,Khon Kaen,Female,No,0.4059773548460571,5.311687034280672,Graduate School
Rural,74.0,55837.44850816952,38.0,Single,Udon,Male,No,0.3879090113727401,6.649419527035214,High School
Suburban,34.0,44524.46053232939,48.0,Single,Mahasarakam,Female,Yes,0.239269263595793,7.780511977335561,High School
Rural,57.0,59032.09698084696,41.0,Married,Udon,Male,No,-0.3847864171936859,5.136148014951193,High School
Urban,25.0,57332.92291121977,44.0,Single,Mahasarakam,Male,Yes,0.6753187793228589,8.396268406407433,College
Suburban,63.0,91071.41710848498,50.0,Divorced,Mahasarakam,Female,No,0.24103438317911963,6.638204614858091,Graduate School
Urban,89.0,27314.651172131154,32.0,Single,Mahasarakam,Male,Yes,-0.38108342594858247,5.519904341945984,College
Rural,38.0,43935.54024105695,45.0,Divorced,Khon Kaen,Male,Yes,-0.16430933704931622,8.204994959958452,Graduate School
Suburban,35.0,56312.834220699384,53.0,Divorced,,Male,Yes,0.7198680100497065,6.453773251208091,College
Rural,64.0,57196.64549775016,47.0,Single,Mahasarakam,Male,No,-0.3187336268372522,8.128384960915668,Graduate School
Urban,52.0,34901.788217990295,58.0,Single,Mahasarakam,Female,Yes,-0.4260451176683814,6.805717380445179,Graduate School
Rural,53.0,48127.272697297754,48.0,Single,Khon Kaen,Female,Yes,0.07469425060220855,7.778340897154912,High School
Suburban,72.0,19093.60511441624,41.0,Single,Mahasarakam,Female,Yes,-1.009284152037186,6.37580131448972,College
Rural,62.0,85630.82398201371,48.0,Divorced,Khon Kaen,Female,No,-0.2816317822525067,,High School
Urban,50.0,38762.003458055704,53.0,Single,Khon Kaen,Male,Yes,0.2633383531547898,6.185309875892757,College
Urban,50.0,31136.932945413122,43.0,Single,Udon,Female,Yes,-0.5100444294741279,7.776945974497243,College
Rural,71.0,64302.16856237162,46.0,Married,Mahasarakam,Male,No,-0.2741279137440567,6.53369594990737,High School
Rural,69.0,73967.27562240452,64.0,Divorced,Mahasarakam,Male,No,0.5468029764494038,6.212479335535408,High School
Urban,62.0,48977.761609451,47.0,Married,Udon,Male,No,-0.43234410395652617,4.790264691745939,High School
Suburban,58.0,66771.78148811354,53.0,Married,Mahasarakam,Male,No,-0.24636286789636014,4.716478233583109,High School
Urban,70.0,34599.38476993711,31.0,Divorced,Khon Kaen,Male,Yes,0.15960763947246692,5.284095907678262,High School
Suburban,60.0,80385.1276745071,44.0,Married,Udon,Male,No,-0.22741130693134703,3.9449993686356395,College
Suburban,32.0,57697.46498823471,73.0,Married,Udon,Male,Yes,0.4426350846792877,7.115701916206467,College
Suburban,72.0,54636.76655564073,38.0,Married,,Female,No,-0.06869303647242135,4.340487915177976,College
Urban,42.0,30610.768324469813,38.0,Married,Khon Kaen,Male,Yes,-0.11137943264148026,6.528158375772474,High School
Rural,84.0,57777.03829320447,51.0,Married,Mahasarakam,Female,No,0.2321113705920146,5.766708643297117,College
Rural,54.0,24438.86293938317,46.0,Divorced,Khon Kaen,Female,Yes,-0.19767014925150336,7.347297218589283,College
Rural,45.0,79990.54237917127,52.0,Single,Udon,Female,No,-0.8060091164152101,7.342375071118116,Graduate School
Urban,23.0,65407.36196830578,49.0,Single,Mahasarakam,Male,Yes,0.49723490946188914,8.687870934530284,College
Suburban,64.0,34807.32505589042,25.0,Divorced,Mahasarakam,Female,Yes,-0.7094864060872416,5.893051909278386,College
Rural,84.0,52797.83604214487,64.0,Married,Mahasarakam,Female,No,0.42225931805620454,3.7307068068241422,College
Rural,37.0,76950.7096920215,52.0,Divorced,Udon,Female,No,-0.1490152379727497,5.496486293577789,High School
Urban,34.0,49806.651087655664,40.0,Divorced,Khon Kaen,Female,Yes,0.7629852150811063,6.337766879681326,Graduate School
Urban,85.0,41259.21715067051,33.0,Married,Mahasarakam,Male,No,-0.07440398019926728,4.28137354317971,High School
Rural,42.0,54773.07998776429,43.0,Divorced,Khon Kaen,Female,No,-0.8455108226679052,4.740658711375225,Graduate School
Rural,57.0,76615.83956122196,28.0,Single,Mahasarakam,Male,No,0.048908447966935026,5.485397688391623,College
Rural,83.0,63372.48160455206,45.0,Single,Udon,Female,No,-0.03879095524446481,4.888051545777144,Graduate School
Urban,73.0,46983.99417592823,46.0,Married,Udon,,Yes,-0.3031653864638891,,Graduate School
,69.0,42427.30204022748,57.0,Married,Mahasarakam,Male,No,0.5340832466545545,3.4591423484895,High School
Rural,92.0,41487.41400863334,47.0,Married,Udon,Male,,0.04406619915764025,4.976343069847375,High School
Suburban,63.0,23321.288870755652,62.0,Divorced,Mahasarakam,Male,Yes,0.18566406767563176,6.63468905561078,College
,64.0,37321.681479769744,41.0,Divorced,Mahasarakam,Female,Yes,0.6514021303132209,5.575971904247856,College
Suburban,29.0,77685.2518735436,33.0,Divorced,Udon,Female,No,-0.8958608804210351,6.198482337264058,High School
Rural,78.0,37070.34628140256,,Single,Udon,Male,No,0.970904473745302,2.0512154382206433,Graduate School
Suburban,66.0,38868.402066190756,55.0,Divorced,Khon Kaen,,Yes,0.3026214332652321,5.121813833164868,College
Urban,47.0,45223.32449841642,44.0,Single,Khon Kaen,Male,Yes,0.43166755204020857,5.152157459488702,Graduate School
Urban,33.0,59692.75963683066,35.0,Divorced,Khon Kaen,Female,Yes,0.07736598298572794,7.508561282789894,Graduate School
Rural,82.0,53095.947289374795,41.0,Divorced,Mahasarakam,Female,No,-0.4069583446173439,6.36443729410305,Graduate School
Rural,81.0,67253.62626070553,63.0,Single,Khon Kaen,Female,No,-0.7648223140613183,5.635613294678612,College
Urban,64.0,39881.5552922212,64.0,Single,Khon Kaen,Female,Yes,0.7233333972153315,3.729313047004629,High School
Urban,67.0,66433.81672684068,43.0,Divorced,Udon,Female,No,0.18942835183578707,5.374296861187222,College
Rural,67.0,37925.65962469948,42.0,Divorced,Mahasarakam,Male,Yes,0.3134333694682454,,Graduate School
Rural,63.0,69916.42106282698,57.0,Married,Mahasarakam,Female,No,0.5401812570647264,4.00172243376492,Graduate School
Urban,69.0,33949.50585679249,48.0,Divorced,Khon Kaen,Female,Yes,-0.0877998693353561,5.894078671184741,College
Rural,78.0,62008.66101592333,37.0,Divorced,Udon,Female,No,-0.2535901313626042,4.353828199158284,High School
Suburban,91.0,27443.642511448485,,Single,Khon Kaen,Female,Yes,0.10902324006522217,5.12409658065762,High School
Suburban,46.0,37236.389449116075,49.0,Single,Khon Kaen,Female,Yes,0.5848185498214057,5.154895649168361,Graduate School
