Location Code,Annual Income,Years after high school graduation,Marital Status,Sex,Renew,Brand Loyalty,Hours Online,Years subscribed,City,Education Level
Rural,36844.409764243224,37.0,Divorced,Male,Yes,-0.3042159183822646,5.664508998819005,2.0,Udon,Graduate School
Urban,34876.12849805455,43.0,Married,Male,Yes,0.3010132127530992,5.225528182002633,3.0,Udon,High School
Rural,51200.96274386452,31.0,Married,Male,No,-0.28100864665544356,5.2417874730888325,5.0,Mahasarakam,High School
Rural,61541.779485458,28.0,Single,Female,No,0.18053873867773235,2.551050403145465,4.0,Mahasarakam,College
Suburban,60599.84807234393,30.0,Single,Female,Yes,-0.0049460745366141645,7.368422757035711,5.0,Khon Kaen,College
Suburban,71316.52394463796,22.0,Divorced,Female,Yes,-0.5772170379702479,7.770324628289961,6.0,Udon,High School
Rural,48607.78661288708,45.0,Divorced,Female,Yes,-1.0302057178069466,,2.0,Udon,High School
Urban,67760.53525334362,21.0,Divorced,Female,Yes,-0.25818533465815413,6.410312735017109,4.0,Khon Kaen,Graduate School
Rural,50004.7899063821,27.0,Married,Female,No,0.040758470652241974,4.044473896282794,4.0,Khon Kaen,College
Urban,34354.247119387364,33.0,Single,Male,Yes,0.023060192902366855,4.936736566627393,3.0,Khon Kaen,High School
Suburban,51666.95486313417,35.0,,Male,No,-0.025828758252794792,4.733985540805299,5.0,Khon Kaen,Graduate School
Urban,59687.21203327428,31.0,Divorced,Female,Yes,-0.2348595359981727,6.795942245573661,4.0,Khon Kaen,Graduate School
Urban,45419.88878290926,36.0,Single,Male,Yes,-0.7909639103212301,6.351059803004565,3.0,Khon Kaen,College
Suburban,49341.852344093786,31.0,Single,Female,Yes,0.20656769107871475,4.807467159154393,2.0,Mahasarakam,High School
Rural,59856.6520695099,43.0,Married,Male,,0.4644491117084838,3.5073955141371114,4.0,Khon Kaen,College
Urban,44339.622020594106,30.0,Divorced,Female,Yes,-0.22203435402789112,4.932605142850506,4.0,Khon Kaen,High School
Urban,24605.585131736752,44.0,Divorced,Male,Yes,0.44927088888961186,4.587246872304458,3.0,Khon Kaen,Graduate School
Rural,61123.27813205137,14.0,Divorced,Male,No,0.7962035390918706,7.026955919920372,2.0,Khon Kaen,College
Rural,55549.60575934556,38.0,Married,Female,No,0.16692776094357442,3.2397980896149203,4.0,Udon,College
Suburban,36046.26078856902,27.0,Single,Female,Yes,0.17093614140500496,5.093701468173509,3.0,Mahasarakam,High School
Rural,42501.50888366448,30.0,Married,Female,No,-0.552569531393253,4.56901931282695,4.0,Khon Kaen,Graduate School
,65420.991071052464,34.0,Single,Male,No,0.19120318142275333,3.0924794492849714,5.0,Mahasarakam,High School
Suburban,23828.49353743459,38.0,Married,Male,Yes,0.9158362186698941,3.4305292092634168,2.0,Khon Kaen,Graduate School
Rural,50968.83338954196,33.0,Single,Female,No,0.9400065100842532,4.660242255922042,5.0,Khon Kaen,Graduate School
Rural,48473.43382409361,39.0,Married,Male,Yes,0.2147033995322462,6.879840044497669,4.0,Mahasarakam,Graduate School
Suburban,31344.2243597812,30.0,Single,Male,Yes,0.6620599254806874,3.9215365290757243,3.0,Khon Kaen,Graduate School
Rural,42472.11208215073,37.0,Divorced,Female,,0.11711716949841416,4.652894412662785,1.0,Mahasarakam,College
Rural,48919.11174404888,25.0,Married,Female,No,0.4496238698709367,5.102014482349804,4.0,Khon Kaen,Graduate School
Rural,53429.103648415505,31.0,Married,Male,No,-0.4537778289510491,2.952008640413311,4.0,Udon,High School
Suburban,45443.01622656282,30.0,Single,Male,Yes,0.2916381518594148,,4.0,Udon,College
Suburban,23802.116407817186,30.0,Single,Female,Yes,0.1645466245089014,5.0237632114217385,3.0,Udon,High School
Urban,47745.43878745839,25.0,Divorced,Male,Yes,-0.45400177873419684,5.568954251138784,3.0,Khon Kaen,High School
Suburban,51045.860778983995,27.0,Single,Male,No,-0.05950120968417487,7.060100854664146,6.0,Mahasarakam,Graduate School
Suburban,66349.62788519023,23.0,Single,Female,Yes,-0.8122606828781584,7.399289073434612,5.0,Udon,College
Rural,44332.69526013026,32.0,Single,,No,-0.6809332807582317,,4.0,Udon,College
Rural,49537.517415760834,18.0,Married,Female,Yes,-0.44050467111568237,6.335535385347902,4.0,Udon,College
Urban,50123.602143102195,36.0,Divorced,,Yes,0.1120870760195205,5.926676308515216,4.0,Mahasarakam,College
Suburban,67208.15627604933,17.0,Married,Male,No,-0.2911311799591832,4.067462318349535,3.0,Mahasarakam,Graduate School
Urban,53542.91991194856,30.0,Single,Female,Yes,-0.42860442920591285,7.16909874589343,4.0,Udon,College
Suburban,69550.6154715665,36.0,Divorced,Male,Yes,-1.322473021932727,9.575664964615914,6.0,Mahasarakam,High School
Urban,46448.46496859512,38.0,Divorced,Female,Yes,-0.4396971370881587,6.893275317560099,4.0,Mahasarakam,Graduate School
Suburban,37567.24383569336,32.0,Single,Male,Yes,0.2912284968483133,4.138279921922537,2.0,Mahasarakam,High School
Suburban,54026.55086641521,28.0,Single,Female,No,-0.4184457251037254,4.910521528126529,2.0,Mahasarakam,Graduate School
Suburban,43328.689925189734,39.0,,Female,Yes,0.31573176976528466,6.484330033038935,4.0,Mahasarakam,Graduate School
Urban,54820.35101772086,33.0,Divorced,Male,Yes,-0.12392000693032917,7.574148913685908,4.0,Udon,High School
Rural,60295.05264789282,49.0,Married,Female,No,-0.2933813026560671,3.8553654946893765,5.0,Mahasarakam,High School
Urban,22439.76077144291,19.0,Divorced,Male,,-0.27927644591477924,6.844099529698932,5.0,Mahasarakam,College
Rural,66609.5029998943,34.0,Single,Male,No,-0.021972463735439624,5.258457499924587,5.0,Khon Kaen,College
Suburban,40146.546401743944,,Single,Male,Yes,0.11741241762234589,5.570383621414025,4.0,Mahasarakam,Graduate School
Urban,46504.15977547625,42.0,Divorced,Female,Yes,0.20105366027301075,5.111385061746748,2.0,Khon Kaen,College
Rural,56032.315761580634,45.0,Married,Female,No,0.2129253657098985,1.7800735158314738,3.0,Mahasarakam,High School
Rural,37360.699078203776,30.0,Divorced,Male,Yes,0.19205676116127662,5.132619144685197,3.0,Mahasarakam,College
Suburban,44061.02873776374,45.0,Single,Male,,0.3683948591822984,5.056592627446335,3.0,Udon,High School
Urban,71540.4420100806,28.0,Married,Female,No,-0.4759913707505365,4.7014810931660405,7.0,Khon Kaen,High School
Suburban,,18.0,Divorced,Female,No,-0.5064803395509047,6.257484832376333,7.0,Mahasarakam,High School
Urban,52525.89635201336,44.0,Divorced,Male,Yes,-0.18468960345483906,6.682824017076721,3.0,Khon Kaen,High School
Suburban,38164.63968025014,19.0,Single,Female,No,0.24816588607834555,5.795042759021378,5.0,Udon,Graduate School
Suburban,16855.30132356363,21.0,Single,Male,Yes,1.2402943528166674,3.6985748128218408,2.0,Mahasarakam,College
Suburban,66150.65333588804,45.0,Single,Female,Yes,,8.560467283664714,5.0,Mahasarakam,College
Urban,41874.40739933094,21.0,Divorced,Male,Yes,0.2289289181928144,5.45091508357906,2.0,,High School
Rural,49328.9255603975,41.0,Divorced,Female,No,0.35153215176433317,5.285573991663322,4.0,Udon,College
Rural,33207.84050222585,25.0,Single,Male,Yes,0.6467826703114823,3.180157907111652,2.0,Mahasarakam,College
,56538.396387758985,28.0,Married,Male,No,-0.381709416288245,4.722986726236426,5.0,Udon,College
Suburban,35818.44832782392,34.0,Divorced,Male,Yes,0.5290849677652022,4.586951113719473,3.0,Khon Kaen,College
Urban,45753.10622352388,24.0,Divorced,Male,Yes,-0.012411505351902274,5.334222638884876,3.0,Udon,Graduate School
Urban,46308.60658973101,25.0,Divorced,Male,Yes,-0.21989485040095927,6.1315888900977855,2.0,Udon,High School
Urban,41331.37116992941,47.0,Divorced,Female,Yes,-0.027267807065537886,5.700586963754369,4.0,Mahasarakam,High School
Rural,47408.255415490545,25.0,Single,Male,No,0.061875610098384104,6.515901243858316,6.0,Udon,High School
Urban,35474.79867269196,23.0,Single,Male,Yes,0.12269838427818458,5.204244263092709,2.0,Mahasarakam,College
Urban,49210.04020423742,30.0,Single,Male,Yes,,6.517815836936498,,Khon Kaen,Graduate School
Urban,30864.84171083504,32.0,Divorced,Male,Yes,0.4151566014524598,4.8297055382025675,3.0,Mahasarakam,High School
Urban,65076.01861933391,31.0,Divorced,Female,Yes,-0.5784124708531562,8.139560070617222,6.0,Udon,High School
Suburban,52820.62254653641,40.0,Married,Male,No,0.7494033250139053,4.126286232920732,5.0,Mahasarakam,Graduate School
Suburban,28275.970784653866,36.0,Divorced,Female,Yes,0.59902372900773,4.385784189053566,3.0,Khon Kaen,Graduate School
Suburban,43479.01064095311,31.0,Married,Male,Yes,0.14990529651300982,4.270146272294518,2.0,Udon,Graduate School
Suburban,70853.95880782571,29.0,Single,Female,No,-0.5771928137073952,3.4913333719082864,4.0,Mahasarakam,College
Rural,37397.15509593507,,Divorced,Female,Yes,-0.658044116205566,6.372895203762882,2.0,Khon Kaen,Graduate School
Urban,48120.84440332654,30.0,Married,Female,Yes,0.10410941199798218,5.76416911235854,3.0,Udon,High School
Suburban,41468.08763532125,32.0,Married,Male,Yes,0.6022564800185217,4.273483724505624,4.0,Khon Kaen,Graduate School
Rural,90561.24760793199,33.0,Divorced,,No,0.6977373915317611,3.1066909035464176,5.0,Khon Kaen,High School
Suburban,27525.909441767908,22.0,Single,Female,Yes,-0.02811992109548936,5.873217249582173,1.0,Udon,College
Urban,48021.21156430715,40.0,Single,Male,Yes,-0.3547417026113717,6.874689378870222,3.0,Mahasarakam,College
Urban,53093.06839034426,34.0,Divorced,Female,Yes,-0.6818484926944797,6.973120481265577,4.0,Khon Kaen,College
Suburban,71026.74384797552,21.0,,Male,No,0.10848647618764401,4.347147240499081,3.0,Udon,College
Suburban,66178.58004630389,21.0,Married,Female,No,0.7660758714171112,4.917706515666761,5.0,Udon,College
Rural,49399.411671601134,48.0,Single,Female,Yes,-0.38082438628437426,6.489898384057295,3.0,Mahasarakam,College
Rural,48066.43588750931,32.0,Married,Female,No,-0.1848219873678588,6.7037584604267275,7.0,Udon,High School
Rural,54310.00364527227,31.0,Single,Female,No,-0.5752683965195178,5.465567992887819,4.0,Udon,College
Urban,60331.60189517646,34.0,Divorced,Female,Yes,-0.26733844643193727,7.116827975591617,5.0,Mahasarakam,High School
Suburban,31070.675470732247,29.0,Single,Male,No,-0.8737572443113993,6.549808413820934,7.0,Khon Kaen,College
Urban,39633.83075801378,28.0,Divorced,Female,Yes,0.17172563638959903,5.682837058110473,2.0,Mahasarakam,Graduate School
Rural,71662.83998503324,29.0,Single,Female,No,0.5865603971669778,3.95539823570406,6.0,Mahasarakam,College
Urban,51133.71285731869,,Single,Male,Yes,-0.3344086735138388,6.954946268382492,3.0,Udon,High School
Rural,67429.41737476933,25.0,Divorced,Male,No,-0.30759594625126185,5.239432012842977,7.0,Udon,High School
Rural,60827.41299125719,50.0,Married,Female,No,0.8390084776535585,2.8259935781903214,2.0,Mahasarakam,Graduate School
Suburban,42822.58565048114,39.0,Divorced,Male,Yes,0.4433432248927972,5.4604763902098306,3.0,Khon Kaen,High School
Rural,38252.223171660684,59.0,Single,Male,Yes,0.2695631996125964,5.3644616411558665,5.0,Udon,College
Rural,53595.3667599949,31.0,Single,Male,No,0.3122194445747385,3.819745320262316,4.0,Udon,College
Urban,36425.177593370085,37.0,Divorced,Male,Yes,0.06137536463128687,5.2063253952734145,1.0,Mahasarakam,College
Suburban,28617.074558560143,25.0,Divorced,Male,Yes,-0.38765017696310256,4.884238966803913,2.0,Mahasarakam,College
Rural,79424.50973068568,36.0,Married,Male,No,-0.3450513547716232,3.247404495525987,4.0,Mahasarakam,Graduate School
Rural,39821.19376327731,18.0,Divorced,Male,Yes,-0.003996158561627439,5.613821708391666,4.0,Khon Kaen,High School
Urban,42237.86185001824,30.0,Divorced,Female,Yes,-0.05215626732232091,5.907691807250337,4.0,Udon,High School
Rural,64321.22759087806,36.0,Single,Female,No,0.35614322935140696,5.245872851598616,4.0,Mahasarakam,Graduate School
Rural,,40.0,Single,Male,Yes,-0.8933078512738853,6.890807029748526,4.0,Udon,College
Rural,53463.94655194112,44.0,Married,Male,No,0.19487731413825365,4.721198908231563,6.0,Khon Kaen,High School
Urban,29601.01725470067,28.0,Divorced,Male,Yes,0.4801427939047038,4.198362476241588,2.0,Mahasarakam,High School
Urban,39124.59727607902,62.0,Divorced,Male,Yes,0.2466296198668873,5.459150778180135,2.0,Udon,College
Suburban,33694.55893877374,11.0,Married,Female,No,-0.41807116165596736,6.187135426191485,4.0,Udon,High School
Urban,26306.149575545056,44.0,Divorced,Female,Yes,0.18938499018299598,4.639440459806529,4.0,Udon,High School
Suburban,34256.879774134024,33.0,Divorced,Female,Yes,0.586447253364105,4.704299194339416,3.0,Udon,Graduate School
Urban,27668.40425398565,41.0,Married,Male,Yes,0.13997666800829128,,1.0,Mahasarakam,Graduate School
Urban,39700.30106630099,13.0,Single,Female,Yes,-0.18177457883063466,7.024105308957505,4.0,Khon Kaen,Graduate School
Rural,60648.94661843731,38.0,Married,Female,No,-0.44770662576031245,4.448426322648877,6.0,,College
Suburban,26904.291172594603,14.0,Married,Male,Yes,0.06403348831700512,4.461004945517423,0.0,Mahasarakam,High School
Suburban,32050.303675916188,28.0,Divorced,Male,Yes,0.1195522346153498,3.5792863156173036,1.0,Mahasarakam,High School
Urban,46360.26370093979,20.0,Divorced,Female,Yes,0.3259725998335209,5.719456227757998,2.0,Mahasarakam,
Rural,72385.25114897678,34.0,Married,Female,No,0.516178941740402,3.9333195907910605,4.0,,Graduate School
Rural,64072.00896521541,25.0,Single,Female,,0.20429282062063092,4.387293017549579,1.0,Mahasarakam,College
Urban,47878.61394675485,31.0,Single,Male,Yes,-0.726837681252316,7.8039993557828,4.0,Khon Kaen,Graduate School
Urban,32649.74394059187,29.0,Divorced,Female,Yes,0.3597495342060645,4.5454846870731185,1.0,Khon Kaen,College
Urban,33939.44344395459,40.0,Single,Male,Yes,0.6548553887273694,5.369217194063271,3.0,Mahasarakam,Graduate School
Urban,40240.46948692552,44.0,Single,Male,Yes,0.1462927706901242,5.745808365990935,3.0,Udon,High School
Urban,47603.60721280901,27.0,Divorced,Female,Yes,0.029574100706696443,5.567164945712345,3.0,Mahasarakam,High School
Suburban,48835.41346906558,30.0,Divorced,Male,No,8.073141247402771e-05,5.769160819200123,,Udon,College
Urban,41655.60936122165,30.0,Married,Female,Yes,-0.02927125805795533,5.7931649415076345,3.0,Mahasarakam,Graduate School
Urban,49071.56917978716,39.0,Single,Female,Yes,0.4295717500756303,5.695428904257136,4.0,Khon Kaen,Graduate School
Rural,47496.240190552875,25.0,Married,Male,No,0.1567574913538728,5.406405546383351,3.0,Udon,College
Rural,21283.15422523046,29.0,Single,Female,Yes,,4.333801499672976,2.0,Khon Kaen,Graduate School
Urban,57864.81786095223,37.0,Divorced,Male,Yes,-0.9241170127189929,6.431882128006841,3.0,Udon,High School
Suburban,57056.248584346475,36.0,Divorced,Female,No,-0.39363653671645443,,2.0,Udon,College
Rural,42404.73509568016,24.0,Single,Male,No,0.40572195674742884,6.526853433709902,2.0,Mahasarakam,High School
Urban,50680.57867596605,23.0,Single,Male,Yes,0.16857068787469948,5.194168258130407,3.0,Udon,Graduate School
Suburban,46429.95525488262,38.0,Single,Female,Yes,-0.5212366765058352,5.73450471252083,1.0,Mahasarakam,High School
Rural,59430.51779156066,19.0,Single,Male,No,-0.28554982247999683,5.117810810419263,3.0,Khon Kaen,Graduate School
Urban,32009.127040893727,40.0,Single,Female,Yes,0.4719728671023199,4.473411249280316,2.0,Udon,College
Rural,56732.37597456309,37.0,Divorced,Female,No,-0.32149120668656594,4.853554540285488,7.0,Udon,High School
Suburban,58664.65146682289,21.0,Single,Female,Yes,-0.35392299663422266,7.634311408588115,4.0,Udon,High School
Urban,41427.6374499041,40.0,Single,Female,No,0.15619298062901343,6.6487452211975535,3.0,Udon,College
Rural,64922.08723470715,30.0,Divorced,Male,No,0.24975625846414085,6.822929144269945,3.0,Udon,Graduate School
Suburban,28910.07029505225,34.0,Single,Male,Yes,0.5831462306587049,3.1438643033554303,1.0,Udon,College
Suburban,40154.20725619617,35.0,Divorced,Female,Yes,-0.3930741406310143,6.281402388999547,2.0,Khon Kaen,College
Urban,24373.809796891186,31.0,Single,Female,Yes,0.45505101339330833,5.004091701821803,2.0,Khon Kaen,High School
Urban,63461.13748889764,45.0,Divorced,Male,Yes,-0.20004749324300106,7.821847729859988,4.0,Udon,Graduate School
Suburban,46900.51959035024,19.0,Single,Male,Yes,-0.3723982083794778,5.183700980466338,3.0,Khon Kaen,Graduate School
Suburban,43307.9956163857,27.0,Divorced,Male,Yes,0.31286406195490474,6.815212912373758,4.0,Khon Kaen,College
Rural,72061.89424605278,21.0,Divorced,Male,No,0.5418892885938806,,4.0,Mahasarakam,Graduate School
Suburban,36001.023491155924,48.0,Single,Female,Yes,0.49420914682075945,5.481940990654995,3.0,Mahasarakam,High School
Rural,47104.865193825084,29.0,Married,Male,No,0.3977912323041978,5.605000525696066,3.0,Mahasarakam,Graduate School
Rural,57325.6602282963,34.0,Divorced,Male,No,0.13929907446722306,5.630673675203974,4.0,Khon Kaen,College
Urban,43033.46974057815,29.0,Divorced,Male,No,-0.5333070322108646,4.468403365157818,4.0,Khon Kaen,College
Urban,44444.69935840248,41.0,Single,Female,Yes,0.19512764955591339,4.7414572205083045,5.0,Khon Kaen,High School
Urban,59654.73001452099,29.0,Single,Male,Yes,-0.36207867827425144,6.747053306889667,3.0,Khon Kaen,Graduate School
Urban,45807.76019429171,42.0,Single,,Yes,-0.44032282304199366,6.010129573323474,4.0,Khon Kaen,College
Suburban,68347.60162109477,22.0,Married,Female,No,0.5653245400399226,5.525267203779041,3.0,Khon Kaen,High School
,50970.16603881212,18.0,Divorced,Male,Yes,0.30557576122299707,6.035840833323918,3.0,Khon Kaen,College
Suburban,33460.18575139121,44.0,Single,Female,Yes,-0.13110726365773817,4.7545565437054504,2.0,Mahasarakam,College
Suburban,36110.12275189597,39.0,Single,Male,No,-0.16008893294742146,5.0341932706738115,5.0,Udon,Graduate School
Urban,82740.92527081771,41.0,Married,Female,No,-0.7324038964814199,4.962787909566778,5.0,Udon,College
Urban,47576.869693456574,17.0,Single,Female,Yes,-0.0801192520955587,6.321387975367173,3.0,Khon Kaen,College
Suburban,42293.86173416482,47.0,Divorced,Female,Yes,0.04215916576751963,5.210776588084802,2.0,Mahasarakam,Graduate School
Suburban,42829.87237882289,52.0,Divorced,Male,Yes,0.03295108939600805,5.506997543523188,4.0,Udon,High School
Urban,40475.609561206,43.0,Single,Male,Yes,0.07232316316064544,5.548238564422866,3.0,Mahasarakam,College
Suburban,34285.11725589675,43.0,Divorced,Male,Yes,0.19643363397750863,6.065265812069464,3.0,Udon,College
Suburban,56798.52368880506,35.0,Married,Female,No,-0.3812232043866571,5.853481447729712,4.0,Khon Kaen,High School
Rural,77582.99916976856,19.0,Married,Male,No,0.5939657169781604,1.7177697828111245,5.0,Mahasarakam,Graduate School
Rural,55910.81867131613,26.0,Married,Male,No,-0.48826697414533404,5.566701916204395,6.0,Udon,Graduate School
Rural,28053.847049382275,25.0,Divorced,Male,Yes,0.8409596220357971,4.653360482321135,3.0,Khon Kaen,College
Rural,25475.95629586446,34.0,Divorced,Male,Yes,0.3050370289507532,3.7949758767199944,1.0,Mahasarakam,College
Urban,46915.27966937229,33.0,Single,Male,Yes,0.31166487270744747,4.817242650281737,4.0,Udon,High School
Suburban,36503.725704152734,33.0,Divorced,Male,Yes,-0.32185568316878854,6.249067768650569,2.0,Mahasarakam,High School
