Education Level,Years after high school graduation,Hours Online,Monthly Income,Gender,Marital Status,Location Code,City,Years subscribed,Brand Loyalty,Renew
College,32.0,,3393.7099207228853,F,Single,,Udon,4.0,0.9037366252917252,
Graduate School,30.0,5.351453336703419,4432.227217564555,M,Single,Urban,Mahasarakam,3.0,-0.07296930742037927,Yes
Graduate School,30.0,4.774541350554718,3899.6634143556857,,Divorced,Suburban,Khon Kaen,4.0,0.6197171941457018,Yes
High School,42.0,6.704035390545137,4589.928280059496,F,Married,Rural,Mahasarakam,5.0,-0.0771885954540748,No
College,37.0,4.743018217843792,3020.2910640982077,F,Divorced,Suburban,Udon,3.0,0.7584269631946077,Yes
High School,30.0,7.046780373754878,5404.871680868572,F,Single,Urban,Mahasarakam,3.0,-0.20125982981910728,Yes
College,26.0,5.8593139704793495,4318.046534450747,M,Divorced,Urban,Khon Kaen,5.0,0.13374759128974736,Yes
Graduate School,49.0,4.11941944971121,4094.017525656424,F,Divorced,Rural,Udon,1.0,0.21067221212666584,Yes
College,37.0,5.0730361929550725,4005.784764985121,M,Divorced,Urban,Khon Kaen,2.0,0.09035172871908773,Yes
High School,31.0,5.746524362799485,4843.4594964936805,M,Divorced,Rural,Mahasarakam,6.0,0.20562137980801398,No
Graduate School,26.0,5.75301742415543,4815.651513475874,F,Divorced,Suburban,Mahasarakam,4.0,-0.3878279109332139,Yes
High School,30.0,3.880770568882576,2753.337211996605,M,Married,Rural,Khon Kaen,6.0,-0.51497389818258,No
High School,54.0,7.05546938417708,5631.19748033354,M,Divorced,Suburban,Udon,6.0,-0.9427052631424383,No
High School,34.0,5.809606153888961,5758.943857168701,M,,Rural,Khon Kaen,6.0,-0.24023549921187348,No
College,28.0,6.628939925081772,5226.982937436263,M,Married,Rural,Khon Kaen,5.0,0.4040705643180956,No
Graduate School,42.0,5.402688492146715,5925.687184818676,F,Divorced,Suburban,Mahasarakam,5.0,-0.2786189100840787,No
College,33.0,5.260530039437849,3900.788326534926,F,Divorced,Urban,Khon Kaen,3.0,0.38363616865559624,Yes
,44.0,5.804496013906555,4826.960477486699,F,Married,Rural,Udon,9.0,-0.5268896850017573,No
Graduate School,26.0,5.14635909745686,3963.288494058796,F,Single,Suburban,Udon,4.0,-0.07867101900387091,Yes
,45.0,,4871.190685763423,M,Married,Rural,Mahasarakam,6.0,-0.14951943984857158,No
College,34.0,6.084357072595404,4021.9588395675596,M,Divorced,Rural,Khon Kaen,5.0,0.014945692254141607,No
High School,14.0,7.0337325418932055,3693.3542314979404,M,Single,Urban,Udon,7.0,0.08497410390355283,Yes
High School,28.0,4.11134718846521,4471.966780604238,F,Married,Rural,Khon Kaen,4.0,-0.0016225212017286078,No
High School,22.0,5.040255847267472,4862.368128595562,F,Single,Urban,Khon Kaen,5.0,-0.0017484203439346382,Yes
College,34.0,6.266718673764737,6180.417969586315,F,Married,Urban,Mahasarakam,2.0,-0.6355064392038597,Yes
,25.0,5.3386149868377775,1783.8737404017456,M,Single,Urban,Khon Kaen,6.0,0.9018861945935084,Yes
High School,39.0,7.38100225930331,6231.065323108159,M,Single,Suburban,Khon Kaen,6.0,0.1978757388390185,No
College,39.0,4.9800486542243725,3561.3307865623847,F,Single,Urban,Mahasarakam,2.0,0.26708276929094477,Yes
Graduate School,35.0,6.8836925727427545,4225.909634180187,F,Married,Rural,Mahasarakam,5.0,-0.1842747615488598,No
High School,29.0,5.393062807528082,2397.6491747482596,F,Divorced,Urban,Khon Kaen,5.0,1.0453141422085215,Yes
College,38.0,5.772076682106537,4266.408908152068,M,Married,Rural,Mahasarakam,5.0,-0.9163055892118364,No
Graduate School,34.0,5.426047274060168,5565.60863991077,M,Divorced,Rural,Mahasarakam,7.0,0.38739198755791426,No
College,18.0,6.498021728681968,3809.8915319334023,M,Single,Urban,Khon Kaen,6.0,0.17844986667123688,Yes
High School,44.0,4.259871278469382,4497.440737447967,F,Married,Urban,Udon,1.0,0.04357843166489728,Yes
High School,41.0,4.81558248675016,4001.2336908361463,M,Divorced,Urban,Udon,2.0,-0.10118254260692154,Yes
Graduate School,45.0,6.988711901507303,3984.136984782774,M,Married,Urban,Udon,6.0,-0.5815786933374525,No
High School,36.0,5.30510561283844,4842.12419217214,M,Divorced,Urban,Mahasarakam,3.0,-0.13616002382656658,Yes
College,35.0,7.015013947001865,5098.443372617291,F,Married,Rural,Mahasarakam,5.0,-0.3250321569589944,No
Graduate School,41.0,4.717424272884245,4478.388873438717,F,Married,Suburban,Mahasarakam,8.0,0.48826391915891565,
Graduate School,13.0,3.0492862041516036,3157.8519248397797,F,Married,Suburban,Mahasarakam,3.0,-0.7656117027466425,
High School,28.0,4.818362305655219,4968.277540250977,F,Married,Rural,Mahasarakam,4.0,-0.02203945587620266,No
Graduate School,26.0,6.6784157276107035,4929.1897441558895,M,Single,Urban,Khon Kaen,5.0,0.020098160271208483,Yes
High School,33.0,7.298958609454445,5028.54160299612,M,Married,Rural,Udon,4.0,-0.1240740540739282,No
High School,26.0,5.757173849135634,4948.788113111994,M,Divorced,Rural,Udon,4.0,0.43660392198320125,No
College,38.0,5.721025831323094,5663.961856510383,F,Single,Urban,Mahasarakam,2.0,-0.16592860476920832,Yes
College,22.0,6.954860046628336,4895.186553444803,M,Married,Rural,Mahasarakam,4.0,0.21232849596855413,No
Graduate School,31.0,4.533949563100318,1547.4399039468367,F,Married,Urban,Khon Kaen,4.0,0.9087179453839526,Yes
Graduate School,25.0,6.024313863040694,4550.021511823268,M,Divorced,Rural,Khon Kaen,4.0,-0.1582974142060527,No
Graduate School,24.0,5.638622386967679,4322.95323465784,F,Divorced,Urban,Khon Kaen,4.0,-0.06158767378415138,Yes
Graduate School,41.0,5.266849091973137,3543.2521803960503,M,Divorced,Urban,Khon Kaen,3.0,0.7108015475883509,Yes
College,33.0,5.564396041890307,5540.091183449747,,Single,Urban,Khon Kaen,5.0,-0.06692470965861427,No
High School,40.0,4.774559835757024,4313.176890014208,M,Divorced,Suburban,Mahasarakam,2.0,0.22962290728727103,Yes
Graduate School,22.0,4.083865808082498,4573.136358579184,M,Married,Rural,Khon Kaen,7.0,-0.14290313110887473,No
College,30.0,6.390933902125845,5489.801553837285,,Divorced,Urban,Udon,5.0,-0.19261162191261524,Yes
College,32.0,3.5305267895158385,3783.863771587046,F,Single,,Udon,5.0,-0.571688434839896,No
College,27.0,5.1714499954394375,2610.1929732570957,M,Single,Rural,Udon,4.0,-0.6767905710144378,No
High School,26.0,6.041173376172582,4447.848760362995,M,Divorced,Suburban,Khon Kaen,4.0,-0.12365963195209409,Yes
High School,42.0,5.205746761673001,3506.2870283778875,M,Married,Urban,Udon,3.0,0.4700477645839102,Yes
Graduate School,38.0,4.182122029899162,2861.979751859458,,Divorced,Urban,Udon,3.0,0.42261647703344896,Yes
Graduate School,53.0,4.353925646857223,5302.969324149051,M,Divorced,Suburban,Udon,0.0,-0.46882691393713305,Yes
High School,22.0,6.280884203470216,4638.247370991774,M,Divorced,Urban,Udon,5.0,-0.0026237767667537937,Yes
College,41.0,4.86006203237962,3085.2569719886083,M,Single,Urban,Mahasarakam,3.0,0.48004368310329415,Yes
High School,34.0,6.0309707263517645,2903.8638381219916,F,Married,Rural,Khon Kaen,6.0,-0.44892807698767806,No
High School,13.0,7.251834540245871,5056.747933194141,M,Divorced,Suburban,Mahasarakam,5.0,-0.26643358868935096,Yes
High School,42.0,6.36425211802048,4603.034300824853,M,Divorced,Suburban,Udon,2.0,0.21156576340702504,Yes
Graduate School,43.0,,4081.8544803096593,M,Divorced,Suburban,Udon,2.0,0.17873550426284499,Yes
College,37.0,4.99924058066294,3869.7206740785705,F,Divorced,Urban,Khon Kaen,4.0,0.7721991119778175,Yes
Graduate School,19.0,6.7146007975769235,4574.050345802383,F,Married,Rural,Udon,2.0,-0.30704043524536867,No
Graduate School,31.0,7.882247512678766,5393.093725229506,M,Single,Urban,Udon,3.0,-0.5454993326285476,Yes
High School,30.0,5.006684078859566,2968.3112594707864,M,Divorced,Urban,Mahasarakam,5.0,0.7365194790876176,Yes
Graduate School,34.0,5.5950880765189375,3993.345981549666,F,Divorced,Urban,Mahasarakam,4.0,0.4201854170663551,Yes
College,35.0,6.656912102407798,5372.91485878668,M,Married,Rural,Udon,6.0,-0.033061556063873246,No
Graduate School,31.0,6.349686132838311,3388.9970478127143,M,Married,Suburban,Udon,5.0,0.371617877135846,Yes
College,32.0,5.18904178461732,4037.2338241526377,F,Married,Rural,Khon Kaen,7.0,-0.9259131123898697,No
High School,35.0,4.953632232096512,4053.8938487847427,F,Divorced,Rural,Khon Kaen,4.0,,Yes
College,45.0,4.243341981907299,,M,Married,Urban,Khon Kaen,3.0,0.6736302793593998,Yes
High School,24.0,5.4988601099196766,4815.454974452105,M,Married,Rural,Udon,4.0,0.5200318730389352,No
High School,35.0,6.998905010194926,4234.699353315006,M,Divorced,Urban,Udon,3.0,0.10536768446570835,Yes
High School,26.0,5.511955896904919,3028.5069539387,F,Married,Rural,Mahasarakam,4.0,-0.10772725695227611,No
Graduate School,32.0,6.048644486604754,5143.117012586969,F,Divorced,Urban,Khon Kaen,2.0,-0.5476279475074985,Yes
High School,17.0,5.653509420395516,3801.2865490575127,F,Single,Urban,Mahasarakam,6.0,0.05930527903437831,Yes
Graduate School,39.0,4.76655076646451,4012.842236400236,F,Divorced,Urban,Mahasarakam,3.0,0.06547560159258983,Yes
Graduate School,35.0,,4269.673495987437,M,Single,Suburban,Udon,4.0,0.08203074181980034,Yes
High School,20.0,6.361347369663023,5118.395633775461,F,Single,Urban,Mahasarakam,6.0,-0.49166598322177935,Yes
College,30.0,7.097735984872567,5871.584673597209,M,Married,Urban,Mahasarakam,4.0,-0.379497193854376,Yes
,47.0,3.702236553905555,4660.3014171549,M,Divorced,Urban,,1.0,0.09146301711274862,Yes
Graduate School,34.0,6.940914116646838,5082.826250434911,M,Divorced,Suburban,Khon Kaen,4.0,-0.024822830434107643,Yes
High School,20.0,5.763896381703752,3915.1943023565204,M,Single,Urban,Udon,5.0,0.23990841117561112,Yes
College,25.0,4.2107351820288965,3321.931804985825,M,Divorced,Urban,Khon Kaen,7.0,-0.10145694289338655,No
High School,34.0,6.544651413489266,2479.291621036192,F,Single,Urban,Udon,4.0,0.7476614856076914,Yes
Graduate School,24.0,5.941427473132424,3657.521040729992,F,Married,Rural,Khon Kaen,5.0,-0.29969911922435916,No
Graduate School,44.0,5.686708436759442,4213.897998938739,M,Single,Suburban,Khon Kaen,2.0,0.27203573220699684,Yes
Graduate School,37.0,6.171983896187132,4825.578770008049,F,Single,Suburban,Khon Kaen,4.0,-1.0626868114348256,No
Graduate School,38.0,4.4732978688701,2971.0555610427955,F,Divorced,Urban,Udon,3.0,0.5977454125484118,Yes
High School,24.0,5.42099628332574,4218.671572782945,F,Divorced,Rural,Mahasarakam,8.0,-0.10534484954798819,No
College,26.0,6.411037017628292,3392.9533998904194,M,Divorced,Rural,Mahasarakam,5.0,0.37633877256114007,Yes
College,35.0,6.4450246475000394,3810.6595706155945,M,Divorced,Urban,Udon,3.0,0.4022845175675434,Yes
High School,53.0,7.460660737701842,4425.297119939165,F,Married,Suburban,Khon Kaen,7.0,0.11083810516387696,No
College,31.0,6.080838444537724,5262.053773101588,F,Divorced,Rural,Khon Kaen,6.0,-0.10941772263380156,No
College,33.0,4.595427446693326,3950.314792345982,F,Divorced,Urban,Mahasarakam,3.0,-0.1906799876797192,Yes
Graduate School,40.0,7.018733037377261,6002.472315489264,F,Married,Suburban,Mahasarakam,5.0,-0.4299783329721567,No
College,24.0,6.501203267599474,5436.135468374261,M,Married,Suburban,Udon,5.0,-0.026763145766916414,Yes
Graduate School,34.0,5.461362287337526,4664.731425777053,F,Divorced,Urban,Udon,3.0,,Yes
College,33.0,5.467276264226018,4445.173635996796,F,Married,Suburban,Udon,4.0,0.10289459693444114,No
High School,40.0,6.434555868812532,5991.528535402216,M,Married,Urban,Udon,2.0,-0.20768188567852852,Yes
High School,10.0,6.893600185242614,4963.884013159652,M,Single,Urban,Mahasarakam,7.0,0.24953917163956219,Yes
Graduate School,42.0,3.414489198662568,,F,Divorced,Rural,Udon,7.0,-0.24394612358023043,No
College,,5.127340870468164,2288.8496890841097,F,Single,Urban,Udon,8.0,0.6513583546498004,Yes
College,28.0,5.164982597157858,3758.1824293422856,M,Married,Suburban,Mahasarakam,4.0,0.43913263403374586,Yes
College,20.0,4.281656054155315,3895.9405938834175,M,Married,Suburban,Mahasarakam,6.0,-0.03926257640803996,No
High School,25.0,5.049561153356414,3381.0781926397585,F,Single,Suburban,Khon Kaen,3.0,-0.49004281482287815,No
High School,53.0,5.56259264529803,4726.50207826766,F,Married,Rural,Khon Kaen,6.0,-0.5285579311195452,No
Graduate School,25.0,6.604434100673875,4679.588088206579,F,Married,Rural,Udon,5.0,-0.5651577027078107,No
Graduate School,30.0,6.191038175124284,5013.954479510203,M,Married,Rural,Mahasarakam,3.0,-0.1381931342863718,No
High School,13.0,5.450306630085422,3772.3468027851964,F,Married,Urban,Mahasarakam,7.0,0.29377031390731734,Yes
High School,45.0,6.054853156594509,3680.517174192467,F,Single,Suburban,Udon,5.0,-0.8287312632632299,No
Graduate School,23.0,6.103243415018056,4142.073485216158,M,Married,Urban,Udon,5.0,0.4226544261151341,Yes
High School,46.0,3.8379533616169876,3538.7778534027075,M,Divorced,Rural,Udon,6.0,-0.18496577841501738,No
Graduate School,16.0,4.2286389602666885,5132.074649702566,F,Married,Suburban,Khon Kaen,3.0,0.2343163782143698,No
Graduate School,36.0,6.394286852521226,3139.405265440074,F,Divorced,Suburban,Udon,4.0,0.6537555302289796,Yes
College,36.0,5.463634590716808,4976.283217465962,F,Divorced,Suburban,Khon Kaen,3.0,-0.27676573835069124,Yes
High School,29.0,6.866281548470742,3891.625845626567,M,Married,Urban,Udon,4.0,0.026430664225671502,Yes
College,32.0,6.259303701940274,4156.1121654478675,M,Divorced,Urban,Khon Kaen,3.0,0.08485259409978047,Yes
College,40.0,4.116611756444866,4058.59456566986,F,Divorced,Rural,Khon Kaen,6.0,-1.111358343065568,No
Graduate School,38.0,5.641195106480078,4171.452294474517,F,Divorced,Urban,Udon,4.0,0.5087510348081397,Yes
Graduate School,33.0,4.922216556167724,4492.805266138504,F,Divorced,Urban,Khon Kaen,3.0,0.10591528671317949,
Graduate School,43.0,6.543315375909463,6033.72728390373,F,Single,Urban,Khon Kaen,3.0,-0.42033939246265134,Yes
High School,39.0,4.454172472982569,4025.8079729086703,M,Single,Urban,Khon Kaen,3.0,0.3778569262128971,Yes
Graduate School,15.0,4.675418912840902,1717.5285534497316,M,Single,Suburban,Khon Kaen,2.0,-0.26348030655205495,No
College,23.0,7.481386889314223,5291.258294596085,F,Single,Urban,Khon Kaen,6.0,0.0009550967099115903,Yes
College,22.0,7.035565114725247,4881.166591899201,F,Single,Suburban,Udon,7.0,-0.2926528057915978,No
Graduate School,46.0,3.7159872396151217,,M,Married,Rural,Mahasarakam,7.0,-0.3598539929352216,No
High School,36.0,3.4615328105038685,2628.0489618527063,F,Married,,Mahasarakam,7.0,-0.857796147784817,No
Graduate School,41.0,4.803260160556558,4159.708978505457,M,Divorced,Urban,Udon,3.0,0.269872894806605,
High School,21.0,5.752659416230623,4670.519736342021,F,Married,Rural,Khon Kaen,5.0,-0.30264395224780094,No
Graduate School,46.0,4.8147780422641,4613.449701381651,F,Divorced,Suburban,Khon Kaen,2.0,0.08899965150420064,Yes
Graduate School,31.0,5.884197789534657,3508.046015905741,F,Single,Suburban,Udon,4.0,-0.4914068963387124,No
College,29.0,5.139880753375833,3773.3980006277775,M,Single,Urban,Khon Kaen,5.0,0.1376372289520791,Yes
High School,48.0,5.624336770449876,5804.34264943885,M,Married,Suburban,Mahasarakam,6.0,0.2010766125559776,No
Graduate School,11.0,6.822919678848996,3781.1360261910036,M,Divorced,Urban,Khon Kaen,7.0,0.2847163147081561,Yes
College,35.0,5.299831935311968,4488.4411595399415,M,Single,Rural,Mahasarakam,8.0,-0.03645310190123156,No
High School,26.0,6.902757191403881,3687.245082502454,,Single,Urban,Udon,6.0,0.3487663272190653,Yes
Graduate School,31.0,6.442048841148802,2854.0980609664084,M,Married,,Udon,6.0,-0.1347742048792879,No
College,36.0,5.7620715412941825,4449.708097978323,M,Married,Rural,Khon Kaen,7.0,-0.3974933853438805,No
College,16.0,2.4243779988031156,3824.8165594722177,F,Single,Rural,Khon Kaen,4.0,-0.7273181937103694,
Graduate School,33.0,3.6575674713436546,2950.021310134127,F,Married,Rural,Udon,6.0,-0.02400824775986221,No
High School,42.0,4.617737896588065,4055.5638669984583,M,Single,Suburban,Mahasarakam,4.0,0.4202262722791821,Yes
Graduate School,46.0,4.172957798632162,4534.68339703608,F,Divorced,Urban,Khon Kaen,2.0,0.028426097472021003,Yes
College,40.0,7.764595232402915,4842.800298214908,F,Married,Rural,Khon Kaen,5.0,-0.39352634913701057,No
Graduate School,28.0,5.463246176289325,4218.189012557693,F,Single,Urban,Khon Kaen,4.0,0.19290410347009507,Yes
College,29.0,5.882059904518786,3417.318058854876,F,Single,Urban,Khon Kaen,5.0,0.501918880821601,Yes
Graduate School,33.0,3.897724164669989,4844.440604700987,F,Divorced,Urban,Mahasarakam,2.0,-0.5940998866285361,Yes
College,32.0,4.973863777098414,3538.455326714607,M,Divorced,Urban,Udon,4.0,0.17941971261037376,Yes
High School,38.0,5.409013648054976,3486.475472749572,M,Married,Rural,Mahasarakam,4.0,-0.09255670612095253,No
College,,5.3315917780970175,5421.473029722728,M,Married,Suburban,Mahasarakam,2.0,-0.29340855346024963,Yes
Graduate School,37.0,4.436733723379852,3185.531343651276,M,Married,Urban,Mahasarakam,4.0,0.5302414526086652,
College,38.0,10.0,4532.523239267935,F,Single,Rural,Khon Kaen,6.0,0.018029520136179013,
High School,28.0,7.291652828036786,5246.6606566244445,F,Divorced,Suburban,Udon,5.0,-0.09026099825037467,Yes
Graduate School,38.0,4.196907325721379,4638.859937948009,F,Single,Urban,Khon Kaen,2.0,-0.4147435432912129,Yes
High School,32.0,6.203648038781184,4755.802759549267,M,Single,Urban,Khon Kaen,4.0,0.1524320854930185,Yes
High School,43.0,5.3802969830268115,3683.7185037732233,F,Married,Rural,Khon Kaen,4.0,-0.5353659704142986,No
High School,25.0,5.965677554775723,6100.7517780392745,M,Divorced,Suburban,Khon Kaen,3.0,-0.6348277851490143,Yes
Graduate School,40.0,4.23418948056456,4082.5344080428677,M,Married,Urban,Mahasarakam,3.0,0.3567775087757678,Yes
High School,37.0,6.38873378419138,4417.758355679187,M,Married,Rural,Udon,5.0,-0.09273772412449444,No
Graduate School,24.0,7.205294775489374,5119.781996732415,F,Married,Suburban,Mahasarakam,6.0,-0.3137520907010263,Yes
Graduate School,32.0,6.3336133908895045,5956.437692668795,F,Married,Rural,Udon,6.0,0.1453944447924066,No
College,25.0,4.76110670192101,4363.263845720148,F,Married,Urban,Mahasarakam,4.0,-0.1877163610756853,Yes
High School,49.0,5.516763544850607,4435.059570344756,F,Divorced,Rural,Udon,6.0,,No
High School,34.0,3.605246457368514,5149.829858769513,F,,Rural,Mahasarakam,5.0,-0.04864560482108838,No
High School,20.0,5.559610586942322,2427.0247736789875,M,Divorced,Urban,Khon Kaen,7.0,0.6156161178405363,Yes
High School,29.0,6.471837559148889,4884.350418733524,M,Single,Urban,Khon Kaen,,-0.13525770650777574,No
Graduate School,36.0,3.6300589425766994,3211.707825867448,,Single,Suburban,Mahasarakam,4.0,0.826886508739706,Yes
College,43.0,,5407.9080561338305,F,Married,Rural,Khon Kaen,6.0,-0.34518279633499865,No
High School,36.0,6.830223180426119,5110.3029946344395,F,Married,Rural,Udon,5.0,0.4457914705756639,No
Graduate School,22.0,,5001.876809101547,F,Divorced,Rural,Mahasarakam,4.0,-0.3821862657379956,Yes
Graduate School,32.0,6.213774596882782,4610.989469761379,M,Divorced,Urban,Khon Kaen,5.0,0.2508033808102865,Yes
College,27.0,4.948448552365951,3281.4536670723674,M,Divorced,Rural,Udon,5.0,-0.2623898162769015,No
Graduate School,16.0,5.229115540932298,4129.752098757984,M,Single,Urban,Khon Kaen,6.0,0.17464329274377036,Yes
Graduate School,35.0,5.8279847859447935,5054.851979946279,F,Single,Suburban,Udon,4.0,-0.11422239857156323,Yes
Graduate School,31.0,5.033320454705879,3911.9822012941713,F,Married,Rural,Udon,6.0,-0.12084639019051657,No
College,30.0,3.656045548640349,3374.8639737701737,F,Single,Rural,Udon,5.0,-0.3058268775849281,No
College,22.0,5.009059653889162,4076.75299327256,F,Divorced,Rural,Mahasarakam,5.0,-0.019444024725670028,No
College,22.0,5.43099848525225,5127.52324649444,F,Divorced,Urban,Mahasarakam,5.0,-0.41623012204310816,Yes
Graduate School,23.0,,4797.207040573469,F,Single,Urban,Udon,5.0,-0.4030692736709929,Yes
